,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_004,9:20,-87,-7,2.21,1.24,2.87,16,111071,4.45,3.5,2.17,704710,37634,21986,1731,2021
VIP_005,9:20,-100,-8,0.2,4.6,4.99,4,155635,2.77,0.74,11.25,629899,19867,12833,4169,1705
VIP_006,9:20,-63,-6,5.19,1.29,8.21,3.5,470469,1.82,4.34,4.06,379808,7965,19464,4267,2931
VIP_007,9:20,-112,-6,0.72,0.27,2.52,8.6,716750,3.72,0.58,7.83,875002,40855,28995,201,505
VIP_008,9:20,-102,-16,1.27,2.3,5.74,11.6,777544,1.99,0.51,7.08,764985,47128,13612,1184,1114
VIP_009,9:20,-96,-9,1.34,3.48,3.2,1.1,237954,1.45,4.75,10.86,396711,49949,43058,2681,1948
VIP_010,9:20,-102,-16,3.44,3.21,3.22,19.1,390448,4.33,5.2,4.56,344538,46098,45481,2415,1324
VIP_011,9:20,-99,-12,4.24,3.06,8.61,9.9,638723,3.98,1.05,11.02,416700,34698,18945,3413,1731
VIP_012,9:20,-62,-16,0.18,0.65,9.72,7.4,634372,2.22,5.49,1.07,699560,17185,17339,1640,699
VIP_013,9:20,-73,-12,1.11,4.94,9.1,12.5,805079,0.16,0.41,7.69,837867,10083,31449,2883,570
VIP_014,9:20,-99,-11,3.6,0.31,7.88,10.5,944925,2.99,4.29,0.79,971775,29116,38015,1511,83
VIP_015,9:20,-91,-6,3.42,0.8,10.79,2.4,762583,3.39,4.56,8.9,110932,27750,27777,73,2783
VIP_016,9:20,-77,-16,0.27,3.45,6.97,8.8,119168,1.9,0.41,0.41,882577,29117,35850,4057,1175
VIP_017,9:20,-104,-10,0.89,3.47,8.85,10,688538,5.46,1.62,2.07,702638,43910,20440,2161,2394
VIP_018,9:20,-115,-14,5.43,1.44,3.21,3.1,742093,0.22,4.88,6.95,248255,3986,14567,3927,2106
VIP_019,9:20,-94,-11,2.84,3.55,9.38,13.1,832362,4.46,1.51,1.28,492080,3301,48407,4501,2975
VIP_020,9:20,-86,-9,0.73,2.01,10.56,3.7,533913,2.84,2.49,9.44,210020,28313,14724,1131,1136
VIP_021,9:20,-119,-16,1.71,2.66,4.85,3.4,291620,1.83,1.65,2.01,859750,45149,31673,4463,568
VIP_022,9:20,-95,-6,0.8,2.24,7.12,5.9,330586,3.72,4.69,7.57,513060,49657,17404,4659,570
VIP_023,9:20,-68,-7,0.79,4.01,4.87,17.2,291975,0.9,4.08,7.44,777070,19548,32422,1322,935
VIP_024,9:20,-93,-16,1.89,2.66,5.84,17.7,426701,4.02,1.46,10.18,868350,25608,24958,3368,740
VIP_025,9:20,-75,-8,1.95,0.21,10.06,8.7,158578,2.8,4.79,5.41,100116,40547,15626,4886,2698
VIP_026,9:20,-112,-9,4.96,0.45,9.77,13.6,718252,3.87,2.89,2.15,408259,7750,29490,345,506
VIP_027,9:20,-81,-11,4.58,4.23,10.45,14.3,538997,5.18,3.32,6.15,723020,15613,19819,1525,1788
VIP_028,9:20,-96,-13,0.33,4.83,5.61,15.7,236017,3.33,5.44,3.51,222197,28974,38560,2293,878
VIP_029,9:20,-94,-12,0.83,0.93,5.09,6.1,398741,3.31,3.88,3.47,132242,37313,43573,1715,2379
VIP_030,9:20,-68,-9,5.28,4.71,0.66,11.7,577921,2.87,1.01,11.69,193356,4911,48259,2425,21
VIP_031,9:20,-83,-12,2.58,1.38,4.2,1.2,443062,1.24,5.45,3.47,913987,39741,1300,3979,824
VIP_032,9:20,-110,-13,0.36,3.04,5.36,10.4,299736,2.8,2.1,2.04,730390,24963,3023,4184,1997
VIP_033,9:20,-112,-16,2.36,0.18,6.82,17.5,988171,2.72,3.93,7.56,631885,16796,41173,2044,1177
VIP_034,9:20,-83,-10,0.74,5.41,6.23,3.8,546470,0.67,2.16,3.77,104709,17456,45901,3190,2034
VIP_035,9:20,-120,-10,1.79,0.21,1.67,3.7,499309,2.32,4.94,3.16,447267,25849,35871,867,1206
VIP_036,9:20,-99,-7,4.55,2.42,3.87,4.5,150847,4.05,4.81,9.3,313782,47233,10569,1273,341
VIP_037,9:20,-70,-6,2.06,0.34,0.8,4.1,272263,4.74,0.44,10.6,156907,44614,28011,4832,326
VIP_038,9:20,-71,-14,1.8,3.11,0.96,19.9,605748,1.24,1.6,10.54,887982,49351,5873,4276,2917
VIP_039,9:20,-75,-8,3.91,1.65,3.82,16.6,309234,2.17,4.89,1.81,728973,48521,30083,2822,2584
VIP_040,9:20,-88,-10,3.64,0.64,6.46,19.6,551425,0.89,5.5,2.5,478965,49294,23330,2596,96
VIP_041,9:20,-67,-14,3.23,3.36,4.35,18.4,611950,4.84,3.63,5.53,239900,15686,14310,150,1686
VIP_042,9:20,-96,-7,1.51,2.98,8.38,16.8,692915,4.05,1.12,3.79,273861,21343,47091,1865,2422
VIP_043,9:20,-68,-14,2.81,0.95,1.9,7,201937,2.55,3.08,2.21,274835,48495,11491,4117,1499
VIP_044,9:20,-84,-14,4.97,0.12,10.97,19.4,336005,2.06,2.7,3.22,218399,3523,16283,632,1857
VIP_045,9:20,-96,-15,2.84,2.22,1.11,5.8,196436,1.71,4.27,3.11,255989,21391,21064,4668,210
VIP_046,9:20,-112,-12,5.25,1,5.03,5,155585,4.71,2.72,1.44,392628,9680,34252,4551,2020
VIP_047,9:20,-107,-9,1.4,0.72,7.93,6.8,871692,3.03,0.61,4.37,516363,46287,2873,4193,2445
VIP_048,9:20,-66,-8,4.28,2.63,10.26,3.3,833090,0.34,3.03,2.68,229857,48668,39378,771,1030
VIP_049,9:20,-66,-11,1.63,1.72,1.15,3.5,815964,2.47,1.84,0.53,507854,47599,17687,4194,814
VIP_050,9:20,-61,-11,5.02,3.12,9.56,14.3,318240,1.09,1.25,6.28,337616,47818,33110,2397,962
VIP_051,9:20,-60,-14,2.75,3.7,2.67,5.5,308016,0.46,1.89,7.76,290960,40158,26235,760,466
VIP_052,9:20,-107,-7,1.65,2.31,4.6,10.1,910764,5.14,5.14,4.05,771169,30318,7221,1246,1217
VIP_053,9:20,-76,-14,4.35,3.78,10.38,15.3,970913,4.28,1.11,2.14,740386,35732,48126,2577,2730
VIP_054,9:20,-73,-10,5.15,5.41,7.34,3.4,446432,0.25,1.02,5.24,590111,19202,32647,862,1841
VIP_055,9:20,-61,-11,1.71,3.52,3.17,7.2,277621,2.95,4.86,5.48,307953,15941,33944,529,197
VIP_056,9:20,-67,-9,3.81,0.93,9.99,4.2,835502,0.5,5.31,8.06,712573,37511,29819,4322,2472
VIP_057,9:20,-74,-15,3.92,0.06,4.16,3,275524,5.48,4.69,6.2,692738,33582,24706,1785,2007
VIP_058,9:20,-74,-7,1.44,5.18,0.44,2.8,458195,5.03,3.94,0.7,881064,47309,25104,4885,1879
VIP_059,9:20,-98,-7,1,4.29,6.97,7.4,281296,1.25,1.13,6.28,895266,46005,16164,4055,2646
VIP_060,9:20,-99,-14,1.4,0.62,4.06,7.1,537236,4.13,2.41,7.22,478993,20605,22884,835,2309
VIP_061,9:20,-62,-7,4.41,3.14,11.66,11.9,565221,3.93,2.63,9.26,270364,19235,29654,67,1511
VIP_062,9:20,-95,-15,0.59,3.12,6.17,3.4,289034,2.19,0.55,0.52,713619,13887,47952,1262,2490
VIP_063,9:20,-66,-7,2.35,0.62,8.87,18.8,831114,2.81,1.43,0.13,739407,22845,15207,563,2006
VIP_064,9:20,-94,-6,1.32,0.83,0.22,11,907646,1.88,2.77,6.3,586945,15676,2114,2937,946
VIP_065,9:20,-90,-9,3.06,5.36,4.29,4.5,802724,3.35,1.4,10.16,132717,40629,24909,4973,184
VIP_066,9:20,-85,-12,4.07,4.03,9.89,5,782248,4.2,1.55,1.53,368459,7300,36694,1312,1985
VIP_067,9:20,-98,-9,0.09,5.4,11.85,4.6,211778,2.9,4.82,4.36,420329,7437,7689,2155,1595
VIP_068,9:20,-115,-13,0.95,2.95,1.92,14.5,359977,3.71,4.12,7.12,797392,32817,25892,173,2329
VIP_069,9:20,-98,-16,2.41,3.54,10.55,2.3,213689,1.36,1.57,10.89,343405,49169,38264,3105,2802
VIP_070,9:20,-86,-9,3.11,4.73,3.54,7.4,854675,2.25,3.46,4.5,801208,25165,5092,3827,76
VIP_071,9:20,-80,-10,5.22,0.42,9.29,15.5,686052,4.85,4.99,7.4,486341,27731,27546,436,834
VIP_072,9:20,-83,-12,1.33,4.14,10.54,14.9,362242,5.37,3.81,4.95,701714,6863,24492,525,1965
VIP_073,9:20,-103,-15,1.63,5.12,2.82,16.2,335930,3.02,3.44,11.35,123380,2193,32859,2189,2485
VIP_074,9:20,-89,-15,1.18,2.89,5.38,18.9,786866,2.9,1.51,5.66,599746,2417,45524,4121,2855
VIP_075,9:20,-110,-7,4.11,2.09,4.18,16.5,793415,4.31,3.05,11.06,401919,4156,40298,3700,417
VIP_076,9:20,-115,-11,5.13,3.86,9.27,10.7,984824,3.43,3.74,7.55,750631,22386,1570,1412,1182
VIP_077,9:20,-118,-16,4.59,3.79,1.29,2.7,520732,0.88,0.92,0.11,874173,9519,43726,1458,2672
VIP_078,9:20,-81,-9,5.39,2.03,7.9,0.7,630866,0.78,1.32,4.42,349512,47780,43348,2133,197
VIP_079,9:20,-69,-14,0.53,0.52,1.07,9.7,829420,2.34,1.25,7.05,702788,42327,40755,3515,1856
VIP_080,9:20,-72,-9,4.61,2.65,3.22,19.9,798399,0.29,1.31,7.28,964603,19044,35877,3410,2172
VIP_081,9:20,-92,-7,3.87,3.36,5.54,16.4,626124,0.52,1.17,1.21,717759,33602,36484,2626,2581
VIP_082,9:20,-110,-15,1.86,5.42,0.44,11.1,349751,4.12,2.04,8.7,597978,40934,20800,3269,1321
VIP_083,9:20,-96,-10,1.54,3.94,3.41,18.6,163667,2.4,4.09,8.25,295755,16206,47561,3783,685
VIP_084,9:20,-76,-13,0.78,0.8,8.41,4.1,255714,4.24,5.25,5.06,562580,4021,3325,2428,728
VIP_085,9:20,-109,-8,4.32,2.17,9.48,15.8,565367,4.69,2.33,2.42,879994,34213,17267,1712,1672
VIP_086,9:20,-79,-12,1.88,4.83,4.99,3.4,604948,5.4,0.33,3.65,320986,47290,22503,2319,2140
VIP_087,9:20,-70,-8,1.74,4.34,8.52,13.2,263873,3.3,5.04,3.4,832046,47855,32438,3672,1187
VIP_088,9:20,-76,-15,0.87,1.23,6.66,14.5,593026,0.47,1.6,4.31,455044,34142,3266,2854,1820
VIP_089,9:20,-115,-9,4.86,4.84,1.93,1.5,779565,0.31,1.71,9.28,204574,37864,34952,1476,1647
VIP_090,9:20,-71,-11,1.84,4.64,3.14,14.8,232993,4.07,2.82,11.15,957758,43150,12989,619,2448
VIP_091,9:20,-117,-14,5.38,4.41,5.12,7.9,877154,2.38,4.11,0.27,563236,24546,11116,2022,673
VIP_092,9:20,-99,-16,2.08,3.52,4.26,15.8,341656,5,3.54,9.36,893685,46048,10044,4598,2170
VIP_093,9:20,-115,-13,0.44,0.62,1.57,0.6,168682,3.29,5.45,1.84,527961,27050,32514,118,1256
VIP_094,9:20,-118,-9,0.94,2.79,5.36,9.3,614859,3.77,4.83,1.9,844782,24589,46714,2328,357
VIP_095,9:20,-102,-6,1.3,0.12,10.17,3.8,667258,0.05,3.07,5.61,722349,22793,35001,4850,2260
VIP_096,9:20,-89,-6,1.41,1,7.31,5.1,269548,2.12,5.04,8.3,843468,10038,47899,4522,469
VIP_097,9:20,-76,-10,0.33,5.22,10.21,15.7,892850,2.25,0.6,5.54,770778,1554,10520,1414,2220
VIP_098,9:20,-84,-12,0.35,4.89,5.64,11.8,521049,1.95,4.25,7.42,614889,11359,29263,989,452
VIP_099,9:20,-102,-6,1.98,2.68,10.06,18.6,455740,5.3,2.55,0.21,665505,13715,13015,402,624
VIP_100,9:20,-71,-10,1.34,0.89,7.57,11.5,527370,0.47,2.64,11.92,703155,16664,46096,143,1535
VIP_101,9:20,-95,-10,4.7,2.84,7.65,6.4,850091,5.23,4.39,3.98,349503,47405,22890,2043,627
VIP_102,9:20,-118,-7,5.11,2.49,7.61,6.4,375538,3.22,1.3,3.73,694194,38716,14642,4361,2558
VIP_103,9:20,-119,-11,4.92,3.1,11.22,4.7,375999,3.3,2.49,6.73,110276,27823,22295,3605,937
VIP_104,9:20,-101,-8,3.59,2.47,2.16,18.3,842741,5.01,0.31,6.39,877246,3470,34443,4620,1064
VIP_105,9:20,-107,-10,3.83,2.57,8.48,13.5,788300,3.98,4.82,9.75,630902,17668,22423,1363,2103
VIP_106,9:20,-83,-14,1.28,5.41,10.45,2,227790,0.08,2.67,7.69,631773,46656,19184,1577,2814
VIP_107,9:20,-105,-11,3.55,5.15,9.69,10.8,255790,5.17,2.99,10.2,476540,12477,17901,1463,2356
VIP_108,9:20,-96,-10,3,0.13,0.97,5.8,786015,4.21,3.66,9.34,778262,7947,32519,139,2404
VIP_109,9:20,-79,-9,0.09,5.36,9.43,12.3,386578,2.53,4.67,0.7,335596,14997,34093,3553,1084
VIP_110,9:20,-115,-10,5.22,4.04,9.16,13.8,248788,4.34,1.65,2.53,738725,22243,10845,2072,2865
VIP_111,9:20,-67,-13,3.59,0.5,0.85,17.2,646773,0.2,4.61,9.71,876359,35821,35920,1672,119
VIP_112,9:20,-95,-13,5.15,5.19,8.09,3.8,417033,2.26,2.84,10.06,893673,10898,12558,4860,866
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,9:25,-99,-8,5.3,0.88,8.71,9.9,282990,2.45,3.78,10.28,346943,36303,10074,1767,2278
VIP_002,9:25,-89,-10,1.39,1.64,0.92,3,470594,5.36,1.38,6.66,336157,32995,33421,1061,1378
VIP_003,9:25,-66,-14,0.23,4.01,4.68,16.3,306241,1.38,3.72,3.64,339876,44793,27673,28,1021
VIP_004,9:25,-79,-13,2.19,1.79,4.2,8.6,917366,0.41,1.61,1.97,955310,10659,49968,3563,513
VIP_005,9:25,-101,-7,3.31,3.27,7.75,9.7,256973,0.85,2.05,6.97,582218,49728,16764,4926,191
VIP_006,9:25,-69,-7,4.27,1.7,5.33,19.9,228847,1,1.94,9.81,127598,17435,36369,4942,664
VIP_007,9:25,-73,-14,4.16,5.27,5.64,13.9,614630,2.88,2.36,3.82,144696,20195,1665,1970,2769
VIP_008,9:25,-103,-15,0.68,1.35,8.98,9.7,577592,0.09,0.78,3.94,587141,41041,9078,1209,1456
VIP_009,9:25,-71,-13,1.7,3,4.18,8.3,830322,3.16,3.83,6.31,940329,30170,9910,2535,2939
VIP_010,9:25,-86,-11,5.31,1.5,0.52,0.6,211186,5.5,4.61,10.01,297478,46525,17525,1856,182
VIP_011,9:25,-74,-13,2.19,1.86,11.87,19.9,691250,4.39,2.1,5.26,162559,30436,7836,3109,1484
VIP_012,9:25,-112,-8,1.52,0.34,6.19,16.1,657304,3.67,2.35,0.33,756726,17259,19332,4695,1918
VIP_013,9:25,-115,-13,5.06,0.95,3.92,0.5,994397,2.47,4.59,11.92,523446,44068,11076,4356,2809
VIP_014,9:25,-99,-14,3.49,0.99,4.25,12,294342,4.53,5.39,1.52,617620,35132,45063,2833,2061
VIP_015,9:25,-90,-13,3.99,2.69,3.6,11.1,597465,3,4.64,2.87,602407,7462,29209,4006,2260
VIP_016,9:25,-91,-10,1.76,4.42,7.66,17.5,674698,1.07,2.09,9.06,543798,9641,44585,2477,1006
VIP_017,9:25,-71,-8,2.9,0.29,5.46,2.6,413739,1.62,4.92,7.99,228845,43518,24072,2967,2806
VIP_018,9:25,-63,-11,3.43,3.35,3.42,3.9,864652,1.54,0.96,7.17,856389,44370,2084,2607,985
VIP_019,9:25,-84,-14,2.39,2.45,10.6,16.2,743698,2.37,1.48,5.69,791972,36171,14569,3880,2131
VIP_020,9:25,-65,-16,2.72,4.57,4.42,1.5,776855,3.35,2.76,5.58,630306,38150,28583,1140,2334
VIP_021,9:25,-103,-14,2.31,4.96,10.89,12.6,792185,2.27,1.62,8.14,113140,27602,20827,4469,1857
VIP_022,9:25,-71,-16,4.89,4.75,10.42,1.5,347884,4.61,3.52,6.15,279041,20463,22457,2030,233
VIP_023,9:25,-108,-15,2.14,0.08,9.74,4.9,693564,2.08,2.83,1.23,612732,49108,45135,4406,2478
VIP_024,9:25,-92,-11,3.4,1.17,2.85,8.8,703540,1.9,4.96,9.03,933611,34785,46447,57,1336
VIP_025,9:25,-120,-7,2.89,1.83,9.27,4,430037,0.66,0.61,0.47,951918,24451,46933,2611,1810
VIP_026,9:25,-89,-8,4.84,4.05,5.84,13.3,550257,3,2.58,10.45,811194,20845,33106,2220,1033
VIP_027,9:25,-85,-16,1.03,5.5,4.15,3.4,886278,4,0.05,7.28,301929,36227,43327,891,2775
VIP_028,9:25,-109,-10,4.2,1.41,8.21,15.3,247623,0.14,4.31,7.89,824209,47310,5318,1505,2432
VIP_029,9:25,-111,-15,3.63,1.65,0.91,19.1,440787,3.03,0.65,8.09,153270,43807,30321,2178,2441
VIP_030,9:25,-82,-8,3.44,2.04,2.51,15,933774,5.42,3.92,9.32,796262,31285,44345,3493,1651
VIP_031,9:25,-88,-6,0.89,3.49,6.52,13.7,189864,1.73,0.51,10.74,562368,21330,21094,4411,1709
VIP_032,9:25,-95,-6,5.2,3.49,8.63,1.1,655745,0.85,3,6.65,106207,13955,49883,2999,2505
VIP_033,9:25,-82,-14,0.28,5.45,7.26,8.5,703498,4.13,2.66,8.78,957784,7221,40005,2870,1398
VIP_034,9:25,-62,-16,3.1,4.22,4.37,17.8,365519,1.95,4.25,9.63,377603,45733,7844,3184,467
VIP_035,9:25,-120,-8,3.51,1.11,1.34,1.5,432428,1.17,2.61,4.95,238900,19396,9605,1748,2594
VIP_036,9:25,-70,-8,0.18,4.59,4.66,12.5,623812,3.97,4.01,1.46,265231,9524,14934,1459,929
VIP_037,9:25,-62,-14,3.5,1.36,6,10.7,276190,5.29,4.1,11.41,392653,32617,35832,4638,1171
VIP_038,9:25,-119,-13,5.31,0.07,4.24,7.3,479992,4.91,4.6,9.34,506000,7346,28284,2589,2841
VIP_039,9:25,-113,-16,0.75,3.44,1.55,17,898220,4.85,1.35,9.37,979441,2865,11718,633,1851
VIP_040,9:25,-98,-13,1.23,1.86,8.85,1.7,134158,5.26,1.02,1.98,765763,7592,7915,3735,1435
VIP_041,9:25,-77,-15,1.09,0.93,5.73,13.5,833539,0.13,3.85,6.25,712006,9319,39888,1088,2803
VIP_042,9:25,-94,-10,2.97,2.06,4.93,14.7,687086,1.78,3.54,5.04,241168,17396,21738,3612,1669
VIP_043,9:25,-65,-14,3.41,3.27,6.84,11,473391,5.35,1.04,7.39,221457,19708,9346,4193,1078
VIP_044,9:25,-110,-9,4.56,2.49,8.25,17.5,796590,0.96,1.5,7.67,952503,21249,40653,4140,1917
VIP_045,9:25,-90,-14,3.37,2.95,1.54,15.3,300764,3.76,5.23,7.39,901249,5011,9206,2752,264
VIP_046,9:25,-99,-7,5.27,2.48,8.88,11.4,165515,2.53,0.34,8.12,959457,11042,25906,3080,2835
VIP_047,9:25,-83,-14,4.43,1.6,10.37,1.3,577108,2.39,1.71,0.34,436790,34257,36260,3000,1940
VIP_048,9:25,-79,-10,1.13,2,3.62,12.5,709732,0.95,4.5,9.5,279994,9578,11903,1150,1316
VIP_049,9:25,-118,-13,2.25,0.46,4.19,9.4,205308,3.45,2.89,7.51,933425,13450,24146,2719,2312
VIP_050,9:25,-105,-12,1.53,1.55,5.59,4.5,917175,0.17,2.4,9.02,431618,3354,35776,1461,2369
VIP_051,9:25,-85,-11,0.47,0.43,8.86,5.7,748218,1,1.32,10.94,749189,5306,23289,4197,2257
VIP_052,9:25,-91,-9,4.49,2,5.47,3.5,461754,4.4,5.12,9.67,931642,43907,12283,4351,1018
VIP_053,9:25,-115,-14,2.42,3.62,3.69,11.5,373220,3.87,5.22,5.09,544585,21130,48016,2949,1142
VIP_054,9:25,-80,-15,3.07,3.19,8.78,3.9,753759,1.24,3.34,0.42,689506,23935,8865,3232,2677
VIP_055,9:25,-87,-12,4.4,1,5.28,19.9,300066,2.29,3.09,5.3,210469,14941,18135,4320,2297
VIP_056,9:25,-97,-7,3.64,3.78,9.54,14.9,993176,4.03,2.56,11.12,987157,34849,32526,432,437
VIP_057,9:25,-106,-10,4.1,0.08,3.68,12.3,212066,3.95,4.95,8.39,692558,15909,40090,1168,2511
VIP_058,9:25,-102,-6,2.67,2.68,9.85,2.8,915054,0.3,1.37,0.26,387971,34948,23844,3641,2313
VIP_059,9:25,-66,-10,3.4,4.92,6.1,14.2,255297,2.13,1.8,10.59,818736,4240,13306,1641,1948
VIP_060,9:25,-114,-8,4.09,1.24,4.24,19.9,493353,4,0.58,4.86,404104,29623,45500,1859,835
VIP_061,9:25,-97,-15,1.96,2.68,7.62,1.4,248617,1.45,1.81,11.01,838183,45440,42531,896,352
VIP_062,9:25,-97,-15,4.98,2.91,5.03,10.2,276525,3.89,2.83,8.78,649606,11576,37220,3310,1695
VIP_063,9:25,-120,-11,2.83,3.26,6.14,14.8,954169,3.52,2.3,4.46,221555,37887,34689,3840,975
VIP_064,9:25,-116,-16,2.59,2.76,11.26,13.3,932947,4.33,5.02,9.29,640610,11960,40480,1034,529
VIP_065,9:25,-61,-11,5.03,0.74,1.57,1,265512,2.88,3.76,7.13,991803,15641,41344,3331,2565
VIP_066,9:25,-110,-11,1.07,4.25,11.72,14.5,374279,2.55,4.2,8.88,809916,35635,20451,3234,1079
VIP_067,9:25,-103,-6,3.66,1.4,6.98,14.2,461372,1.46,1.13,5.83,405613,13944,47604,511,247
VIP_068,9:25,-80,-9,0.24,0.7,11.45,10.3,990814,5.45,4.62,8.59,359967,32363,40551,1378,2781
VIP_069,9:25,-115,-16,4.65,3.99,10.72,11.5,897307,5.05,0.19,8.96,824146,17685,34571,3364,961
VIP_070,9:25,-85,-11,5.1,0.95,5.36,4.9,511309,2.22,1.53,6.46,274870,26283,28305,1586,999
VIP_071,9:25,-74,-11,1.55,5.34,3.43,17.1,626755,1.73,2.7,10.8,532667,42797,10104,767,1113
VIP_072,9:25,-118,-6,4.16,1.35,8.02,3.3,278848,3.11,3.37,11.4,410297,41426,35110,1633,1111
VIP_073,9:25,-89,-15,2.43,2.77,0.05,0.9,417492,4.73,0.37,10.84,423310,40938,5476,1677,16
VIP_074,9:25,-66,-10,5.13,3.4,1.24,7.7,324977,1.37,1.77,7.64,132033,20057,28043,482,673
VIP_075,9:25,-75,-13,2.43,2.01,9.8,15.4,943412,3.9,3.34,1.02,664519,26814,31520,274,643
VIP_076,9:25,-74,-8,4.16,2.05,4.71,15.8,827246,4.02,4.45,8.52,122916,49433,41374,3137,369
VIP_077,9:25,-86,-9,0.09,1.28,6.16,13.8,299827,1.35,0.73,9.98,130093,7239,48241,2933,135
VIP_078,9:25,-74,-16,0.05,3.15,0.58,6.8,406589,1.06,4.31,6.68,360412,17219,44991,2386,286
VIP_079,9:25,-87,-11,3.15,5.15,7.59,13.5,517631,2.18,1.8,0.73,459156,7745,30017,3652,19
VIP_080,9:25,-100,-6,3.94,2.99,4.45,8,157150,3.22,0.05,8.04,954438,45173,17714,376,407
VIP_081,9:25,-92,-14,3.84,0.63,0.21,17,837430,1.59,3.16,10.6,807105,11013,31106,1864,1147
VIP_082,9:25,-79,-16,2.97,1.83,8.33,9.5,199453,4.51,3.71,0.7,605517,14698,43534,822,1543
VIP_083,9:25,-73,-14,5.49,3.86,5.52,13.9,993940,4.68,3.03,7.23,489985,36816,8648,2981,1404
VIP_084,9:25,-80,-6,3.7,4.61,5.66,8.4,606643,4.57,1.14,7.14,612591,4125,19554,1244,2855
VIP_085,9:25,-67,-7,2.17,2.54,0.12,3.2,712090,3.53,4.19,7.79,207350,4351,23619,1145,1254
VIP_086,9:25,-79,-15,2.35,3.57,5.59,14.6,410715,3.02,3.14,11.45,301757,47660,13452,1244,1436
VIP_087,9:25,-80,-13,1.25,5.18,4.64,7,571850,2.55,0.73,8.79,427624,25556,23509,3312,2751
VIP_088,9:25,-118,-9,3.8,3.03,0.06,17.6,472677,1.61,4.56,4.75,470911,10997,9703,2379,2635
VIP_089,9:25,-64,-16,4.93,3.3,1.91,5,709925,2.23,4.76,7.44,938428,18430,26061,2558,734
VIP_090,9:25,-94,-16,2.05,1.15,9.35,10.5,538566,1.1,3.33,1.22,240628,1297,41929,2269,840
VIP_091,9:25,-97,-7,0.7,4.21,5.68,5.5,966517,2.29,0.36,6.12,997231,3180,44119,1071,921
VIP_092,9:25,-104,-16,5.03,1.31,5.36,6.5,951976,4.97,1.54,4.9,759639,46868,45086,1583,2492
VIP_093,9:25,-84,-8,0.33,1.92,10.45,9.7,368363,0.81,3.88,10.7,835285,26382,2903,2398,2330
VIP_094,9:25,-76,-13,1.25,0.19,5.07,14.5,796675,4.81,4.2,6.85,282801,8939,6214,4365,2723
VIP_095,9:25,-107,-13,1.24,2.96,10.76,15.6,876406,1.64,2.73,7.85,253536,22470,16024,2832,1296
VIP_096,9:25,-97,-7,3.16,4.58,9.88,10.1,309289,3.01,4.12,1.02,868220,42922,43239,4531,2478
VIP_097,9:25,-95,-6,4.56,4.81,0.94,17.4,657790,1,3.29,10.06,106688,32886,45697,188,2514
VIP_098,9:25,-60,-11,1.26,4.36,10.72,9.8,705112,1.9,0.34,0.86,817693,29302,16166,255,2106
VIP_099,9:25,-90,-11,1.18,3.5,5.92,6.2,936972,4.13,4.18,6.68,989277,10352,12114,3894,1680
VIP_100,9:25,-97,-9,0.76,4.12,1.51,5.2,522861,0.74,2.15,10.61,500667,21874,32122,149,1313
VIP_101,9:25,-78,-9,4.8,2.17,3.73,5.4,274616,2.79,4.15,7.73,203279,34528,37758,3171,2780
VIP_102,9:25,-112,-8,1.99,1.98,8.68,17.7,459689,5.15,1.03,6.71,480341,22300,37605,1757,2085
VIP_103,9:25,-73,-10,5.3,1.16,8.8,10.1,363055,5.05,1.9,6.68,925931,23606,8571,605,108
VIP_104,9:25,-106,-16,3.86,1.21,6.45,8.5,287370,1.07,3.12,4.84,678856,45627,45521,3028,1097
VIP_105,9:25,-62,-10,5.37,1.19,4.75,12.9,938246,1.12,4.43,8.55,182390,25970,49696,3084,1904
VIP_106,9:25,-61,-7,2.82,0.09,0.93,7.7,698368,0.3,5.47,7.7,373533,22075,46840,3378,1783
VIP_107,9:25,-87,-9,0.45,4.75,10.3,12.2,569512,3.16,0.71,6.61,517226,38918,33288,2826,1237
VIP_108,9:25,-114,-14,0.85,4.69,9.38,1.7,962828,4.84,3.78,4.32,102458,44079,37172,3699,1950
VIP_109,9:25,-65,-10,1.24,4.39,10.5,1.8,450699,2.73,2.55,6.21,663981,22611,7106,1871,2085
VIP_110,9:25,-118,-14,3.47,4.48,8.74,8.7,286454,2.44,0.3,10.23,961920,7566,44173,3679,1412
VIP_111,9:25,-86,-11,2.76,1.67,9.29,8.1,374118,5.47,0.12,6.45,450905,30960,40576,2525,1762
VIP_112,9:25,-88,-11,3.83,4.81,6.88,4.4,810460,2.31,5.33,4.89,496775,20351,24055,525,391
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,9:30,-119,-13,3.39,3.26,6.1,0.7,799348,0.6,4.47,1.99,737469,43308,33422,194,2883
VIP_002,9:30,-83,-11,1.72,4.28,11.5,8.8,250373,1.98,2.81,3.12,752059,20803,49965,4868,2983
VIP_003,9:30,-115,-10,0.56,1.53,12,18.2,535607,2.2,0.62,1.13,670780,3514,11331,2562,450
VIP_004,9:30,-104,-16,0.99,1.21,3.47,11,164930,2.15,0.81,9.34,151711,5404,23747,1974,117
VIP_005,9:30,-79,-7,0.38,3.86,6.13,15.9,374150,1.66,4.02,2.79,256458,48189,17870,3257,955
VIP_006,9:30,-110,-14,3.47,2.39,7.95,12.5,841333,2.3,1.55,7.13,759012,24161,45800,726,2288
