,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_021,13:00,-80,-13,2.62,5.4,3.06,19.1,806954,0.21,1.74,6.38,135740,2066,49246,3783,2340
VIP_022,13:00,-68,-16,0.27,4.12,9.5,10.1,766426,5.21,5.46,10.33,881586,49039,47549,1356,1285
VIP_023,13:00,-117,-9,0.44,3.81,1.84,18,754456,2.65,2.43,3.41,295948,29693,18832,2088,1076
VIP_024,13:00,-112,-10,0.24,2.99,5.81,5.6,661812,1.01,2.68,1.93,460847,24896,46550,3787,1961
VIP_025,13:00,-87,-11,2.15,0.2,3.21,5.1,957345,2.38,3.46,0.11,291678,23017,10325,4354,1775
VIP_026,13:00,-79,-14,1.23,2.38,6.88,4,546245,4.08,0.58,1.63,626614,22425,35616,1305,347
VIP_027,13:00,-64,-9,1.52,2.37,10.27,16.6,369976,1.5,1.06,6.8,290163,35413,11745,1655,292
VIP_028,13:00,-85,-15,4.95,0.45,11.14,18.2,588407,0.14,3.93,8.89,781095,30146,27943,1738,1551
VIP_029,13:00,-95,-13,5.06,4.69,10.88,4.4,426279,3.95,0.52,4.3,303750,2947,41057,3379,1063
VIP_030,13:00,-112,-6,5.15,3.81,11.12,16.4,822386,4.49,4.69,2,336581,44121,14050,2506,2485
VIP_031,13:00,-99,-6,3.11,3.75,9.19,3.7,251265,1.86,1.77,5.64,470081,40403,21825,4733,1201
VIP_032,13:00,-95,-6,3.39,1.72,4.96,6.3,500510,2.9,2.62,11.37,556937,38748,5605,443,1534
VIP_033,13:00,-78,-14,3.41,4.99,2.55,20,284334,2.04,5.5,5.36,997167,29983,33292,4965,47
VIP_034,13:00,-105,-13,3.8,3.72,2.84,13.8,526738,4.46,3.79,9.06,677894,41454,21726,320,975
VIP_035,13:00,-105,-16,2.45,1.39,8.19,10.2,663431,3.89,4.71,2.13,120840,19505,8617,1482,1628
VIP_036,13:00,-120,-15,2.99,5.07,7.62,2.6,566207,3.9,2.6,9.4,553236,3564,28243,2718,765
VIP_037,13:00,-111,-10,0.1,1.25,4.28,2.2,986541,2.21,1.1,6.04,247063,46239,38378,3339,1512
VIP_038,13:00,-116,-9,3.58,0.87,11.58,19.8,614448,3.11,0.74,3.7,371726,18211,12637,3036,851
VIP_039,13:00,-105,-11,1.04,3.94,11.16,19.6,962637,2.16,3.84,2.78,444009,1477,26842,2525,1886
VIP_040,13:00,-61,-8,4.22,1.77,6.71,8.2,696175,4.51,3.79,8.46,256986,16824,22124,2940,1518
VIP_041,13:00,-94,-7,4.46,0.96,3.45,8.1,483860,0.3,4.01,5.7,972854,22829,9020,3919,1575
VIP_042,13:00,-80,-13,0.52,3.99,11.04,3.3,363015,2.93,3.53,6.53,571695,23415,43107,605,464
VIP_043,13:00,-84,-12,3.3,3.83,0.09,3.5,278793,5.06,4.03,11.85,676106,28544,32676,1223,2971
VIP_044,13:00,-103,-10,2.88,4.81,11.22,7.5,360035,1.88,2.85,3.3,756815,48900,3499,2045,1927
VIP_045,13:00,-120,-9,2.06,3.78,3.4,13.6,457107,2.38,2.03,5.86,856105,29762,8964,3699,397
VIP_046,13:00,-81,-8,0.63,2.14,7.03,10.4,712232,3.09,2.57,5.33,828416,20387,22829,4074,1706
VIP_047,13:00,-100,-9,3.65,2.45,7.86,2.3,602660,1.77,4.81,8.33,407716,23359,34303,1748,2831
VIP_048,13:00,-64,-10,2.26,4.87,9.67,6.1,583326,5.38,0.68,0.57,192695,20745,47480,2218,2013
VIP_049,13:00,-71,-9,1.44,4.63,9.03,7.9,829586,1.37,4.31,2.31,752824,10229,26874,4229,885
VIP_050,13:00,-75,-8,4.64,0.12,7.54,2.5,645019,4.1,3.42,3.71,109498,3646,14563,1191,248
VIP_051,13:00,-66,-12,1.31,3.09,10.27,6.9,748928,1.36,0.49,6.57,753799,15057,3508,959,2521
VIP_052,13:00,-77,-15,3.89,0.54,12,11.9,839596,2.7,1.87,4.53,285279,43132,37175,2192,1642
VIP_053,13:00,-113,-14,4.59,1.75,10.2,9.5,493288,4.94,0.24,4.35,539854,43861,47693,765,545
VIP_054,13:00,-76,-10,0.53,4.02,1.76,6,899773,0.41,2.3,3.57,402204,6923,19853,3408,968
VIP_055,13:00,-98,-12,2.79,3.66,0.75,1.8,600926,1.42,2,10.89,698236,16053,11730,2576,977
VIP_056,13:00,-70,-6,1.87,5.28,6.77,18.3,706501,2.76,1.69,11.73,290706,5898,8417,1633,2618
VIP_057,13:00,-91,-13,2.32,3.12,4.35,4.5,233888,0.49,4.64,4.43,182669,27123,39012,271,2920
VIP_058,13:00,-62,-10,4.71,3.04,8.51,1.3,744993,2.45,2.94,4.27,873408,28894,30808,1751,347
VIP_059,13:00,-93,-6,5.04,0.39,11.24,15.1,517139,5.41,1.5,6.91,369832,5843,14243,1587,374
VIP_060,13:00,-96,-10,2.22,2.57,10.29,2.8,580590,3.15,2.57,4.92,664412,5594,10624,172,2972
VIP_061,13:00,-78,-11,5.1,0.58,7.57,11.8,814285,2.88,4.55,7.09,604460,18143,9200,16,1930
VIP_062,13:00,-98,-12,1.36,0.05,2.67,13.6,582000,1.61,2.92,11.6,154342,26262,24592,3311,1204
VIP_063,13:00,-72,-10,2.23,1.29,7.37,8.5,397528,0.57,1.76,10.04,478390,49294,31225,1538,326
VIP_064,13:00,-83,-8,4.08,0.63,5.89,17.6,826810,1.73,2.85,0.33,760660,5732,37692,933,1147
VIP_065,13:00,-69,-14,0.26,5.22,8.17,3.4,203667,0.86,0.34,3.11,118565,10538,35757,4273,1283
VIP_066,13:00,-101,-9,5.46,2.29,11.94,0.9,952172,4.58,3.97,5.01,143442,6091,34627,3363,107
VIP_067,13:00,-94,-14,2.19,1.35,8.91,13.2,951427,5.23,4.78,10.32,766503,42315,25481,1290,2638
VIP_068,13:00,-62,-8,1.49,2.53,0.48,8.4,750550,3.3,5.34,0.98,662200,15764,35952,1308,448
VIP_069,13:00,-106,-6,1.8,4.24,6.77,3.1,175397,4.83,3.29,1.96,454987,28696,46101,213,2015
VIP_070,13:00,-60,-10,2.05,2.41,0.93,3,623521,3.52,0.53,5.87,672682,13979,15795,2545,705
VIP_071,13:00,-108,-15,3.91,3.02,4.75,7.7,872524,5.27,5.14,5.91,988386,5591,4026,1512,2488
VIP_072,13:00,-80,-7,3.71,4.8,7.33,10.6,643249,1.19,0.33,2.64,110416,13147,35655,2444,2536
VIP_073,13:00,-65,-7,2.34,0.24,6.51,6.6,978030,4.32,0.57,6.5,147459,4053,24763,786,717
VIP_074,13:00,-87,-12,1.96,4.99,4.98,3.9,603379,4.44,5.33,10.57,737034,9280,25864,4731,447
VIP_075,13:00,-75,-14,0.16,3.03,8.51,7.5,426830,2.25,0.57,8.74,643385,31123,23490,4387,1520
VIP_076,13:00,-111,-14,2.49,2.62,2.82,16.6,472570,4.52,4.55,9.7,715204,26966,30966,4339,1229
VIP_077,13:00,-100,-8,1.38,4.63,3.18,11.2,942804,2.45,3.25,3.64,803499,30739,23843,2196,2174
VIP_078,13:00,-62,-16,2.89,2.66,4,13.7,105744,5.09,1.78,7.57,869079,10235,12258,2247,1018
VIP_079,13:00,-64,-7,3.07,1.11,2.04,15.6,626448,3.32,5.26,5.22,388395,35577,9115,3994,2025
VIP_080,13:00,-80,-14,3.83,0.89,2.05,4.8,589405,2.47,4.23,7.68,307705,25358,10592,3204,845
VIP_081,13:00,-62,-6,4.84,1.41,7.09,9.6,228291,4.85,0.24,2.63,912217,12995,49552,2377,1880
VIP_082,13:00,-116,-9,5.08,1.89,8.67,2,634107,4.06,4.69,9.06,677305,20431,39800,1515,305
VIP_083,13:00,-64,-12,4.81,1.88,5.53,3.6,555877,3.13,1.22,2.24,642721,35078,21140,68,53
VIP_084,13:00,-86,-9,2.83,0.59,9.15,1.7,588913,3.85,2.23,3.47,183154,18022,44847,4893,2865
VIP_085,13:00,-64,-8,2.14,2.81,0.16,5.4,948965,0.84,5.44,9.85,363349,30737,31158,204,1280
VIP_086,13:00,-66,-15,0.66,3.81,8.77,17.3,813124,1.02,1.85,8.17,422405,17092,38874,4421,1537
VIP_087,13:00,-104,-7,4.74,5.46,5.5,1.1,338850,3.29,0.84,8.23,162181,1294,32225,980,890
VIP_088,13:00,-79,-8,2.6,1.64,5.83,1,206008,2.28,0.64,8.93,132598,3009,30124,4993,31
VIP_089,13:00,-74,-13,2.9,2.19,7.96,0.5,406706,4.47,2.55,3.79,405285,13065,15384,4141,2622
VIP_090,13:00,-120,-7,1.35,2.69,0.44,10.4,891692,4.28,5.16,4.22,503260,33478,14525,804,1320
VIP_091,13:00,-67,-9,4.71,0.45,8.8,13.6,211817,3.65,4.78,4.33,783760,22394,45700,4344,2204
VIP_092,13:00,-60,-6,4.86,4.86,6.16,11.3,277093,3.04,0.28,0.79,243191,42807,25922,3848,773
VIP_093,13:00,-115,-8,2.96,4.09,11.54,14,502780,2.36,0.69,4.68,525260,1921,48931,841,1276
VIP_094,13:00,-89,-15,1.49,4.68,7.35,18.2,438237,5.45,0.15,8.4,874419,27755,25586,2281,2537
VIP_095,13:00,-106,-6,4.81,2.08,3.56,12.2,414008,1.25,2.58,5.37,106550,41034,13160,2538,1908
VIP_096,13:00,-73,-15,4.64,3.81,9.45,7,344234,4.2,3.4,5,970524,13172,22775,1069,2322
VIP_097,13:00,-112,-9,4.37,2.79,0.1,13.7,391981,0.99,3.64,3.56,880371,14931,10090,1538,653
VIP_098,13:00,-74,-6,2.19,0.95,4.57,19.5,218801,1.1,1.93,9.16,574286,11049,45723,3035,1
VIP_099,13:00,-88,-6,3.18,5.41,7.78,17,301536,5.16,3.03,9.52,697541,46996,33937,3731,1920
VIP_100,13:00,-76,-6,5,2.92,2.29,7.6,540833,4.25,5.44,7.86,543787,9469,10774,4324,1195
VIP_101,13:00,-109,-16,2.78,4.45,4.07,13.8,197046,0.96,4.32,2.37,840117,28375,24769,4838,1330
VIP_102,13:00,-100,-12,3.49,2.14,8.33,9.1,142543,3.73,0.5,7.64,672878,25410,11500,4920,393
VIP_103,13:00,-94,-15,1.56,4.81,5.71,11.7,470845,3.94,0.75,11.65,154870,16108,30920,716,199
VIP_104,13:00,-102,-15,3.62,0.62,2.89,12.9,822187,1.96,0.58,6.21,882910,46561,2817,633,2145
VIP_105,13:00,-100,-8,5.04,1.17,8.97,8.8,777454,0.06,0.99,8.52,161482,11640,38754,2914,2209
VIP_106,13:00,-103,-9,1.72,1.17,0.12,3.8,805880,3.63,3.49,3.55,871129,43070,2348,428,1032
VIP_107,13:00,-70,-16,2.45,4.16,0.48,2.3,523742,3.3,3.83,0.65,314577,15955,18523,2495,2496
VIP_108,13:00,-107,-10,0.87,2.58,3.69,4.4,711805,3.78,3.69,2.96,703828,41823,39536,3837,2046
VIP_109,13:00,-105,-7,0.13,1.19,4.96,6.3,209699,2.05,2.65,10.6,607431,11450,2548,1401,2564
VIP_110,13:00,-73,-9,3.62,2.52,10.98,0.6,565222,0.63,1.65,11.39,819441,5477,37934,3660,1528
VIP_111,13:00,-74,-7,1.83,5.01,7.98,14.1,924269,3.09,4.92,11.15,793317,23020,46455,1981,531
VIP_112,13:00,-108,-12,5.31,4.44,9.32,16.9,931599,0.48,1.09,10.44,211733,20666,28297,4035,2525
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,14:00,-97,-9,2.4,1.74,1.92,10.6,255637,1.69,0.43,7.16,347235,21863,8987,3129,116
VIP_002,14:00,-77,-9,5.39,5.38,1.1,3,630548,5.48,3.22,2.19,111746,29337,45265,2060,499
VIP_003,14:00,-90,-9,3.85,5.15,1.17,7.9,548256,5.3,0.36,10.18,674354,7086,11391,2886,2282
VIP_004,14:00,-91,-12,3.03,1.83,7.98,19.2,897481,1.55,1.9,5.54,688632,27357,12811,1836,1455
VIP_005,14:00,-102,-16,5.08,2.41,11.47,8.3,639502,0.24,3.03,1.13,659634,34673,38182,4963,1470
VIP_006,14:00,-115,-16,1.15,2.09,1.13,9.5,620494,3,0.8,1.74,148403,42916,5021,4999,2624
VIP_007,14:00,-73,-14,5.24,4.72,3.44,0.7,512029,5.36,2.3,1.4,530402,11838,5632,3494,835
VIP_008,14:00,-92,-8,2.39,1.29,1.98,5.7,888784,5.19,0.72,1.88,821596,15013,7266,2504,1178
VIP_009,14:00,-79,-12,1.54,5.34,9.91,17.4,986478,5.49,3.72,7.95,496301,10363,26644,1011,2964
VIP_010,14:00,-99,-13,4.26,1.05,5.62,15.3,659268,2.64,1.29,0.85,391756,1797,29330,4335,2057
VIP_011,14:00,-101,-9,2.45,1.97,0.72,10.6,483089,2.59,2.17,7.92,723563,22382,36026,354,817
VIP_012,14:00,-96,-6,2.31,3.36,3.72,4.2,238299,4.37,4.34,1.42,314739,28855,29007,2607,2320
VIP_013,14:00,-91,-12,2.89,4.56,3.64,3.2,144227,0.92,1.43,7.17,452844,22962,22278,627,92
VIP_014,14:00,-62,-8,3.42,2.83,7.01,9.5,830938,3.87,1.77,0.42,806955,47346,5830,1969,2939
VIP_015,14:00,-104,-8,1.04,2.51,6.78,15.5,794594,3.03,5.18,5.92,515189,47603,46250,4502,2679
VIP_016,14:00,-74,-9,4.27,0.25,9.07,14.5,568884,4.13,1.8,6.64,322325,11577,38467,2906,2617
VIP_017,14:00,-117,-11,4.85,5.17,7.11,3.8,132990,2.89,5.01,0.78,698023,36616,7873,163,2731
VIP_018,14:00,-95,-11,0.7,3.31,8.34,11.2,837243,4.71,0.76,8.96,819286,26458,41666,769,1516
VIP_019,14:00,-111,-14,1.31,0.71,3.56,12.2,596878,0.45,0.58,10.62,355819,34946,20255,2059,878
VIP_020,14:00,-74,-6,3.4,1.04,6.53,11.1,412825,1.42,2.32,6.35,188110,35503,20309,3759,222
VIP_021,14:00,-86,-8,3.04,3.07,5.46,8.6,596001,3.66,4.02,6.41,112856,37657,45986,3758,2367
VIP_022,14:00,-86,-13,0.82,3.78,7.06,14,248844,2.97,4.01,4.54,459041,23270,37640,3331,1403
VIP_023,14:00,-109,-12,5,3.34,1.61,19.5,625741,4.56,4.18,6.25,859139,29885,42340,2820,2806
VIP_024,14:00,-96,-12,0.47,4.13,10.73,7.7,623454,3.82,2.19,1.17,468542,22593,20846,3834,555
VIP_025,14:00,-120,-7,4.57,2.77,10.99,19,835485,2.7,2.02,5.43,986139,42096,15018,2754,10
VIP_026,14:00,-84,-6,1.95,1.92,8.43,5.8,287984,5.25,4.59,7.6,533884,25161,22341,1835,2774
VIP_027,14:00,-71,-13,4.07,0.53,3.79,17.9,994850,3.97,0.17,6.99,224813,49463,5958,4729,1561
VIP_028,14:00,-106,-11,2.26,1.28,10.45,6.3,187254,1.59,1.38,7.51,803186,13096,36310,1167,818
VIP_029,14:00,-117,-12,4.06,2.44,11.52,4.9,159614,3.62,3.26,11.07,996864,29891,28598,2244,894
VIP_030,14:00,-115,-12,4.2,2.13,8.08,7.6,939124,5.26,4.41,0.27,676802,2996,8983,2796,237
VIP_031,14:00,-75,-9,4.39,2.32,1.58,17.1,962308,4.61,2.56,8.54,787323,7236,43428,4754,1245
VIP_032,14:00,-60,-8,0.24,1.05,4.25,17.8,848966,0.47,1.66,4.96,822226,33673,34507,325,463
VIP_033,14:00,-119,-14,0.52,3.93,8.73,15.8,318697,3.16,5.38,0.9,543238,23830,43480,782,1415
VIP_034,14:00,-65,-9,3.81,1.13,4.94,13.8,400575,1.19,3.11,3.09,201506,22479,19762,4440,23
VIP_035,14:00,-79,-11,2.05,0.36,3.29,6.6,412246,2.78,2.91,9.29,193273,1618,49870,3822,712
VIP_036,14:00,-66,-15,1.22,0.06,2.85,12.6,233164,0.44,1.53,1.51,457546,37556,11813,3105,629
VIP_037,14:00,-80,-14,0.38,4.62,8.46,10.4,763231,1.74,1.18,8.13,788392,18831,38789,3721,1551
VIP_038,14:00,-66,-12,4.52,0.95,10.75,1.1,689253,2.29,2.06,1.33,847888,28635,35991,4390,718
VIP_039,14:00,-75,-9,4.39,0.68,11.94,5.4,741721,4.18,5.14,0.52,521842,4919,13191,1369,560
VIP_040,14:00,-75,-6,5.37,1.69,2.96,12.3,587750,5.19,1.21,6.8,180600,48289,26468,4808,1543
VIP_041,14:00,-66,-16,2.53,1.3,4.59,8.7,445127,2.46,0.95,6.88,767126,34745,26708,4726,2321
VIP_042,14:00,-78,-14,4.95,1.19,3.61,3.5,490669,0.99,5.02,2.3,544312,37953,44337,3924,2029
VIP_043,14:00,-72,-9,0.93,4.84,4.63,13.3,609479,2.48,4.68,7.06,757206,35719,21639,1252,1228
VIP_044,14:00,-68,-16,4.69,3.39,4.94,10.6,430647,5.16,2.14,6.94,893367,3018,47348,3685,2378
VIP_045,14:00,-119,-11,2.69,1.93,4.74,6.3,996089,5.4,4.35,3.59,341879,16565,20037,2226,1189
VIP_046,14:00,-70,-8,4.26,2.41,8.1,15.3,688741,1.34,1.97,6.02,649960,4670,28284,4895,1833
VIP_047,14:00,-81,-11,4.09,2.03,10.04,19.7,842605,4.53,5.44,6.52,983295,46512,26578,677,1765
VIP_048,14:00,-68,-12,3.14,1.78,0.3,10,468095,4,1.4,4.44,588088,19322,25871,128,1599
VIP_049,14:00,-91,-7,2.02,1.9,11.07,18.7,789480,2.06,0.49,7.22,507062,6726,37275,400,1437
VIP_050,14:00,-85,-13,2.78,4.48,5.59,16.3,633610,4.19,4.97,2.23,219125,37895,44327,2048,2075
VIP_051,14:00,-67,-10,2.96,2.58,4.79,9.2,650049,2.65,0.26,4.4,204056,13786,2519,1941,304
VIP_052,14:00,-87,-8,4.25,4.57,5.79,18.9,809401,2.56,5.41,8.97,214625,46292,30883,2276,704
VIP_053,14:00,-63,-7,1.84,1.69,6.48,19.2,696930,1.46,0.17,8.21,690260,19912,40637,1046,677
VIP_054,14:00,-94,-11,2.74,5.1,6.94,1.9,494503,3.88,2.38,8.74,215850,32165,13922,4128,2986
VIP_055,14:00,-83,-13,5.37,3.24,10.46,9.1,660092,2.14,0.93,7.19,329747,45261,5749,4119,1564
VIP_056,14:00,-116,-7,4.65,3.39,3.13,5.9,712356,2.51,1.82,10.25,971036,36568,12322,2152,648
VIP_057,14:00,-103,-15,1.68,3.36,9.62,8,476167,3.75,0.16,9.35,550540,40578,2329,4165,2063
VIP_058,14:00,-120,-7,0.6,1.12,11.84,2.9,236729,4.77,3.89,7.44,791518,14907,9178,1400,349
VIP_059,14:00,-90,-16,1.26,0.19,9.89,17.7,485129,2.35,5.47,10.92,300380,31594,18584,1795,2619
VIP_060,14:00,-61,-13,1.45,4.26,9.81,9.4,422503,0.59,2.89,3.43,260163,43660,47033,408,1814
VIP_061,14:00,-107,-9,4.39,0.07,2.42,14,354973,1.71,3.44,4.92,766573,7555,38522,4645,2148
VIP_062,14:00,-117,-6,2,5.3,8.41,12.8,396329,1.98,0.63,4.38,273522,49183,44046,3433,2987
VIP_063,14:00,-108,-6,5.32,4.53,1.76,2,203316,2.61,4.9,0.94,425172,16949,32516,3393,398
VIP_064,14:00,-61,-8,0.23,1.13,1.95,1.3,708114,2.81,2.63,1.99,445608,11823,49111,689,2215
VIP_065,14:00,-79,-9,2.04,4.94,7.09,4.8,499894,2.75,3.91,0.6,904215,12024,5108,2308,47
VIP_066,14:00,-89,-8,4.19,4.12,4.32,12.1,109509,2.95,2.95,2.44,169979,45378,36697,2870,1559
VIP_067,14:00,-64,-16,0.16,1.89,6.89,7.4,124167,2.31,4.49,1.21,577078,40631,25343,2476,2782
VIP_068,14:00,-78,-9,4.53,3.74,10.68,6,356352,3.84,0.25,8.78,818120,38597,26649,3377,2613
VIP_069,14:00,-106,-6,2.25,3.55,11.52,10.8,602909,3.22,3.29,9.63,341271,25837,35753,1041,504
VIP_070,14:00,-87,-16,3.37,4.88,6.04,9.9,810679,0.27,1.32,8.29,179864,18650,30807,4912,2554
VIP_071,14:00,-73,-6,1.86,0.6,4.7,1.2,943365,4.73,4.89,4.08,543156,35341,32388,110,1909
VIP_072,14:00,-113,-10,0.31,3.34,5.69,18.4,826914,4.71,1.71,2.63,672994,7790,30734,52,2011
VIP_073,14:00,-72,-16,2.91,3.9,2.95,3.3,553508,1.22,2.89,4.99,671847,11679,32983,2308,1221
VIP_074,14:00,-74,-15,3.6,0.66,8.89,8.4,700073,4.63,3.03,8.94,344070,48507,4550,4159,1410
VIP_075,14:00,-64,-10,4.64,4.76,9.04,8.6,424104,4.72,2.86,2.46,562815,32992,42662,287,1959
VIP_076,14:00,-65,-14,2.6,3.07,4.88,15.6,297786,5.3,0.99,6.53,846548,49043,49057,3201,340
VIP_077,14:00,-97,-9,0.37,2.49,7.78,17.4,285486,0.42,0.77,11.24,913465,1137,26475,2632,2635
VIP_078,14:00,-117,-6,4.59,1.04,3.04,14.3,145070,2.99,4.59,2.26,936223,18866,30163,2023,283
VIP_079,14:00,-73,-16,2.86,2.65,8.67,7.2,948122,2.92,1.18,7.57,913489,5386,3106,2904,1875
VIP_080,14:00,-91,-8,3.02,0.85,7.94,15.1,618455,2.36,2.24,4.31,589443,41469,34541,772,1874
VIP_081,14:00,-86,-16,1.45,1.31,4.39,3.4,115064,3.37,0.93,4.37,742754,21943,47417,849,274
VIP_082,14:00,-84,-7,4.05,1.77,2.69,1.3,499614,2.94,5.35,1.72,313065,31223,48877,445,919
VIP_083,14:00,-100,-14,2.3,1.79,2.44,15.4,817750,4.7,2.31,3.24,668480,42727,26756,4712,1540
VIP_084,14:00,-67,-16,4.23,0.82,10.11,16.8,664294,3.33,2.92,11.48,157615,3575,43951,4232,2396
VIP_085,14:00,-94,-10,2.47,1.18,8.58,11.9,153842,0.61,5.2,5.07,784470,47490,31732,2592,938
VIP_086,14:00,-115,-7,5.28,3.37,4.82,6.7,379671,2.11,2.57,6.21,666599,3565,46354,899,2476
VIP_087,14:00,-77,-13,1.77,5.04,11.07,3.8,509215,2.18,5.08,1.15,962620,5932,17498,3013,389
VIP_088,14:00,-110,-6,0.41,0.88,11.19,7.7,743797,2.83,3.96,11.16,769034,11633,19998,3190,2798
VIP_089,14:00,-100,-6,3.32,2.9,2.57,7.8,684341,2.29,0.98,0.58,551068,40207,4037,1037,2897
VIP_090,14:00,-100,-9,2.89,1.99,9.21,5,147826,1.48,0.34,3.46,178431,36229,24632,98,434
VIP_091,14:00,-63,-14,0.49,1.41,2.6,12.5,771363,2.82,5.03,11.55,812251,33926,37829,684,131
VIP_092,14:00,-83,-8,4.93,1.04,5.34,4,409326,0.05,3.53,3.89,784052,23143,6062,794,2168
VIP_093,14:00,-80,-12,0.12,5.44,10.54,17.6,773790,4.76,2.56,2.61,365043,25184,9707,16,1907
VIP_094,14:00,-88,-8,4.82,0.09,2.08,19.9,703874,4.65,1.22,10.22,793632,37488,27868,2575,2906
VIP_095,14:00,-62,-9,4.03,5.17,11.13,2.1,563146,1.99,0.9,3.4,733399,46400,39353,4953,1126
VIP_096,14:00,-96,-14,1.28,2.72,10.95,7.8,465824,3.43,0.05,9.24,500434,49984,6781,4819,644
VIP_097,14:00,-83,-8,3.17,0.5,4.63,0.6,950864,3.9,4.09,0.64,487760,27703,20425,2767,1907
VIP_098,14:00,-88,-7,5.25,3.09,3.17,12.3,620139,1.68,3.67,4.4,324685,33307,10087,593,948
VIP_099,14:00,-75,-14,0.67,3.53,6.36,0.8,276132,1.02,4.5,10.39,204631,37888,13212,1869,1852
VIP_100,14:00,-64,-8,0.3,0.78,3.74,11.3,672700,5.05,1.96,4.76,498969,34647,30350,3467,2059
VIP_101,14:00,-89,-7,0.89,4.23,3.13,7.2,965217,0.28,1.05,7.54,470749,35555,30233,4842,1701
VIP_102,14:00,-82,-16,0.08,3.98,2.17,2.3,391585,1.92,5.5,8.89,180624,49476,35826,3611,380
VIP_103,14:00,-114,-14,0.33,2.45,2.57,13.4,279755,5.48,2.16,2.83,423571,4109,41505,1723,1133
VIP_104,14:00,-118,-12,3.07,2.91,2.75,11.9,217996,3.62,0.42,5.85,542372,40609,40696,3029,2384
VIP_105,14:00,-61,-15,4.93,2.35,9.44,16.4,109037,0.95,0.39,2.99,875249,8536,40275,578,1636
VIP_106,14:00,-93,-8,2.18,3.52,9.17,11,768410,2.76,5.49,1.75,918077,29794,39480,509,1044
VIP_107,14:00,-94,-10,4.74,0.67,9.65,10.2,657236,3.7,0.29,5.99,510880,48894,20882,2487,1172
VIP_108,14:00,-110,-7,2.64,3.3,0.49,14.7,129345,4,0.75,2.38,999406,23087,9246,1953,780
VIP_109,14:00,-102,-6,4.66,1.83,5.35,18.5,553504,1.22,2.77,11.58,243200,37272,18461,3635,1979
VIP_110,14:00,-115,-12,2.93,2.17,2.04,5.2,943759,3.52,0.34,5.49,336921,11912,10653,3133,934
VIP_111,14:00,-69,-8,3.08,1.03,1.34,0.6,369564,2.49,0.54,3.47,743066,29341,13849,4541,2269
VIP_112,14:00,-118,-10,2.93,1.31,11.86,15.4,538801,5.14,2.48,0.96,278893,38244,19216,629,1581
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,15:00,-118,-6,1.69,0.64,10.96,17.8,485220,0.35,1.61,10.49,894925,5156,43151,851,2009
VIP_002,15:00,-65,-8,5.27,1.02,9.26,2.4,110289,4.65,2.54,6.4,723813,39626,27134,1202,314
VIP_003,15:00,-93,-6,0.87,0.29,10.61,4.1,688989,3.79,2.79,7.59,558617,18571,28493,3266,2424
VIP_004,15:00,-118,-10,2.34,3.45,7.38,1.9,386454,5.1,5.17,4.41,743149,34610,37695,3971,1477
VIP_005,15:00,-81,-9,3.22,2.41,6.49,19.7,603028,2.02,0.63,1.37,891383,37774,49489,4209,26
VIP_006,15:00,-104,-7,0.05,4.61,3.33,10.3,847498,4.62,2.63,1.82,953621,42857,30449,2364,1758
VIP_007,15:00,-70,-7,2.55,2.27,1.39,2.5,209368,5.37,0.74,11.61,484949,9077,17745,3097,2411
VIP_008,15:00,-81,-9,1.65,0.76,4.08,2.8,475821,0.51,2.85,10.2,596484,23808,25552,1695,2804
VIP_009,15:00,-102,-14,4.22,2.05,5.39,16.5,856499,2.68,3.46,0.83,477272,45890,17658,2161,2481
VIP_010,15:00,-94,-11,4.29,5.02,0.4,5.4,432339,3.28,0.3,6.66,747818,41356,2408,4226,2393
VIP_011,15:00,-79,-15,4.42,1.81,8.46,1.1,906173,2.45,1.23,11.6,550411,44511,19488,4344,1263
VIP_012,15:00,-81,-7,0.13,3.31,5.77,7.8,836207,1.37,0.4,5.39,866747,38050,30247,87,823
VIP_013,15:00,-60,-16,0.37,5.33,2.8,15.9,297244,4.12,3.85,10.94,214959,29145,5606,3778,2052
VIP_014,15:00,-80,-7,4.92,1.5,8.34,6.4,164971,3.45,1.8,6.79,677543,43146,42012,2949,1411
VIP_015,15:00,-102,-12,0.72,4.78,4.97,9.4,726945,3.47,1.11,5.95,562821,10346,25931,1577,760
VIP_016,15:00,-97,-7,4.72,1.34,5.5,3.8,746247,2.4,2,0.72,615351,49738,44227,1452,2562
VIP_017,15:00,-112,-8,0.47,1.5,1.26,18,682555,3.79,3.88,5.58,505394,39786,3987,559,1075
VIP_018,15:00,-93,-13,4.33,0.73,10.12,4.3,571744,5.31,3.7,6.81,666397,9170,21807,4773,476
VIP_019,15:00,-62,-14,4.6,2.93,1.58,2.2,159571,3.34,5.08,5.85,331391,28746,45675,2913,1704
VIP_020,15:00,-109,-16,5.34,5.39,3.61,3.9,122062,4.2,2.56,10.97,818050,45266,24805,1360,911
VIP_021,15:00,-71,-13,2.25,2.65,5.27,11.8,875077,2.84,4.85,8.93,362495,11543,45614,1083,2824
VIP_022,15:00,-115,-8,0.41,1.59,11.62,12,829817,1.43,1.95,10.02,877709,18514,37050,3338,68
VIP_023,15:00,-84,-7,4.24,4.88,5.32,14.1,559557,3.37,1.22,8.37,645991,23944,12070,3794,2865
