Time,Cell Name,eNodeB ID,eNodeB Name,TAC,Region,Subregion,Latitude,Longtitude,Overall CEI,Data CEI,VoLTE CEI,Streaming CEI,Gaming CEI,IM CEI,Data-RRC Setup SR (%),Data-Call Setup time (ms),Data-ERAB Setup SR (%),Data-Attech SR (%),Data-Bearer Create SR (%),Data-Retransmissions (%),Data-Throughput (Mbps),VoLTE-RRC Setup SR (%),VoLTE-Call Setup time (ms),VoLTE-Drop Call Rate (%),VoLTE-ERAB Setup SR (%),VoLTE-Registration SR (%),VoLTE-Registration Latency (ms),VoLTE-MOS,Streaming-Throughput (Mbps),Streaming-Latency (ms),Streaming-Retransmissions (%),Streaming-Buffering Time (msec),Streaming-The number of Rebuffering,Streaming-MOS,Streaming-Jitter,Streaming-Dropped Frame Rate (%),Streaming-Inter Packet delay (msec),Streaming-Packet Loss Rate,Gaming-Throughput (Mbps),Gaming-Latency (ms),Gaming-Retransmissions (%),Gaming-MOS,Gaming-Jitter,Gaming-Dropped Frame Rate (%),Gaming-Inter Packet delay (msec),Gaming-Packet Loss Rate (%),IM-Throughput (Mbps),IM-Latency (ms),IM-Retransmissions (%),IM-Dropped Frame Rate,IM-Inter Packet delay (msec),IM-Packet Loss Rate (%)
1745,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,79.84,79.25,63.86,66.09,75.73,72.84,88.58,800.87,86.79,88.28,85.65,6.78,0.47,88.19,1153.27,18.36,82.72,85.16,873.6,2,0.11,1293.97,3.63,4920.08,16.15,1,431.72,12.22,217.6,17.43,0.32,974.04,13.49,2,331.41,6.02,234.63,14.18,0.42,1045.13,11.65,11.95,365.86,19.19
1800,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,79.64,68.82,70.34,60.47,75.99,77.44,84.07,891.09,85.17,88.91,82.9,7.18,0.02,80.73,1224.2,8.53,82.15,83.91,1769.57,1,0.03,1982.67,10.78,2888.99,10.2,1,418.52,19.04,488.75,16.71,0.09,1235.06,4.04,1,447.44,8.84,297.63,9.81,0.4,825.35,16.88,8.48,301.39,18.06
1800,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,68.3,60.5,65.94,78.8,73.45,77.26,89.29,523.25,87.46,80.43,82.39,3.65,0.23,87.88,1273.99,18.3,89.45,88.11,1169.1,2,0.35,621.14,13.75,2533.03,18.38,1,388.19,10.48,317.31,14.49,0.28,903.5,14.45,1,362.42,15.27,374.68,17.84,0.33,552.89,19.93,6.06,491.45,15.65
1800,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,78.68,77.23,70.08,78.67,70.84,73.71,82.66,1918.44,82.83,85.22,85.95,4.15,0.29,84.62,1307.69,13.05,83.97,80.7,1113.76,1,0.38,1125.1,15.03,4800.08,17.47,2,291.9,17.37,459.11,13.34,0.04,1227.37,8.36,1,395.05,18.71,301.37,7.45,0.48,1424.34,8.86,7.31,396.63,7.63
1800,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,61,78.88,67.39,75.34,73.59,62.6,85.94,1673.25,89.02,81.1,82.33,5.6,0.39,87.63,1451,3.89,86.83,83.65,958.34,2,0.26,1247.14,9.3,3118.51,17.15,1,299.51,8.85,408.04,15.31,0.04,1999.69,10.43,2,275.7,8.23,382.36,12.18,0.15,1987.88,7.66,6.7,349.31,18.19
1800,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,62.47,71.68,75.93,64,71.29,68.01,89.27,1072.48,81.59,86.37,81.79,8.06,0.24,83.64,745.24,16.85,87.47,88.12,1926.11,1,0.44,1638.89,7.46,4027.65,12.66,2,277.74,13.1,456.71,15.31,0.2,1040.71,14.17,2,449.77,8.32,382.27,8.87,0.1,1285.93,18.2,12.9,249.42,19.54
1800,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,73.09,78.01,79.32,61.09,63.39,79.14,83.58,1259.97,80.76,85.01,80.33,6.43,0.37,83.08,817.2,4.82,82.7,82.01,1483.24,1,0.49,1673.18,3.76,4335.45,15.84,2,391.21,16.88,296.32,12.41,0.3,633.37,14.8,1,259.81,7.67,294.59,10.87,0.18,1825.59,7.59,9.81,456.83,15.44
1800,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,67.22,74.6,68.78,72.31,63.19,65.85,80.38,1548.98,85.68,89.59,87.93,8.11,0.33,89.59,1989.9,5.92,86.86,81.3,1010.42,2,0.29,920.6,16.02,3032.69,14.47,2,387.84,16.5,389.82,9.58,0.11,1611.65,3.03,2,225.8,13.93,393.69,15.35,0.21,893.04,9.86,8.77,327.79,18.5
1800,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,74.53,69.99,62.55,70.43,65.99,78.65,87.17,667.28,84.59,86.35,89.5,3.9,0.18,86.23,1862.58,18.14,84.36,87.18,1101.64,1,0.32,1180.24,15.16,2798.08,12.18,1,462.45,7.82,261.54,6.3,0.16,1238.89,7.05,2,215.47,18.89,313.99,18,0.01,1214.13,8.91,14.87,379.79,19.26
1800,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,62.37,60.03,76.65,74.07,69.69,74.68,83.47,615.83,89.2,81.82,84.48,6.47,0.32,81.14,1111.52,5.08,89.3,89.53,1802.65,1,0.22,700.22,9.56,4472.44,17.72,1,412.7,7.6,424.13,13.05,0.19,1241.9,13.22,2,367.43,14.63,332.81,14.95,0.16,705.2,18.38,11.82,415.4,13.08
1800,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,74.57,71.2,78.85,71.14,63.7,79.3,80.47,1834.77,84.35,88.02,81.62,7.98,0.17,81.84,709.65,9.21,86.22,89.85,1734.09,2,0.42,1615.46,14.3,4593.29,15.06,2,214.29,8.49,365.14,19.78,0.29,1510.24,13.83,1,362.79,12.23,467.85,14.14,0.17,1430.3,7.72,11.7,490.88,11.86
1800,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,74.8,64.33,64.69,78.58,66.58,75.6,87.03,1903.88,86.26,89.67,87.03,4.25,0.32,85.75,1364.41,5.7,86.42,84.18,1769.22,2,0.01,1824.77,11.91,2004.79,14.12,2,483.87,9.71,364.59,11.12,0.22,1859.5,3.11,1,351.95,15.27,421.87,15.87,0.06,543.8,9.15,14.12,284.21,9.25
1800,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,72.45,74.98,61.43,69.15,79,72.86,80.43,662.16,81.12,85.83,85.12,9.32,0.21,86.94,1693.15,13.49,84.68,87.78,1168.13,1,0.14,1980.19,7.57,3264.8,18.52,1,414.96,10.17,201.74,8.83,0.21,650.24,19.26,2,436.19,13.56,490.34,10.16,0.41,1654.57,9.73,10.12,437.55,16.19
1815,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,68.11,77.79,71.52,64.34,63.3,66.62,83.49,1667.1,82.11,84.65,85.41,5.08,0.16,87.38,973.4,16.52,84.76,86.82,1694.46,2,0.49,679.06,7.32,3066.94,15.65,2,422.21,15.25,263.66,6.46,0.1,909.53,4.34,2,412.9,11.24,245.19,15.51,0.04,1030.7,18.86,18.09,400.71,18.26
1815,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,71.78,72.21,70.95,67.41,71.07,61.29,80.54,1092.54,88.19,82.62,88.14,5.53,0.37,89.58,1577.97,13.51,81.4,84.04,927.46,2,0.44,1503.87,3.68,2124.45,15.7,1,440.2,9.44,334.94,19.06,0.15,1909.65,18.74,2,414.36,6.16,395.2,15.66,0.18,1602.6,7.9,11.69,381.31,18.39
1815,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,71.47,72.3,75.32,79.45,76.63,67.4,88.73,1238.96,86.4,81.49,88.04,8.6,0.4,80.12,1435.16,16.52,81.22,86.53,1155.04,1,0.27,826.35,8.19,3913.73,10.89,2,339.37,16.18,203.92,9.48,0.43,1478.51,14.73,1,312,9.91,348.29,19.92,0.34,1862.07,11.59,10.92,462.27,18.65
1815,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,73.13,72.55,68.9,73.56,79.64,78.38,80.77,985.58,82.07,84.7,83.33,8.21,0.04,80.99,1283.4,19.71,82.33,89.02,1037.71,2,0.29,706.5,15.12,2791.15,18.67,1,421.96,15.32,446.24,14.13,0.06,1634.2,18.74,1,461.23,15.81,448.56,19.99,0.1,1981.74,13.85,16.59,464.51,14.1
1815,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,75.04,60.55,78.5,72.32,76.67,71.74,86.04,1988.02,80.45,88.71,89.75,7.95,0.11,86.81,787.58,18.53,82.65,82.53,1365.6,1,0.09,1741.9,10.22,4666.63,19.76,1,357.03,14.82,329.65,11.54,0.08,1570.67,19.68,2,401.48,9.46,320.39,9.14,0.06,662.65,16.11,17.49,341.56,9.65
1815,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,68.3,67.27,61.99,79.81,71.38,60.45,89.46,1929.12,80.53,86.74,86.63,3.86,0.2,82.03,804.63,4.27,89.27,88.58,1180.7,2,0.2,1605.99,3.04,4816.91,17.45,2,337.6,8.91,243.1,9.94,0.15,932.39,18.39,2,364.64,19.99,422.09,6.74,0.47,1414.33,18.33,11.46,397.19,11.34
1815,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,73.7,69.82,60,69.37,66.44,76.69,87.54,1079.26,82.77,84.71,84.77,3.56,0.22,88.61,1322.5,12.68,87.24,88.39,906.46,1,0.01,557.3,13.35,3433.51,11.73,1,379.05,19.64,492.01,12.46,0.43,1812.31,18.68,1,422.59,13.84,407.19,6.44,0.16,572.65,13.19,11.09,453.89,8.42
1815,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,71.67,63.75,64.01,64.01,70.4,79.48,80.59,627.14,84.51,80.54,87.71,9.98,0.09,80.94,615.55,11.43,84.59,83.14,586.53,2,0.01,838.08,3.09,4755.77,15.43,2,351.88,18.22,478.07,10.94,0.38,1946.43,12.96,2,369.9,12.93,311.99,16.28,0.2,1571.36,11.24,10.38,458.99,18.48
1815,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,62.99,64.22,71.84,64.68,72.49,63.33,84.54,1776.26,81.35,88.12,83.45,5.16,0.22,86.72,804.3,8.34,89.64,85.81,1293.89,1,0.34,781.02,5.15,4551.72,13.24,1,436.15,13.67,450.72,7.4,0.41,1276.01,11.16,2,324.16,16.5,399.45,9.44,0.12,1722.1,16.49,18.63,489.47,7.58
1815,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,71.25,66.94,74.5,65,72.38,73.85,80.28,895.02,89.24,87.98,80.22,2.38,0.21,81.18,1145.18,17.2,87.53,89.34,593.47,2,0.36,1996.44,9.88,4725.46,12.78,2,454.36,10.83,428,8.53,0.27,1088.67,17.1,2,303.44,9.82,414.16,13.01,0.33,1790.05,17.7,18.7,361.71,10.55
1815,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,79.71,62.07,68.18,63.39,74.54,67.02,87.19,1004.63,87.34,82.4,86.53,7.58,0.11,80.81,1825.64,6.57,88.75,82.55,564.08,1,0.48,580.61,16.23,2114.11,18.11,2,499.61,15.22,462.44,9.66,0.17,1778.28,16.46,1,201.14,10.86,492.6,10.49,0.35,1092.49,7.07,9.21,366.3,7.43
1815,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,70.56,68.28,65.88,66.67,71.71,71.91,83.61,1477.41,87.13,86.82,83.82,5.01,0.38,81.06,1109.2,5.35,80.04,85.26,673.11,2,0.01,1181.19,11.04,3036.72,11.56,1,349.62,7.5,451.14,15.81,0.02,603.21,8.47,1,484.9,14.24,482.74,7.75,0.31,941.17,8.27,10.55,390.96,18.56
1830,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,70.24,71.09,67.04,70.28,74.79,78.46,84.22,1824.45,87.66,80.45,84.09,6.56,0.37,84.18,1318.31,3.15,87.21,83.81,1510.48,1,0.39,1534.99,17.27,4914.4,17.69,2,265.35,18.12,426.63,10.95,0.08,1460.77,17.78,1,380.32,15.95,224.15,9.47,0.27,959.33,9.25,11.92,455.59,19.33
1830,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,66.85,71.56,79.41,71.15,65.46,76.57,80.65,1988.33,88.62,83.52,89.69,4.94,0.18,87.25,538.31,12.88,86.69,84.65,1327.53,2,0.37,1654.6,10.54,2475.42,19.04,1,307.56,7.65,313.94,13.43,0.06,1041.49,13.69,2,272.09,7.61,249.78,11.73,0.38,898.32,13.61,19.21,489,14.89
1830,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,76.68,63.88,60.99,75.43,61.87,78.98,83.91,803.41,80.17,83.15,87.07,3.96,0.07,80.36,1014.53,10.78,86.52,88.17,1715.54,1,0.04,1298.42,5.15,3333.63,12.99,1,332.26,13.1,383.29,6.67,0.42,1294.01,16.92,1,413.71,8.42,419.34,15.23,0.05,961.72,17.52,10.4,388.43,10.47
1830,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,75.15,61.44,79.77,69.15,70.82,63.91,81.65,1705.52,88.35,88.48,83.54,8.87,0.04,84.87,1289.32,13.08,85.34,81.29,933.5,2,0.26,1284.08,6.34,3455.74,18.8,1,419.81,9.84,332.83,19.49,0.11,965.66,8.52,1,387.75,13.9,399.59,16.33,0.23,1105.71,8.39,16.27,295.29,18.87
1830,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,61.33,66.39,71.24,76.71,68.27,78.19,82.3,1554.06,87.06,83.52,80.69,4.2,0.01,88.14,853.99,12.7,84.71,81.99,691.85,2,0.28,831.03,14.9,2054.05,15.6,2,336.08,6.39,340.34,10.16,0.23,1394.2,18.88,2,346.68,17.43,259.13,17.5,0.36,1093.9,19.88,9.83,201.81,6.61
1830,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,71.64,67.25,78.45,67.4,76.57,71.76,83.81,921.84,84.7,87.83,84.53,2.77,0.47,83.78,1111.63,4.1,86.41,83.89,871.92,1,0.49,1071.14,19.48,4080.55,14.92,1,389.91,18.93,406.32,14.9,0.38,1989.79,6.77,1,387.9,7.89,382.31,14.09,0.25,882.36,8.64,12.55,208.47,8.3
1830,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,66.28,72.34,79.08,69.92,72.99,78.77,87.8,1704.7,84.47,85.58,80.45,2.31,0.47,88.18,1973.73,6.91,80.81,87.01,1900.48,1,0.08,1822.75,8.54,3459.13,16.33,1,219.53,9.55,275.69,15.46,0.46,512.95,14.53,2,370.84,17.55,434.26,16.19,0.21,1687.69,13.98,17.2,211.57,8.14
1830,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,65.65,77,77.58,67.13,61.78,64.24,83.7,1119.58,82.41,87.09,84.01,4.29,0.24,88.74,1818.87,18.33,83.48,85.08,1034.54,1,0.22,1424.53,16.11,4299.67,18.93,2,425.08,17.51,245.46,13.38,0.28,1926.7,19.36,2,369.34,7.09,351.65,7.69,0.23,1716.76,6.85,16.62,310.52,16.34
1830,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,61.02,61.6,74.75,67.68,60.94,68.09,82.69,1437.36,87.72,80.53,84.81,8.74,0.09,82.11,716.65,9.57,81.94,86.17,767.11,2,0.4,743.44,12.32,4919.18,14.28,2,431.86,17.81,264.04,17.63,0.42,1079.48,15.46,1,234.59,8.1,240.2,13.13,0.13,814.91,15.48,10.17,300.55,8.26
1830,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,67.34,77.46,63.09,61.73,67.46,78.67,89.95,638.71,80.23,84.58,81.41,6.89,0.41,80.86,1022.46,18.47,84.89,87.99,1239.84,1,0.33,880.53,5.29,3410.18,14.76,2,468,13.35,321.27,16.45,0.37,833.97,13.51,2,282.92,19.87,237.3,9.8,0.38,1365.19,12.43,13.72,314.43,13.48
1830,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,71.96,76.82,76.24,63.58,74.16,71.93,86.73,1994.36,83.87,88.27,87.83,2.02,0.43,88.39,758.46,6.72,84.8,80.94,1997.67,1,0.12,1610.34,16.82,3627.88,16.55,2,496.52,7.31,304.78,10.72,0.03,1445.45,14.49,2,280.6,11.47,233.03,8.41,0.12,1006.13,9.27,7.63,329.24,7.56
1830,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,66.44,71.72,64.94,60.45,79.8,75.44,89,1027.82,81.46,88.19,88.18,5.21,0.44,82.77,1249.56,4.23,87.02,85.23,1814.2,1,0.04,672.97,19.46,4892.23,13.48,1,344.63,16.02,499.52,8.29,0.43,912.53,10.34,1,362.35,16.25,469.7,13,0.03,1599.69,8.3,17.93,488.47,13.76
1845,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,62.32,60.56,78.19,64.23,74.23,62.37,81.56,1066.77,85.36,80.48,80.93,6.5,0.4,87.46,534.88,8.07,81.83,87.81,1017.58,2,0.47,786.75,12.37,3102.18,18.47,2,309.61,9.32,351.49,6.01,0.2,625.88,6.64,1,426.93,6.87,360.83,12.29,0.49,731.31,8.09,14.55,397.52,10.54
1845,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,65.97,70.96,79.47,68.91,64.72,62.4,81.31,1343.16,82.03,84.96,82.2,8.25,0.28,88.81,1522.45,12.39,81.05,81.61,1545.96,2,0.35,1533.38,14.42,2506.72,13.26,1,431.36,11.43,452.83,15.82,0.5,721.92,6.28,2,463.62,19.72,245.29,9.96,0.19,1492.1,7.44,12.16,277.29,7.77
1845,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,70.34,71.75,76.7,67.29,61.13,62.05,82.37,1570.33,81.17,81.22,82.54,8.68,0.03,80.43,983.3,15.11,81.21,83.37,1518.85,2,0.35,1182.15,17.99,4838.36,12.02,1,415.92,19.52,383.25,12.99,0.08,697.68,12.22,1,246.3,15.56,338.68,12.4,0.15,1274.6,16.97,10.45,481.34,12.34
1845,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,61.8,69.09,75.39,71.63,76.19,67.34,81.29,1102.67,84.85,81.46,89.19,3.87,0.2,86.15,1488.64,14.89,88.81,82.79,626.93,1,0.01,563.35,12.73,4659,14.67,2,408.17,15.86,326.31,17.89,0.06,1804.52,5.85,2,202.98,17.11,346.17,14.91,0.44,1645.2,13.27,13.77,492.18,10.64
1845,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,74.96,70.23,69.31,69.06,78.16,64.16,80.24,850.3,84.83,82.34,86.59,8.91,0.45,85.57,961.73,10.43,81.38,86.56,1906.44,1,0.31,1956.54,7.22,3005.15,19.13,1,440.53,8.15,497.15,9.51,0.03,1588.22,10.49,1,372.18,8.66,216.44,8.98,0.33,1008.97,15.4,16.69,475.57,6
1845,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,68.85,70.05,68.57,65.55,69.11,63.88,81.24,1303.26,82.81,87.21,89.93,9.16,0.07,86.77,1346.97,11.02,86.64,84.48,1261.36,2,0.39,632,17.2,4628.24,14.1,2,398.26,15.72,422.25,7.9,0.13,1985.58,5.64,2,424.12,19.36,445.06,18.91,0.1,684.79,7.26,12.29,442.68,13.26
1845,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,73.59,64.38,74.05,79.87,73.24,75.11,81.13,1455.02,88.33,84.45,86.56,3.4,0.37,86.97,1195.34,10.55,87.24,81.55,1000.46,1,0.04,1920.98,10.96,4678.39,11,2,307,9.52,481.27,17.36,0.1,1492.31,18.2,2,281.36,8.9,341.42,19.5,0.04,1179.7,11.37,8.91,498.68,7.6
1845,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,77.6,73.38,66.4,60.45,64.02,64.01,81.75,1726.36,82.16,83.22,88.57,7.19,0.49,85.22,1063.47,3.83,80.89,84.22,1798.91,1,0.2,1464.98,14.42,2203.27,13.92,1,464.22,19.45,465.53,11.83,0.26,722.01,10.35,2,364.48,13.51,388.95,19.72,0.33,816.23,17.93,9.44,310.5,13.66
1845,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,74.76,70.14,76.33,65.36,79.27,60.31,80.6,1140.81,87.84,83.19,82.46,2.96,0.5,86.92,1612.46,4.98,83.48,84.95,1615.44,1,0.01,702.63,8.43,4582.06,18.52,1,393.35,7.99,463.78,12.57,0.11,1082.1,15.35,2,298.73,7.09,218.29,15.68,0.16,1121.14,18.18,11.12,279.54,16.48
1845,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,75.95,72.14,67.9,77.56,63.32,78.13,87.77,539.18,83.97,88.64,86.04,4.98,0.43,84.63,952.44,6.34,82.89,81.4,1700.46,1,0.41,862.02,11.19,2898.97,14.33,2,480.86,18.41,290.57,12.81,0.26,649.21,12.9,1,404.35,19.03,345.01,15.68,0.05,1476.16,15.43,18.57,245.96,14.28
1845,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,70.98,77.58,69.19,77.78,61.44,78.51,83.29,1740.44,81.69,85.39,83.71,3.49,0.17,80.44,1514.49,15.57,86.64,82.73,1173.12,2,0.19,501.01,5.52,4291.13,18.4,2,481.81,18.38,318.82,15.93,0.44,1145.91,4.53,1,215.02,7.6,382.92,15.75,0.07,826.03,12.25,8.84,255.36,13.88
1845,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,70.01,61.18,64.66,77.18,77.45,66.85,85.04,1681.62,89.17,82.85,85.54,2.63,0.29,87.16,1792.07,17.99,84.17,85.76,975.66,1,0.18,1386.5,7.95,2746.49,11.28,2,340.87,6.12,453.19,12.66,0.37,1546.6,19.36,2,398.53,16.9,473.11,9.03,0.47,966.94,15.68,12.08,255.62,18.52
1900,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,75.33,79.95,79.87,78.16,77.53,73.06,88.59,654.11,82.62,85.49,81.33,4.99,0.26,82.47,678.92,19.72,86.42,84.44,760.35,1,0.16,778.33,12.78,2502.95,14.84,2,488.23,10.26,327.52,17.17,0.16,1868.84,9.48,2,464.65,12.78,257.48,11.36,0.2,1766.68,12.06,16.85,355.24,19.91
1900,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,74.89,64.41,65.59,62.25,67.1,73.85,86.77,1760.54,80.08,85.71,89.82,7.16,0.06,80.22,1797.76,17.17,89.69,80.33,835.44,2,0.32,1980.29,10.57,3210.59,15.39,2,256.53,12.73,276.37,19.51,0.13,1782.55,10.19,2,249.96,9.68,288.49,15.73,0.21,1686.97,17.09,15.3,317.17,14.21
1900,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,67.36,60.51,72.07,68.23,70.51,65.84,89.25,1476.51,81.76,88.45,87.31,9.9,0.48,89.8,1972.32,8.54,88.28,86.53,1164.08,1,0.2,1281.38,17.4,2438.71,19.05,1,385.55,15.61,235.13,18.39,0.17,1645.05,9.26,1,356.2,8.5,298.62,9.48,0.49,1969.56,17.61,7.46,446.73,8.35
1900,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,70.09,64.96,72.36,70.66,77.72,76.82,83.63,1673.56,87.29,80.83,80.04,5.94,0.27,80,604.65,3.07,82.06,85.63,658.69,2,0.24,1456.94,18.67,4464.33,12.61,1,451.97,11.33,328.08,8.15,0.08,1363.52,16.91,1,374.69,15.23,465.06,15.08,0.2,1358.5,15.54,7.52,348.07,16.45
1900,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,64.7,65.79,67.09,69.33,61.67,73.41,86.37,526.41,84.32,85.45,80.42,5.43,0.01,85.19,1773.73,5.52,88.41,86.3,552.04,1,0.1,572.38,7.56,2564.34,18.45,2,269.29,6.36,296.51,8.76,0.43,642.61,9.98,2,386.41,18.58,364.78,6.54,0.27,771.7,12.98,14.49,264.51,14.72
1900,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,72.98,77.09,67.73,73.23,79.17,64.51,82.07,703.55,86.36,80.07,88.31,6.52,0.47,85.82,1889.36,16.94,88.15,86.96,846.51,1,0.14,1171.49,15.38,4221.67,13.14,2,227.13,8.05,394.86,14.26,0.22,1755.07,5.01,1,245.78,7.39,394.88,7.68,0.17,1767.78,8,7.85,457.16,13.96
1900,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,60.87,75.94,60.97,62.31,65.37,76.01,88.09,1586.3,86.88,84.06,86.07,5.78,0.03,88.66,1786.8,19.71,89.64,83.46,632.06,1,0.46,1117.68,12.22,3274.86,10.7,2,361.1,19.45,308.5,13.81,0.14,995.76,10.82,1,264.41,9.28,327.97,9.11,0.44,1129.64,6.44,10.62,297.89,7.35
1900,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,61.42,62.31,64.21,72.46,77.77,77.42,88.08,1027.2,88.09,80.76,87.95,7.04,0.1,89.56,1985.94,14.17,87.47,89.21,817.31,1,0.37,1931.08,9.09,2179.12,12.86,1,495.93,14.41,281.34,9.27,0.04,1331.63,10.6,2,241.04,10.61,225.55,13.45,0.34,982.74,8.41,19.26,246.75,19.27
1900,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,67.9,60.39,64.06,63.77,74.34,76.87,84.84,626.59,83.76,81.14,89.3,9.31,0.38,83.3,886.09,8.83,81.62,83.94,642.1,2,0.05,1052.51,6.68,2058.26,19.63,2,383.88,10.92,260.81,6.27,0.47,1077.07,18.24,1,410.25,17.99,265.75,9.27,0.46,757.62,16.37,18.51,277.01,10.66
1900,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,71.76,76.11,68.32,70.21,69.23,60.43,84.16,1139.85,83.58,85.04,87.34,6.93,0.23,85.66,947.56,6.31,85.92,80.27,749.92,1,0.24,1511.1,7.06,3992.19,10.03,2,403.2,13.64,313.82,18.85,0.12,857.73,12.68,2,241.2,14.49,302.78,13.76,0.24,622.74,12.25,7.39,243.28,7.21
1900,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,64.84,65.56,70,69.53,61.42,74.72,87.62,1469.03,85.7,80.41,80.56,3.02,0.26,83.58,1806.13,19.07,89.97,88.91,1192.44,2,0.45,1893.82,9.89,4603.97,16.44,2,390.7,18.75,483.09,12.8,0.41,922.27,10.02,2,441.24,15.11,289.17,6.02,0.12,1031.01,15.01,13.98,424.87,6.73
