,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Indonesia,Telkomsel,510/10,13:00,-119,-9,1.9,0.16,6.87,6.4,952753,0.41,0.07,1.87,334374,26989,4619,925,2971
Indonesia,Hutchison,510/89,13:00,-83,-11,1.69,3.4,10.04,19.4,693117,4.65,0.17,8.27,890977,3396,34248,2125,2526
Indonesia,Excelcom Indo,510/11,13:00,-62,-11,1.2,3.58,3.8,14.5,913039,4.42,2.98,2.01,103126,21750,26993,1741,1308
Philippines,Globetel,515/02,13:00,-84,-12,0.67,3.48,8.28,8.4,306058,0.7,2.86,0.35,710111,16956,15569,381,2881
Philippines,Digitel (Sun Cellular),515/05,13:00,-78,-6,0.44,0.3,1.87,5.6,750356,3.03,4.18,0.61,170099,15027,12257,1126,912
Thailand,Advanced Wireless Network Company Ltd.,520/03,13:00,-77,-8,4.64,3.82,2.49,17.9,672821,3.83,3.48,4.52,355263,47022,33747,3085,2251
Thailand,True Move  HSPA,520/00,13:00,-119,-10,0.41,2.24,1.12,5.4,533837,4.21,4.54,7.84,596882,6761,46708,3202,8
Thailand,Total Access (DTAC),520/05,13:00,-115,-8,5.18,2.12,6.48,6.6,581885,4.1,4.44,0.23,324334,24399,29108,355,1780
Singapore,Starhub,525/05,13:00,-91,-10,1.19,0.24,2.42,4.9,717283,0.34,3.38,9.42,791196,7383,23692,4989,495
Singapore,Mobile One,525/03,13:00,-85,-9,0.15,5.13,2.82,16.7,150942,1.38,2.89,1.25,320308,42120,44119,102,858
Brunei,B-Mobile,528/02,13:00,-79,-7,3.95,2.48,9.54,1,359596,1.49,1.26,2.3,228792,21502,26435,930,2
Brunei,DST,528/11,13:00,-80,-16,0.93,3.72,0.28,19.9,285804,3.83,3.76,1.29,241252,18271,38700,2460,2243
New Zealand,Telecom New Zealand,530/05,13:00,-92,-12,3.11,0.28,7.66,19.1,526890,1.29,4.06,5.87,346449,47554,16355,1672,1387
New Zealand,Vodafone(NEW ZEALAND),530/01,13:00,-64,-13,1.82,0.16,2.45,3.9,926166,0.82,1.31,5.69,233891,38659,38808,3074,2138
New Zealand,Two Degrees (NZ Communications),530/24,13:00,-98,-13,3.33,0.28,1.35,16.1,480094,1.71,1.32,11.26,763855,25225,8517,4352,1811
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,13:00,-72,-14,1.72,5.21,10.8,8,465115,2.8,1.38,7.6,237308,22671,41036,1308,1016
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,14:00,-94,-7,1.44,5.01,5.14,2.6,400858,3.67,4.91,0.93,142595,2674,12113,4985,2779
Netherlands,T-mobile (ex Ben),204/16,14:00,-111,-13,2.07,0.6,4.81,4.6,424533,3.37,3.24,10.92,113252,20639,31265,4482,1199
Netherlands,KPN (iBasis),204/08,14:00,-91,-16,4.01,1.87,0.61,8.9,705558,1.01,2.18,0.38,499463,19417,32940,11,772
Belgium,Belgacom Mobile,206/01,14:00,-70,-8,1.29,1.5,5.52,18.3,761716,3.2,5.36,6.56,433440,9641,24339,2016,1070
France,Bouygues,208/20,14:00,-100,-7,3.92,5.16,5.07,4.6,490067,2.37,4.84,5.9,366322,14989,19464,3217,685
France,Free Mobile,208/15,14:00,-86,-6,4.43,2.48,7.28,2.3,113058,4.57,1.75,7.53,126012,49805,16707,3119,2417
France,SFR (Cegetel),208/10,14:00,-99,-13,1.31,0.33,10.54,19.6,179609,0.75,5.29,4.6,385769,4227,8330,1537,2460
Andorra,Mobiland/STA,213/03,14:00,-61,-12,2.33,0.78,5.32,1.4,992015,1.23,2.74,9.68,239222,10798,24540,2441,2721
Spain,Telefonica Moviles(SPAIN),214/07,14:00,-89,-12,4.7,3.92,8.31,16.8,175039,0.93,2.6,10.38,496494,9320,49537,2486,1416
Spain,Vodafone (AirTel),214/01,14:00,-111,-10,2.27,3.42,0.88,4.5,693908,0.31,5.34,11.75,829114,43791,30150,1928,404
Italy,TIM (Telecom Italia),222/01,14:00,-89,-9,3.44,2.3,10.59,6.3,381446,0.92,5.15,7.42,807634,21386,10288,2415,2758
Italy,H3G(ITALY),222/99,14:00,-96,-6,2.17,2.6,2.59,15.9,828090,3.98,4.74,10.42,318206,31213,45316,2296,948
Italy,Vodafone Omnitel,222/10,14:00,-65,-7,4.12,3.87,3.53,1.2,402201,5.31,0.31,2.31,575818,2937,33274,4824,863
Switzerland,Swisscom,228/01,14:00,-60,-9,2.6,5.03,2.15,5.3,507185,5.31,4.85,3.28,516521,6315,24385,1549,117
Switzerland,Sunrise DiAx,228/02,14:00,-78,-11,5.02,4.9,0.18,10.4,577525,5.32,2.29,11.94,522865,48781,11112,278,589
United Kingdom,Everything Everywhere,234/30,14:00,-92,-15,4.16,4.89,0.88,19.2,815919,5.42,2.23,6.14,674688,21799,49006,4458,535
United Kingdom,Telefonica O2 (CellNet),234/10,14:00,-71,-6,3.7,4.6,3.4,8.3,417526,1.44,0.98,6.63,149203,5307,35782,3353,1802
United Kingdom,Jersey Telecom (JT-Wave),234/50,14:00,-61,-6,4.18,2.63,9.3,8.8,566588,3.08,5.48,6.2,606736,23219,22970,2949,1722
United Kingdom,Everything Everywhere (ex-Orange),234/33,14:00,-107,-15,2.58,0.46,0.91,11.6,751145,4.87,2.68,10.45,363631,40360,17498,4529,139
Sweden,Tele2 - Comviq,240/07,14:00,-117,-8,1.85,2.79,5.76,16.2,946062,3.14,4.15,7.46,286780,24272,20679,1596,2843
Sweden,"Telenor (Vodafone,Europolitn)",240/08,14:00,-117,-11,2.47,5.19,9.54,17.9,435774,0.84,4.74,2.57,595526,39565,19694,2577,509
Norway,NetCom TeliaSonera,242/02,14:00,-86,-9,5.22,4.1,10.59,8.7,155323,0.22,5.46,5.43,502215,17857,46213,1773,1636
Estonia,EMT,248/01,14:00,-117,-7,4.8,0.08,8.01,2.3,742852,1.25,1.56,1.99,821558,42886,8961,771,2679
Russia,Vimpelcom Beeline (KB Impuls),250/99,14:00,-70,-10,1.74,0.64,5.15,5.7,438596,2.49,4.51,7.41,321743,4555,40902,1937,54
Poland,P4 Play,260/06,14:00,-94,-8,2.81,4.4,11.45,11.2,112316,0.44,0.25,2.69,217077,46002,33960,2858,1195
Germany,E-Plus,262/03,14:00,-75,-6,4.07,2.03,7.24,18.8,651581,1.81,1.47,10.58,755288,6878,40931,1028,325
Germany,Telekom Deutschland (T-Mobile),262/01,14:00,-83,-13,3.78,5.26,7.1,1.1,921729,1.66,0.16,6.3,635461,36760,13793,3126,1252
Germany,Telefonica O2/viag,262/07,14:00,-67,-7,0.52,0.52,8.54,11.8,507525,0.87,0.2,1.69,368970,37364,3834,3458,653
Portugal,TMN,268/06,14:00,-60,-14,4.91,2.07,11.47,5.6,777420,4.93,2.98,9.94,937111,12725,14710,2406,696
Turkey,AVEA (IS-TIM Aria),286/03,14:00,-119,-8,1.9,0.79,9.63,6,927419,2.72,1.53,5.46,963192,36472,41177,4608,1904
MACEDONIA,T-Mobile (Mobimak),294/01,14:00,-113,-9,1.3,1.54,2.26,2.4,152314,5.12,0.2,11.5,995024,29273,46662,4054,1040
Canada,Rogers Wireless,302/61,14:00,-61,-8,5.04,3.2,7.75,19.2,170937,0.17,3.02,8.01,230980,40896,8383,4352,1944
Canada,Rogers Wireless,302/22,14:00,-95,-7,3.62,3.85,11.26,2.6,196131,1.89,1.75,3.5,391757,30026,24646,937,2098
United States of America ,AT&T,310/41,14:00,-62,-7,4.82,5.36,5.63,13.6,904373,1.2,2.06,9.36,411845,33162,9884,3792,1208
United States of America ,T-Mobile,310/26,14:00,-115,-6,1.78,2.01,5.6,1.4,349252,2.38,4,8.77,952784,37368,29366,2151,924
United States of America ,Southern Communications dba Southern LINC,310/15,14:00,-84,-15,1.53,3.94,0.9,10,416431,2.72,5.35,0.97,510058,5550,1138,4491,1911
Unted States,Verizon Wireless,311/48,14:00,-101,-11,2.88,2.64,11.79,10.8,518208,4.55,4.81,6.7,559099,41766,25168,2720,671
India,Airtel (Kolkata),404/31,14:00,-75,-7,3.34,0.32,1.67,18.3,594752,0.57,4.34,11.22,143978,4799,22585,3846,2405
India,Airtel (Andhra Pradesh),404/49,14:00,-61,-14,3.94,3.76,2.39,16.9,913809,4.48,1.48,11.23,990552,43138,38864,2554,2981
India,Airtel (Mumbai),404/92,14:00,-81,-7,0.35,2.46,8.04,17,456258,3.46,3.69,4.25,837140,14205,20012,1545,1859
India,Airtel (Kerala),404/95,14:00,-90,-12,2.49,0.53,1.33,12.7,560093,3.87,0.85,5.53,582021,12433,49728,1670,2008
India,AirTel (Chennai),404/03,14:00,-80,-10,2.71,3.64,11.71,2,555960,0.66,0.19,1.79,658110,12714,26655,377,587
India,Vodafone India (Mumbai) Hutchison Orange,404/20,14:00,-96,-6,1.25,3.5,1.67,18.8,899082,4.79,2.32,10.51,271782,11327,37394,172,1945
India,Airtel (Karnataka),404/45,14:00,-74,-16,0.29,0.76,5.89,15.1,397507,3.47,4.26,4.45,794232,10267,21136,1751,2594
India,Airtel (Maharashtra & Goa),404/90,14:00,-66,-10,3.01,2.34,0.74,15.4,725782,0.96,5.41,10.7,668627,35983,31404,2438,1614
India,India(404),404/94,14:00,-117,-14,3.41,4.06,9.35,8.7,956492,4.86,5.03,6.42,310124,28856,40971,1200,910
India,AirTel (Chennai),404/02,14:00,-77,-16,2.73,4.79,7.48,3,520997,2.19,5.28,7.51,773259,19644,2098,4400,2106
India,Airtel (Uttar Pradesh W),404/97,14:00,-112,-13,1.55,3.72,9.92,13.7,576317,3.92,1.49,5.44,344208,7043,32503,4680,579
India,Vodafone (New Delhi) Hutchision Essar,404/11,14:00,-109,-16,4.76,1.14,7.04,9.9,588643,1.91,3.92,5.02,244514,34926,26876,3147,2899
India,AirTel (Chennai),404/40,14:00,-75,-12,3.28,0.23,6.91,15.1,271995,0.15,2.58,4.29,840904,26164,1553,3189,256
India,"Airtel (Rajasthan),Hexacom",404/70,14:00,-95,-10,4.2,1.28,4.09,5.2,760387,1.26,4.13,7.27,955447,33215,7538,4953,2426
India,Airtel (Madhya Pradesh),404/93,14:00,-61,-15,0.81,1.25,8.29,11.6,131118,4.12,0.62,1.83,370965,39384,40163,4503,2992
India,Airtel (Haryana),404/96,14:00,-75,-9,3.64,5.29,10.33,19.7,246048,3.75,0.66,10.14,865441,3921,30568,3235,2345
India,Airtel (Delhi),404/10,14:00,-117,-11,4.99,1.39,3.47,15.5,757410,1.3,2.79,2.76,232445,28418,32737,1206,2112
India(405),,405/52,14:00,-66,-14,2.1,2.77,0.66,15.1,435231,1.06,1.09,6.92,454978,26395,13519,1544,2920
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,14:00,-111,-15,2.83,2.07,10.52,5.4,209094,5.48,3.97,11.54,841990,22404,36694,1240,2455
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,14:00,-87,-13,0.13,1.98,7.11,18.4,597374,5.4,3.44,5.72,328460,34439,19413,1376,2691
Sri Lanka,Bharti Airtel,413/05,14:00,-92,-8,4.4,5.05,8.08,19.1,786137,1.9,3.26,1.27,415499,46465,16138,3444,2769
Sri Lanka,Dialog Axiata (ex MTN),413/02,14:00,-80,-8,5.15,3.16,7.94,6,730277,3.47,4.26,5.79,226301,40061,23631,2492,1015
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,14:00,-95,-11,0.83,4.81,9.82,11.2,354978,0.26,2.14,3.38,916293,10944,22338,4476,1638
Myanmar,Ooredoo Myanmar,414/05,14:00,-68,-10,0.81,5.36,6.96,4.1,596048,0.09,2.84,8.52,592793,1626,48952,2666,746
Myanmar,Myanmar Post and Telecommunication,414/01,14:00,-109,-6,2.33,2.96,5.61,3.7,512688,0.77,0.62,3.97,436743,27157,42564,4485,1296
Saudi Arabia,Mobily,420/03,14:00,-105,-15,5.14,0.69,11.29,1.6,158171,2.85,0.86,10.94,909382,12411,39969,199,306
Saudi Arabia,Saudi Telecom Company,420/01,14:00,-100,-6,2.98,4.92,11.33,14.5,185161,4.84,2.26,3.28,851802,49484,2049,1229,1698
United Arab Emirates,Etisalat(UAE),424/02,14:00,-84,-6,1.11,1.24,5.66,9.3,669622,0.73,1.05,11.76,257173,8000,32122,1902,223
Bahrain,Batelco,426/01,14:00,-119,-6,4.57,4.35,7.11,17.8,864449,2.53,3.78,9.32,436100,2761,45498,1276,2510
Qatar,Q-Tel,427/01,14:00,-62,-16,2.81,1.63,10.66,9.9,312902,5.19,0.39,3.81,338869,37888,15486,2286,449
Japan,NTT Docomo,440/10,14:00,-102,-15,2.27,1.03,3.33,9,367459,2.03,2.48,1.26,633319,26803,18185,837,1490
Japan,Soft Bank (Vodafone KK),440/20,14:00,-110,-14,2,0.69,11.08,13.6,248207,3.98,1,3.6,158632,3314,22541,4069,2659
South Korea,LGT Telcom,450/06,14:00,-83,-12,3.95,0.49,8.51,0.9,194333,2.89,3.16,1.87,407274,9807,19508,3373,2762
South Korea,SK Telecom,450/05,14:00,-89,-10,1.42,1.14,11.16,18.4,498557,0.71,3.3,8.68,388844,15495,35018,836,401
Vietnam,Viettel,452/04,14:00,-60,-16,5.33,3.98,1.11,2.2,496209,4.17,0.74,10.91,954452,28796,37153,3461,483
Vietnam,Vinaphone,452/02,14:00,-116,-14,0.91,1.22,9.9,2.2,762578,1.88,3.7,1.2,864572,39676,49603,1535,55
Vietnam,Vietnam Mobile Telecom (VMS),452/01,14:00,-71,-10,4.16,2.99,2.27,12.7,929579,3.43,2.96,6.57,570501,26772,25686,2762,310
Hongkong,CSL (C&W),454/00,14:00,-76,-8,3.34,0.76,2.38,4.5,484271,3.11,3.23,11.73,277567,15434,9762,4132,2325
Hongkong,PCCW-HKT Telephone Limited,454/19,14:00,-113,-12,5.09,0.38,11.18,19.9,253184,3.56,2.17,4.06,477330,29946,1502,4704,1983
Hongkong,China Mobile - Peoples,454/12,14:00,-92,-8,5.01,4.13,5.46,4.4,891178,3.44,1.97,8.12,151896,31286,11786,4984,716
Hongkong,H3G(HONG KONG),454/03,14:00,-120,-13,4.16,1.08,5.24,15.3,840282,3.59,0.82,6.88,511454,47278,9763,1441,472
Macao,Hutchison 3,455/03,14:00,-83,-14,0.9,2.04,9.36,0.7,331213,1.29,1.72,5.94,476907,40570,21794,3189,1503
Macao,CTM,455/01,14:00,-94,-13,0.17,2.96,5.98,16.9,948956,0.1,0.07,7.66,668701,25484,13973,2048,1597
CAMBODIA,CamGSM Mobitel,456/01,14:00,-72,-6,1.68,2.73,11.88,8.6,356890,2.68,4.19,5.32,317156,22183,49092,4228,471
CAMBODIA,Viettel,456/08,14:00,-75,-6,2.34,1.19,4.63,5.1,841041,1.83,5.05,1.12,242977,4628,35790,2718,1918
CAMBODIA,Latelz Co. Ltd,456/06,14:00,-113,-14,2.41,3.66,6.48,14.3,575428,3.22,4.24,1.87,684379,41710,25700,3645,2600
China,China Mobile,460/00,14:00,-77,-6,4.16,4.43,10.58,11.2,614433,1.68,0.51,0.8,286241,38666,2885,1816,961
China,China Mobile,460/07,14:00,-112,-7,0.98,5.42,4.73,7.4,565954,3.8,1.08,5.14,292056,4769,24004,2805,2789
China,China Mobile,460/02,14:00,-101,-16,4.54,4.21,2.42,2.8,988721,3.48,5.27,1.34,914105,15726,5368,893,2680
China,China Unicom,460/01,14:00,-118,-9,2.24,1.35,11.25,9.5,764172,2.78,1.11,11.62,440238,5260,23845,339,1990
Taiwan,Taiwan Mobile (ex TCC),466/97,14:00,-69,-14,5.37,1.14,2.22,7.6,476203,4.17,5.34,10.51,586647,47969,39498,1712,1038
Taiwan,Chunghwa Telecom,466/92,14:00,-113,-11,3.4,1.21,7.29,15.3,956129,4.92,4.32,5.83,319045,33228,6540,1457,2576
Taiwan,Fareastone,466/01,14:00,-119,-7,4.12,4.72,9.07,10.4,147936,4.85,3.12,5.57,991947,1472,11255,4020,2863
Malaysia,Maxis,502/12,14:00,-77,-10,4.44,5.38,3.41,19.8,252871,1.54,1.96,11.14,985798,38091,19716,4478,2841
Malaysia,Celcom,502/19,14:00,-119,-11,4.37,4.72,2.69,19.1,469708,1.95,2.8,10.3,106881,4929,11162,4053,2233
Malaysia,U Mobile Sdn Bhd,502/18,14:00,-105,-13,3.95,4.55,4.28,17.6,758169,0.88,2.28,11.54,178402,30235,29078,1631,654
Malaysia,DiGi  Telecommunication,502/16,14:00,-60,-15,2.25,1.12,8.28,13.9,492360,0.91,5.08,0.8,731256,18296,43232,2541,461
Australia,Optus,505/02,14:00,-117,-8,1,4.57,9.83,12.3,919647,3.25,3.32,7.27,402813,44218,15591,2550,1922
Australia,Telstra,505/01,14:00,-76,-12,1.91,5.26,7.02,6.8,194792,1.46,4.94,5.43,945482,34055,16267,1121,2439
Indonesia,Telkomsel,510/10,14:00,-89,-12,2.41,1.29,2.9,2.8,454463,0.69,2.09,11.99,272037,34777,19821,2440,2148
Indonesia,Hutchison,510/89,14:00,-106,-11,2.57,4.96,0.18,10.6,744876,1.45,0.64,9.67,652574,47516,29248,795,172
Indonesia,Excelcom Indo,510/11,14:00,-85,-10,2.91,4.43,7.39,19.9,663176,1.39,3.79,11.33,888506,28878,26250,4188,352
Philippines,Globetel,515/02,14:00,-95,-11,1.11,1.96,1.95,17.9,109790,2.78,4.99,0.43,583343,29026,8854,41,2176
Philippines,Digitel (Sun Cellular),515/05,14:00,-97,-15,3.09,3.2,1.64,5.7,925579,2.61,3.29,0.93,195684,16413,2234,431,2568
Thailand,Advanced Wireless Network Company Ltd.,520/03,14:00,-70,-8,2.88,5.24,11.24,19.2,264464,2.69,4.19,7.67,452728,15361,20923,2990,2917
Thailand,True Move  HSPA,520/00,14:00,-94,-14,3.49,3.16,6.43,16.1,578243,2.28,1.95,7.72,459129,39391,34464,1845,546
Thailand,Total Access (DTAC),520/05,14:00,-88,-7,3.65,3.56,0.32,0.5,832725,4.55,1.08,9.41,536405,17709,49973,1882,2307
Singapore,Starhub,525/05,14:00,-86,-7,4.58,4.31,2.81,1.3,820812,4.15,2.74,4.65,865538,37365,2745,1564,1372
Singapore,Mobile One,525/03,14:00,-100,-15,3.99,4.58,4.46,6.6,727631,0.74,2.65,8.06,439711,8853,29720,2776,660
Brunei,B-Mobile,528/02,14:00,-72,-10,1.64,5.17,9.72,6.2,221915,2.14,3.5,2.94,517675,34907,22624,3760,2675
Brunei,DST,528/11,14:00,-95,-11,4.94,3.51,3.89,9,284388,0.23,0.44,4.98,785152,46101,5177,4445,2150
New Zealand,Telecom New Zealand,530/05,14:00,-112,-10,5.26,1.25,8.42,12.3,834975,1.89,1.2,11.13,503996,24098,27374,2298,1048
New Zealand,Vodafone(NEW ZEALAND),530/01,14:00,-76,-10,0.94,0.12,4.77,9.8,713330,2.26,5.08,6.69,375048,4330,20469,725,2280
New Zealand,Two Degrees (NZ Communications),530/24,14:00,-100,-16,2,3.74,3.57,11.6,702631,1.73,3.25,8.18,522355,9764,26396,4189,395
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,14:00,-65,-14,1.59,0.79,10.01,16.8,513041,4.86,0.45,9.54,250784,42305,14111,1523,1287
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,15:00,-71,-7,3.19,3.75,4.89,6.9,135879,5.02,3.74,10.23,994547,28810,26855,234,754
Netherlands,T-mobile (ex Ben),204/16,15:00,-86,-12,4.27,1.23,0.46,5.8,933745,2.41,4.2,3.26,348768,17567,32845,1105,285
Netherlands,KPN (iBasis),204/08,15:00,-118,-15,4.1,2.26,4.87,1.9,181598,0.62,5.2,2.5,531077,43121,26436,4225,83
Belgium,Belgacom Mobile,206/01,15:00,-79,-14,3.24,0.39,8.36,8.8,826952,4.8,5.41,1.66,852562,35402,2334,4581,1513
France,Bouygues,208/20,15:00,-99,-12,1.4,3.41,9.93,2.2,597819,2.42,5.37,5.97,745856,47154,35640,1414,969
France,Free Mobile,208/15,15:00,-114,-12,0.64,4.59,2.78,19.7,489738,5.25,3.88,9.55,288294,3912,17634,861,1685
France,SFR (Cegetel),208/10,15:00,-116,-16,0.47,2.67,1.75,9.9,240296,3.59,0.14,9.25,678737,29170,28453,567,2521
Andorra,Mobiland/STA,213/03,15:00,-71,-6,0.4,4.37,11.53,7.7,914599,3.55,4.25,2.86,142419,7131,36206,2894,1789
Spain,Telefonica Moviles(SPAIN),214/07,15:00,-87,-12,1.78,2.87,4.74,12.7,984470,4.62,4.93,0.37,802031,32866,33856,2218,717
Spain,Vodafone (AirTel),214/01,15:00,-92,-11,3.64,4.67,10.7,14.3,182752,1.74,4.66,9.4,332332,1831,1599,1086,2338
Italy,TIM (Telecom Italia),222/01,15:00,-117,-14,1.88,3.24,9.29,9.4,161272,0.66,2.22,7.44,516274,22132,22955,3895,323
Italy,H3G(ITALY),222/99,15:00,-72,-15,3.61,3.11,3.93,12.8,977235,5.28,4.89,8.34,222650,17817,31643,4559,2665
Italy,Vodafone Omnitel,222/10,15:00,-93,-11,3.9,4.21,7.64,14.7,194419,3.69,0.92,3.05,843462,4378,27794,4096,974
Switzerland,Swisscom,228/01,15:00,-82,-7,0.42,3.52,5.6,14.2,533619,3.73,5.41,7.61,187677,16248,1059,2687,2192
Switzerland,Sunrise DiAx,228/02,15:00,-67,-8,1.14,1,1.94,0.9,266624,0.24,1.8,0.5,848078,4660,36235,2025,1466
United Kingdom,Everything Everywhere,234/30,15:00,-62,-12,0.22,1.94,11.86,19.9,524628,3.79,2.22,4.6,704781,13899,28143,118,519
United Kingdom,Telefonica O2 (CellNet),234/10,15:00,-79,-6,0.62,5.13,2.33,5.5,836593,3.54,0.22,4.72,710953,43187,16249,2188,1154
United Kingdom,Jersey Telecom (JT-Wave),234/50,15:00,-99,-14,2.26,0.65,7.34,18.4,734097,4.65,3.26,1.91,309106,48398,48167,713,548
United Kingdom,Everything Everywhere (ex-Orange),234/33,15:00,-116,-9,4.51,1.08,4.29,2.8,235865,2.86,0.64,6.44,105017,25828,26472,1457,2889
Sweden,Tele2 - Comviq,240/07,15:00,-114,-11,4.62,4.84,5.08,7.4,247427,2.56,0.54,10.31,550025,27079,40391,3120,689
Sweden,"Telenor (Vodafone,Europolitn)",240/08,15:00,-71,-14,2.82,0.28,4.08,19.3,176623,3.7,3.23,1.05,937370,45661,30887,4120,2035
Norway,NetCom TeliaSonera,242/02,15:00,-106,-13,5.22,5.38,2.47,9.1,975446,1.78,1.07,0.55,647264,38696,46420,508,195
Estonia,EMT,248/01,15:00,-115,-16,2.73,3.41,2.49,6,773134,4.6,5.44,3.36,869962,33369,31194,2760,1808
Russia,Vimpelcom Beeline (KB Impuls),250/99,15:00,-94,-10,3.3,1.87,5.16,15.5,662535,1.86,3.72,3.5,103591,40996,34347,4821,1705
Poland,P4 Play,260/06,15:00,-92,-15,4.47,0.62,5.59,17.8,576178,4.73,5.01,1.86,538240,27400,17566,2145,188
Germany,E-Plus,262/03,15:00,-91,-7,2,3.71,3.7,5.7,565859,2.85,4.7,4.55,796071,17772,43488,1071,2938
Germany,Telekom Deutschland (T-Mobile),262/01,15:00,-70,-16,1.9,4.63,6.34,5.1,568078,2.84,3.67,8.02,300772,17666,22235,4901,977
Germany,Telefonica O2/viag,262/07,15:00,-99,-13,0.82,3.06,5.37,14.9,961334,0.45,4.23,4.43,725715,21816,16804,3997,740
Portugal,TMN,268/06,15:00,-89,-11,5.06,0.87,8.3,12.2,367112,1.39,2.66,2.02,933864,10143,10330,89,1348
Turkey,AVEA (IS-TIM Aria),286/03,15:00,-95,-6,5.32,1.24,5.62,10.1,648248,4.52,1.37,3.83,179666,37012,13092,1941,780
MACEDONIA,T-Mobile (Mobimak),294/01,15:00,-68,-13,5.23,5.17,3.79,6.7,140731,1.4,2.25,3.43,530879,35160,31944,4105,26
Canada,Rogers Wireless,302/61,15:00,-120,-9,2.6,1.3,4.82,2.2,211654,1.18,4.66,5.01,621279,34278,19003,1112,2107
Canada,Rogers Wireless,302/22,15:00,-70,-11,4.87,4.16,6.97,6.1,339714,1.98,3.43,2.45,586621,26244,23263,1233,1013
United States of America ,AT&T,310/41,15:00,-120,-12,0.86,2.44,6.44,10.4,224505,4.1,2.62,11.83,684010,42074,33846,4248,1377
United States of America ,T-Mobile,310/26,15:00,-80,-16,1.36,3.79,3.49,15.1,942335,0.46,3.55,3.45,215351,4112,31611,4919,2030
United States of America ,Southern Communications dba Southern LINC,310/15,15:00,-83,-7,3.57,3.4,3.74,7.9,926200,3.31,1.3,3.96,797602,26472,39424,4737,1287
Unted States,Verizon Wireless,311/48,15:00,-109,-12,0.49,2.01,7.61,12.8,193474,4.99,1.26,3.71,530093,35822,38049,4024,70
India,Airtel (Kolkata),404/31,15:00,-81,-8,0.32,0.57,0.43,19.4,581578,2.21,0.18,9.94,447453,34481,38738,950,1981
India,Airtel (Andhra Pradesh),404/49,15:00,-116,-12,2.63,2.22,8.33,13.9,193340,5.46,1.93,11.57,884952,21267,34551,1553,1014
India,Airtel (Mumbai),404/92,15:00,-105,-11,2.3,2.2,4.87,8.1,306322,2.91,3.53,11.49,896503,27366,49112,4299,1774
India,Airtel (Kerala),404/95,15:00,-96,-7,1.18,5,4.11,12.9,572484,5.35,1.28,5.49,339148,38180,45704,1134,1312
India,AirTel (Chennai),404/03,15:00,-85,-7,1.87,5.24,7.35,5.3,747343,1.22,4.03,2.22,197893,39090,38658,2765,1435
India,Vodafone India (Mumbai) Hutchison Orange,404/20,15:00,-71,-6,4.85,1.01,6.33,18,635415,3.65,1.62,2.76,955973,29278,17931,4741,2190
India,Airtel (Karnataka),404/45,15:00,-120,-13,1.05,1.52,11.59,6.6,143102,2.45,3.72,0.27,391968,19055,18255,4269,2462
India,Airtel (Maharashtra & Goa),404/90,15:00,-90,-10,4.56,4.97,9.28,5.7,386308,3,3.26,8.07,913193,10348,30729,2136,265
India,India(404),404/94,15:00,-110,-13,2.45,2.63,6.95,8.1,941843,1.89,0.06,0.12,352187,5950,18827,24,710
India,AirTel (Chennai),404/02,15:00,-115,-9,2.44,2.54,10.13,11.3,465399,0.91,3.27,9.17,694649,14027,30583,1433,1001
India,Airtel (Uttar Pradesh W),404/97,15:00,-90,-15,3.69,2.1,2.75,15.8,873502,3.98,5.17,9.73,797111,24637,2339,4770,2093
India,Vodafone (New Delhi) Hutchision Essar,404/11,15:00,-100,-7,2.19,1.99,5.57,12.4,936278,0.27,4.4,9.09,127713,16857,11094,4668,2601
India,AirTel (Chennai),404/40,15:00,-114,-16,2.66,3.29,7.64,7.9,662196,2.47,4.81,8.54,993173,29891,24744,3991,906
India,"Airtel (Rajasthan),Hexacom",404/70,15:00,-62,-7,4.77,4.38,1.31,4.6,839278,1.22,3.2,11.64,755061,23300,19917,4501,2068
India,Airtel (Madhya Pradesh),404/93,15:00,-104,-16,4.13,4.56,2.85,19.8,697233,4.9,3.91,7.23,677208,25762,44416,1672,1606
India,Airtel (Haryana),404/96,15:00,-62,-13,1.41,2.64,3.26,10.5,910696,5.42,4.13,10.65,732174,41303,35011,397,305
India,Airtel (Delhi),404/10,15:00,-102,-13,0.77,3.68,4.46,5.1,629653,1.22,3.34,5.79,362704,35438,17371,27,575
India(405),,405/52,15:00,-111,-7,4.12,1.09,9.56,5.1,895676,4.44,0.56,8.83,815602,26481,44183,1657,2224
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,15:00,-85,-12,4.52,0.93,1.72,11.3,556380,2.27,5.32,8.24,437837,6311,34374,4460,802
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,15:00,-78,-8,3.47,2.74,9.5,4.4,170622,1.7,3.13,9.86,947013,6449,26413,2008,2595
