Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Schleicher,Texas,2/3,-85,-14,1.5,0.97,8.08,7.6,199607,4.63,3.7,6.82,899150,30169,23618,1720
Scurry,Texas,2/3,-88,-7,2.47,3.15,1.31,4.9,102028,3.31,5.35,7.28,638000,28160,21489,1938
Shackelford,Texas,2/3,-106,-16,2.56,3.37,0.67,9.9,932166,0.49,5.04,5.11,700227,33753,24007,1380
Shelby,Texas,2/3,-60,-10,5.23,2.08,0.16,14.9,895583,4.84,1.85,3.83,632202,33927,34729,950
Sherman,Texas,2/3,-71,-6,4.61,4.95,7.09,11,412164,2.36,5.07,8.06,709013,40441,25216,2581
Smith,Texas,2/3,-119,-15,4.03,2.93,11.41,11.6,580920,1.17,3.43,7.87,384886,38717,42614,828
Somervell,Texas,2/3,-101,-14,0.55,4.41,3.91,2.2,588575,2.7,4.29,4.57,524338,47697,15516,693
Starr,Texas,2/3,-80,-9,3.04,2.28,7.64,6.7,482208,0.32,5.02,9.27,282545,30926,17240,4906
Stephens,Texas,2/3,-113,-7,4.94,3.33,8.69,11.3,592748,4.47,3.76,3.22,408974,14981,34371,2111
Sterling,Texas,2/3,-84,-8,1.4,4.58,5.85,17.9,489009,0.38,3.17,1.49,735174,30954,13669,265
Stonewall,Texas,2/3,-76,-12,4.21,1.06,8.95,2.1,670006,1.93,0.54,2.8,588915,40680,32541,2092
Sutton,Texas,2/3,-67,-13,0.59,4.93,3.26,14.9,175240,5.23,5.15,4.78,403548,48438,24450,1404
Swisher,Texas,2/3,-94,-11,0.32,4.05,11.92,19.2,893606,5.04,1.66,0.98,512417,17912,10293,957
Tarrant,Texas,2/3,-77,-7,0.36,5.42,6.23,8.6,805098,4.78,2.39,11.65,802631,23781,3721,4767
Taylor,Texas,2/3,-99,-9,0.99,1.41,0.8,9.9,974550,4.73,0.55,7.62,303232,14527,22436,4532
Terrell,Texas,2/3,-65,-7,0.77,4.21,5.67,16.5,275147,4.83,2.96,9.71,801352,11521,45302,3773
Terry,Texas,2/3,-60,-7,3.44,3.74,7.26,7.1,226326,4.13,0.27,9.61,903258,45890,16195,2575
Throckmorton,Texas,2/3,-86,-12,4.62,1.24,5.31,5.2,433137,4.67,2.86,5.25,336178,12011,31143,1278
Titus,Texas,2/3,-100,-12,0.31,0.06,7.57,11.3,935460,1.62,2.26,2.32,274146,12481,34044,3261
Tom Green,Texas,2/3,-81,-8,4.09,2.83,4.77,14.4,653561,0.83,4.63,11.42,505069,34594,19695,2367
Travis,Texas,2/3,-76,-13,2.86,1.95,8.37,7.7,504607,2.95,0.54,1.8,385452,12903,2053,1082
Trinity,Texas,2/3,-80,-14,0.65,0.96,1.69,4.3,457732,5.35,3.08,1.23,711478,39467,46997,4880
Tyler,Texas,2/3,-69,-15,2.47,3.47,11.91,7.5,774770,0.09,1.91,10.68,472376,37811,43344,2398
Upshur,Texas,2/3,-83,-7,4.27,3.58,5.39,17.2,767027,1.43,4.51,1.73,881497,23469,16747,3052
Upton,Texas,2/3,-112,-15,1.02,2.07,2.32,12.1,898578,2.19,4.85,11.23,411840,28403,27515,4686
Uvalde,Texas,2/3,-79,-16,2.37,2.32,4.73,5.6,800155,4.72,1.44,7.17,504218,24519,7593,4806
Val Verde,Texas,2/3,-109,-14,1.43,1.09,7.87,19.6,973790,4.27,4.08,1.26,585127,34302,20986,3228
Van Zandt,Texas,2/3,-98,-11,5.41,0.87,10.74,3.8,328166,2.77,3.81,11.48,463395,16597,7477,791
Victoria,Texas,2/3,-109,-8,0.92,1.33,0.48,11.5,986678,1.56,4.46,2.55,836136,5412,38168,1297
Walker,Texas,2/3,-61,-13,4.55,4.32,7.31,4.4,908324,3.72,1.71,2.06,258680,45533,5144,2592
Waller,Texas,2/3,-92,-10,0.11,2.07,8.78,10.3,308112,5.16,0.21,11.96,304070,34128,21943,1065
Ward,Texas,2/3,-103,-15,0.79,1.9,10.8,3.5,988185,1.02,0.38,5.09,738815,49225,11728,1742
Washington,Texas,2/3,-103,-12,2.24,5.46,1.93,5.1,770369,0.22,0.37,1.81,328898,24819,16748,4193
Webb,Texas,2/3,-71,-13,3.68,3.35,9.08,19.2,789022,0.14,3.27,7.2,793127,25931,6842,686
Wharton,Texas,2/3,-93,-9,2.76,2.73,9.12,7.7,521243,5.45,0.33,6.73,779098,31268,23471,3050
Wheeler,Texas,2/3,-119,-11,2.92,3.45,2.44,8.2,751454,1.3,1.09,3.27,789867,6935,38209,4092
Wichita,Texas,2/3,-98,-9,1.41,1.63,4.68,8.6,497258,1.3,2.14,9.92,191494,33603,8310,3447
Wilbarger,Texas,2/3,-64,-15,5.11,1.42,9.25,14.7,102569,5.36,1.58,5.43,481977,17356,6427,269
Willacy,Texas,2/3,-97,-11,5.19,1.17,9.52,7.7,830830,4.47,3.93,2.23,488223,5112,12914,3938
Williamson,Texas,2/3,-108,-14,0.69,0.41,11.96,1.9,725832,4.19,0.55,6.45,578607,25565,27387,1398
Wilson,Texas,2/3,-110,-12,1.16,1.62,7.58,10.6,246608,2.91,4.92,0.35,573498,10196,3292,433
Winkler,Texas,2/3,-91,-13,0.93,0.68,1.38,5.6,368533,1.08,5.05,5.68,871454,3783,17073,379
Wise,Texas,2/3,-106,-11,3.32,4.19,3.41,17.4,477946,2.37,4.42,9.03,208366,23766,34024,2748
Wood,Texas,2/3,-75,-16,1.04,2.47,5.91,4.1,966475,3.22,2.07,2.65,298298,19598,17070,1492
Yoakum,Texas,2/3,-82,-13,3.89,5.11,0.52,12.4,482334,4.64,2.42,9.53,839128,29191,13945,1724
Young,Texas,2/3,-111,-9,5.42,2.66,9.32,4.8,435296,1.78,4.61,4.33,556612,9586,6744,3734
Zapata,Texas,2/3,-98,-6,1.58,2.18,9.9,8.5,456592,4.46,1.14,10.64,743905,48213,8835,4101
Zavala,Texas,2/3,-82,-11,1.1,2.05,7.53,9.8,288415,3.01,1.65,3.49,756991,32951,1718,4062
Beaver,Utah,2/3,-92,-6,5.34,0.32,3.95,2.5,408353,4.56,3.8,7.79,602509,47438,20187,1676
Box Elder,Utah,2/3,-71,-9,3.83,0.51,2.33,10.2,423817,3.92,5.01,5.85,799650,33917,24512,692
Cache,Utah,2/3,-108,-11,0.05,2.37,2.16,6.7,914799,3.46,2.23,10.87,568941,14146,44990,1667
Carbon,Utah,2/3,-105,-10,0.79,2.84,7.83,5.8,414795,2.2,2.68,1.61,562225,48357,10598,3663
Daggett,Utah,2/3,-79,-11,5.4,0.35,6.96,1.8,102675,1.95,2.35,6.13,873867,43632,30905,3362
Davis,Utah,2/3,-117,-12,0.92,5.14,7.54,7.7,264438,3.68,4.49,9.02,463649,8652,32862,394
Duchesne,Utah,2/3,-67,-11,0.84,3.23,10.58,19,896331,2.06,3.99,8.49,830381,29816,14980,299
Emery,Utah,2/3,-113,-9,3.6,1.06,5.16,10.6,146353,3.56,5.16,1.65,687492,23634,19762,2037
Garfield,Utah,2/3,-102,-15,2.74,0.29,3.04,5.8,953955,0.84,1.79,6.37,530231,16254,48670,172
Grand,Utah,2/3,-66,-12,3.41,5.43,7.99,13.6,996765,4.48,4.94,7.27,285165,21580,24498,242
Iron,Utah,2/3,-81,-12,2.81,2.33,9.56,15.1,103618,1.92,2.39,7.52,361287,18349,36546,1416
Juab,Utah,2/3,-70,-10,0.53,2.35,0.93,4.1,149649,1.01,4.73,7.32,673482,19099,22790,2532
Kane,Utah,2/3,-63,-7,5.46,0.86,10.33,13,385368,4.54,4.37,0.54,976643,3201,40899,2862
Millard,Utah,2/3,-99,-9,0.48,3.62,0.19,4.8,225001,1.5,1.31,4.63,854073,27016,42828,1571
Morgan,Utah,2/3,-77,-6,1.5,0.19,11.61,1.3,626108,1.84,0.55,11.64,214979,37418,2814,3955
Piute,Utah,2/3,-61,-8,0.81,1.07,7.28,15.2,465274,0.19,3.55,1.98,998320,4692,18494,4842
Rich,Utah,2/3,-95,-7,5.33,2.89,4.28,12.7,976169,2.95,0.43,6.34,751452,44543,48291,2501
Salt Lake,Utah,2/3,-114,-6,4.2,4.79,3.49,17.8,286604,0.31,3.17,1.94,889320,1518,40287,1089
San Juan,Utah,2/3,-106,-7,3.87,2.54,10.64,15.1,860759,2.34,0.95,0.49,882416,14402,30851,4794
Sanpete,Utah,2/3,-92,-15,2.73,4.34,10.61,19.2,906521,5.2,2.01,10.43,795516,11795,49399,4485
Sevier,Utah,2/3,-118,-9,4.34,0.11,1.36,7,950967,0.44,0.96,8.13,982912,36624,35685,2268
Summit,Utah,2/3,-90,-13,4.49,0.61,1.98,4.2,148678,3.36,5.32,5.2,303595,17409,2207,4132
Tooele,Utah,2/3,-94,-13,2.73,2.26,3.89,1.6,375378,1.02,4.69,11.48,337065,45547,49333,4103
Uintah,Utah,2/3,-61,-6,5.1,1.52,1.41,13,956774,2.17,0.66,4.36,394811,1708,49067,526
Utah,Utah,2/3,-70,-8,1.86,0.46,0.24,1.3,856267,4.1,2.05,7.48,874273,2885,36478,4943
Wasatch,Utah,2/3,-82,-8,2.44,4.9,6.95,18.6,806609,0.43,0.49,6.27,560893,3518,25008,3954
Washington,Utah,2/3,-62,-12,0.2,0.73,11.32,3.7,182408,4.14,1.52,2.64,559254,14572,2086,2263
Wayne,Utah,2/3,-78,-11,0.13,4.12,0.84,8.3,342477,5.33,4.78,11.97,806084,49086,17132,1534
Weber,Utah,2/3,-77,-8,5.09,1.75,1.28,8.3,251151,2.51,5.44,10.78,238381,44333,31630,466
Addison,Vermont,2/3,-112,-8,0.06,2.9,11.33,19.9,425324,4.33,2.84,2.95,655161,2991,5811,2017
Bennington,Vermont,2/3,-83,-8,0.08,5.24,5.42,13.1,631408,3.74,4.05,4.75,882736,24463,45459,4984
Caledonia,Vermont,2/3,-74,-13,5.47,4.07,6.59,12.6,435040,3.85,1.77,5.41,214601,25931,9285,133
Chittenden,Vermont,2/3,-74,-14,1.63,5.42,10.12,11.6,344946,5.4,1.79,3.85,924874,14059,5224,3685
Essex,Vermont,2/3,-79,-8,2.59,4.71,4.02,4.6,159860,4.1,2.71,1.62,945639,46905,16330,3073
Franklin,Vermont,2/3,-91,-7,4.06,2.05,1.32,5.2,167849,3.02,5.41,11.65,298352,14287,1203,2010
Grand Isle,Vermont,2/3,-120,-16,4.23,0.7,0.12,5.8,807179,1.58,3.19,11.53,272072,17987,48135,3352
Lamoille,Vermont,2/3,-105,-7,0.34,2.75,4.35,20,191656,2.28,3.11,5.74,305892,27170,2230,2228
Orange,Vermont,2/3,-78,-7,4.02,4.85,11.71,2,884182,2.64,4.68,10.05,887316,20804,30906,2283
Orleans,Vermont,2/3,-104,-8,3.51,3.92,11.53,14.2,439312,4.43,4.64,2.25,591046,6644,30373,2442
Rutland,Vermont,2/3,-108,-6,0.88,4.29,2.9,19.5,663378,3.94,0.13,11.93,633855,6868,45646,3836
Washington,Vermont,2/3,-60,-8,4.24,3.78,10.72,2.4,621347,0.45,5.14,3.07,775678,35791,41894,1792
Windham,Vermont,2/3,-100,-15,0.61,4.79,1.76,0.6,755067,2.97,5.31,7.07,594711,45884,49112,189
Windsor,Vermont,2/3,-60,-6,0.73,5.29,0.32,0.5,569466,2.3,0.66,1.58,227396,29258,38677,1394
Accomack,Virginia,2/3,-86,-16,0.49,2.96,5.45,8.2,860631,3.23,3.16,6.18,274586,10308,4515,4829
Albemarle,Virginia,2/3,-61,-15,1.17,2.55,9.39,11.1,384729,3.78,3.24,1.53,231201,30740,1905,3655
Alleghany,Virginia,2/3,-118,-6,0.39,2.21,2.2,10.4,105865,2.39,5.2,7.51,963936,46513,30192,145
Amelia,Virginia,2/3,-120,-11,3.21,4.1,2.1,15.4,724887,0.47,2.3,10.12,334323,21854,19864,3335
Amherst,Virginia,2/3,-72,-8,2.82,1.87,2.61,9.4,947935,0.52,1.5,3.46,556427,4216,32269,2802
Appomattox,Virginia,2/3,-117,-15,1.9,0.58,10.23,17.3,142125,2.04,2.08,6.36,504148,2057,4645,3700
Arlington,Virginia,2/3,-103,-15,1.5,2.08,5.48,19,877701,4.99,2.25,2.8,711534,42292,4625,4298
Augusta,Virginia,2/3,-90,-16,0.09,2.33,11.08,11.3,857700,1.06,0.92,7.97,616962,42152,17737,2224
Bath,Virginia,2/3,-94,-11,2.59,2.02,0.11,15.6,514312,0.18,1.3,4.74,724798,26988,9985,3644
Bedford,Virginia,2/3,-60,-15,5.19,0.09,2.25,2.2,282718,3.11,1.8,11.24,854843,8336,46364,479
Bland,Virginia,2/3,-96,-9,3.67,3.65,6.29,15.8,754910,0.08,4.88,7.8,679850,19376,38221,3008
Botetourt,Virginia,2/3,-83,-9,3.3,3.32,5.72,18.4,924894,1.85,4.17,2.46,622989,37995,18122,3148
Brunswick,Virginia,2/3,-71,-14,2.72,0.44,2.91,6.3,486762,1.4,0.37,3.85,522175,11747,42571,2646
Buchanan,Virginia,2/3,-87,-10,4.66,2.97,9.34,7,136202,4.28,4.94,0.09,598457,19941,43047,1071
Buckingham,Virginia,2/3,-100,-11,5.47,4.08,4.22,6.5,504037,2.11,0.21,1.91,373634,31752,42869,4726
Campbell,Virginia,2/3,-100,-12,1.4,4.97,3.25,11.4,133594,0.51,3.63,0.14,736456,32956,9952,4256
Caroline,Virginia,2/3,-106,-6,5.33,2.78,7.93,9.6,773439,3.88,0.74,3.05,153375,39334,5294,4805
Carroll,Virginia,2/3,-75,-12,2.08,4.99,0.15,19.9,904031,3.69,3.74,11.45,808479,21208,44215,588
Charles City,Virginia,2/3,-64,-6,3.21,4.9,5.01,8.4,431068,2.28,4.5,9.36,972855,31357,47083,1022
Charlotte,Virginia,2/3,-99,-12,2.03,3.49,4.85,10.1,581371,2.63,3.82,2.83,218938,35708,8241,2009
Chesterfield,Virginia,2/3,-77,-14,2.16,1.84,10.88,12.5,926105,4.65,4.55,8.7,873978,13938,15299,2442
Clarke,Virginia,2/3,-80,-14,4.03,0.99,11.96,8.7,398167,0.69,4.09,1.11,579630,33654,11051,1080
Craig,Virginia,2/3,-102,-9,5.41,0.74,9.8,0.9,367645,0.67,0.52,11.75,251598,34313,34227,1247
Culpeper,Virginia,2/3,-108,-13,0.12,0.71,3.58,9.1,392556,1.13,4.37,8.19,339067,43556,43144,2881
Cumberland,Virginia,2/3,-107,-14,1.84,0.29,10.99,10.3,768724,1.26,0.21,0.22,186080,49268,32856,2121
Dickenson,Virginia,2/3,-72,-14,1.75,4.7,7.15,2.8,817532,2.21,2.59,6.36,724743,20576,32277,4595
Dinwiddie,Virginia,2/3,-89,-9,2.28,3.18,2.13,14.2,120263,4.89,3.84,3.9,180413,49978,26532,2815
Essex,Virginia,2/3,-93,-14,2.81,4.2,8.75,9.7,207152,3.9,1.5,2.68,356691,43167,37041,4850
Fairfax,Virginia,2/3,-111,-12,1.82,1.45,3.78,0.5,458774,1.38,2.89,4.18,570741,20362,13943,2675
Fauquier,Virginia,2/3,-63,-6,1.43,2.2,10.87,9.9,755684,3.9,1.46,1.06,800406,34215,5738,4503
Floyd,Virginia,2/3,-110,-12,5.03,1.18,8.41,5.3,750363,1.37,3.78,9.72,850755,23818,26880,2599
Fluvanna,Virginia,2/3,-71,-12,2.38,1.64,0.66,8.4,977310,4.07,3.06,3.83,835618,48143,41971,2207
Franklin,Virginia,2/3,-80,-14,4.39,4.93,5.15,19.2,854671,2.72,2.91,6.75,457954,7743,31475,364
Frederick,Virginia,2/3,-75,-12,3.91,1.61,3.5,5.7,912179,2.84,3.13,0.59,950165,7180,7672,255
Giles,Virginia,2/3,-65,-8,0.99,4.15,4.11,17.9,167615,3.03,1.93,8.04,859872,42497,1430,1683
Gloucester,Virginia,2/3,-65,-15,4.02,1.57,5.7,9.3,184444,0.19,2.47,2.3,167487,4651,24097,4396
Goochland,Virginia,2/3,-89,-11,2.61,5.46,4.37,18.1,522194,2.31,1.83,11.34,596676,30340,39671,2878
Grayson,Virginia,2/3,-108,-6,0.66,1.2,7.25,4.8,276535,3.28,2.04,0.5,836673,9953,43492,2955
Greene,Virginia,2/3,-89,-16,0.4,1.23,0.19,1,518619,2.57,5.4,2.61,900323,33186,32755,4931
Greensville,Virginia,2/3,-109,-8,0.36,3.34,11.04,3.8,394153,4.62,4.74,2.22,165318,39960,11833,2089
Halifax,Virginia,2/3,-79,-12,4.53,5.2,4.43,1.5,551104,1.4,0.6,1.96,411606,2281,18696,83
Hanover,Virginia,2/3,-83,-13,3.57,0.07,2.71,6.9,695151,0.38,1.38,0.75,486533,6921,34653,239
Henrico,Virginia,2/3,-82,-16,4.51,3.51,7.2,11,141361,2.67,0.82,8.38,534766,11230,33407,3102
Henry,Virginia,2/3,-116,-11,0.24,3.87,3.02,15.5,885860,1.99,1.39,2.12,661441,13223,11943,773
Highland,Virginia,2/3,-83,-7,1.62,3.59,7.55,18.2,881581,4.73,1.4,5.94,202502,22745,24278,3370
Isle of Wight,Virginia,2/3,-87,-12,1.6,4.16,10.82,0.7,682071,1.65,5.16,0.91,145160,45043,20538,2941
James City,Virginia,2/3,-64,-8,0.8,3.07,8.72,4.7,247829,4.29,0.3,9.34,475996,24237,44270,2629
King and Queen,Virginia,2/3,-97,-11,0.24,0.23,0.37,14.3,538271,4.12,2.13,11.22,740359,23808,3581,1079
King George,Virginia,2/3,-81,-8,3.45,2.26,4.02,5.2,923513,3.34,3.89,3.36,691658,32321,13160,3269
King William,Virginia,2/3,-77,-10,2.17,1.8,1.36,1.7,387786,1.84,1.23,10.43,608852,17576,41520,3307
Lancaster,Virginia,2/3,-102,-12,4.19,3.5,0.68,13.7,158053,2.78,1.27,3.58,561458,32525,26604,1274
Lee,Virginia,2/3,-87,-15,1.37,0.95,10.97,8.8,370345,0.13,2.34,2.37,495348,17737,42869,1794
Loudoun,Virginia,2/3,-106,-6,1.57,1.7,8.25,1.9,209971,0.43,2.36,4.33,120046,32490,16979,363
Louisa,Virginia,2/3,-114,-15,2.36,4.84,6.32,1.1,313247,2.77,0.99,6.38,576416,5426,15456,806
Lunenburg,Virginia,2/3,-67,-14,2.91,2.7,9.67,10.9,138404,1.53,2.43,7.08,145504,3092,13865,908
Madison,Virginia,2/3,-118,-16,5.5,1.2,2.12,6.1,483109,0.62,1.06,1.32,524265,31053,25267,4059
Mathews,Virginia,2/3,-113,-13,5.45,5.28,3.01,2.5,825759,3.05,4.66,2.92,459101,22326,31420,581
Mecklenburg,Virginia,2/3,-84,-8,1.43,4.79,7.74,1.9,194183,3.71,1.06,2.74,294041,26802,2456,3854
Middlesex,Virginia,2/3,-105,-8,0.24,5.44,8.6,1.6,349131,4.89,1,2.78,209435,34112,6692,331
Montgomery,Virginia,2/3,-118,-6,2.57,2.09,10.79,13.8,159225,3.28,0.93,9.82,870804,42363,34240,1271
Nelson,Virginia,2/3,-90,-7,3.71,1.46,4.05,10.2,524048,2.6,1.98,1.64,810501,14330,15996,2327
New Kent,Virginia,2/3,-106,-9,4.93,2.9,3.01,14.3,296896,5.22,4.73,2.87,638607,9158,31737,1063
Northampton,Virginia,2/3,-91,-7,4.43,1.53,11.75,5.7,892909,4.04,2.22,9.86,253953,2707,12489,3683
Northumberland,Virginia,2/3,-111,-6,3.38,1.56,3.81,14.9,883943,0.62,1.12,5.84,959555,30207,37383,3197
Nottoway,Virginia,2/3,-114,-12,2.55,3.17,2.35,15.3,318692,2.06,2.11,3.9,138191,8336,32117,3337
Orange,Virginia,2/3,-62,-6,2.52,0.26,4.69,2.3,234413,1.36,3.83,10.31,548566,39114,42189,4200
Page,Virginia,2/3,-110,-16,4.67,4.54,8.18,4,847985,2.82,4.77,10.04,438012,42532,48590,3470
Patrick,Virginia,2/3,-97,-9,1.94,3.22,3.01,4.8,720889,2.39,1.31,6.2,592878,27047,46920,3336
Pittsylvania,Virginia,2/3,-82,-13,0.36,4.02,6.61,1.2,733077,2.9,3.34,10.75,494184,6063,42911,3638
Powhatan,Virginia,2/3,-114,-11,4.1,1.74,1.78,4.5,735820,4.9,2.55,11.35,569887,12878,11378,1843
Prince Edward,Virginia,2/3,-76,-11,5.27,5.07,2.27,8.2,305544,2.56,3.04,9.3,251445,45817,48253,702
Prince George,Virginia,2/3,-78,-16,1.63,2.48,0.46,4.9,368232,4.05,4.66,7.28,205870,10635,28574,2793
Prince William,Virginia,2/3,-96,-6,2.28,4.32,9.52,16.7,636786,2.59,2.91,2.48,124597,25625,44865,4969
Pulaski,Virginia,2/3,-107,-11,3.34,4,3.14,3.2,536019,3.79,3.29,11.74,924941,16692,5416,615
Rappahannock,Virginia,2/3,-100,-7,3.57,2.94,1.53,16.4,985474,1.77,5.32,4.28,927607,44246,22525,102
Richmond,Virginia,2/3,-109,-14,2.93,1.72,6.85,6.6,740490,5.46,2.84,3.7,851846,2721,47152,4763
Roanoke,Virginia,2/3,-60,-6,0.41,5.22,3.29,8.9,783816,0.12,2.1,5.59,795674,48664,43150,2707
Rockbridge,Virginia,2/3,-108,-8,4.79,4.95,4.06,9.7,827250,2.76,4.17,8.26,552222,14742,42789,634
Rockingham,Virginia,2/3,-69,-8,0.65,3.46,11.72,19.1,749860,1.5,1.98,10.27,524597,29324,38468,1440
Russell,Virginia,2/3,-95,-10,1.21,1.89,7.56,6.6,825339,2.81,1.22,11,649553,11864,49753,4669
Scott,Virginia,2/3,-119,-12,0.71,1.98,0.89,11.7,963835,3.93,5.49,8.03,775232,28009,34906,4819
Shenandoah,Virginia,2/3,-78,-16,1.96,1.62,2.02,2.7,636883,3.97,1.09,1.78,569974,24038,18737,957
Smyth,Virginia,2/3,-79,-16,0.83,4.08,6.82,12.9,550874,1.53,0.21,2.74,427172,20165,35405,4289
Southampton,Virginia,2/3,-100,-12,0.83,5.17,7.67,17.3,502587,0.43,0.4,8.47,753936,3102,18298,53
Spotsylvania,Virginia,2/3,-120,-7,0.26,3.01,1.04,13.3,651422,3.95,2.71,3.66,710329,29258,18203,2901
Stafford,Virginia,2/3,-73,-7,3.06,0.96,8.98,11.4,110429,0.83,2.51,3.62,541987,36169,17406,4314
Surry,Virginia,2/3,-95,-9,0.36,4.93,10.08,18.2,192734,3.22,3.14,2.1,835273,37064,44735,649
Sussex,Virginia,2/3,-109,-9,2.64,2.19,4.31,7.4,290185,2.52,2.37,5.33,378587,16452,48489,1622
Tazewell,Virginia,2/3,-109,-8,1.06,1.72,1.25,6.4,878573,5.29,0.86,6.83,681364,31503,32778,1749
Warren,Virginia,2/3,-91,-10,3.7,3.03,10.84,7.6,301378,5.13,1.86,3.55,219013,23392,43049,4602
Washington,Virginia,2/3,-74,-14,2.79,4.13,10.41,10.2,195881,2.34,2.45,8.66,213379,49912,20799,3924
Westmoreland,Virginia,2/3,-82,-6,0.35,2.13,10.23,4.6,774185,2.65,0.96,5.61,358043,24053,18609,4062
Wise,Virginia,2/3,-75,-8,5.29,2.57,3.1,1,981753,3.15,1.58,5.27,855663,48451,22600,2230
Wythe,Virginia,2/3,-76,-12,1.71,1.48,5.38,1.5,629081,0.96,0.87,10.36,486273,31299,31823,1695
York,Virginia,2/3,-120,-15,2.6,1.53,6.55,11.3,475660,2.07,4.96,3.22,341203,22984,16046,3667
"Alexandria, City of",Virginia,2/3,-84,-9,2.62,1.16,9.64,0.5,680257,4.68,1.21,9.54,429783,12888,17054,2399
"Bedford, City of",Virginia,2/3,-97,-9,4,5.11,4.55,3.7,809689,4.64,3.45,8.3,421447,18506,7265,1623
"Bristol, City of",Virginia,2/3,-62,-6,1.37,3.21,5.59,19.9,655751,3.96,0.85,3.89,660860,4902,40421,2364
"Buena Vista, City of",Virginia,2/3,-60,-13,2.72,5.12,9.54,6.1,572676,0.33,2.76,8.54,132949,38874,23560,3389
"Charlottesville, City of",Virginia,2/3,-75,-11,4.68,0.44,3.67,15,156711,4.95,0.15,7.19,157800,37060,43015,1823
"Chesapeake, City of",Virginia,2/3,-119,-7,2.14,4.83,6.12,13.7,564600,0.5,5.05,0.05,840351,3711,34943,4997
"Colonial Heights, City of",Virginia,2/3,-79,-7,3.77,4.28,3.81,18.5,838965,1.5,0.59,5.76,195035,3109,18630,1418
"Covington, City of",Virginia,2/3,-110,-15,0.53,0.1,2.79,12.6,638494,4.89,3.84,8.54,657820,45654,12544,3603
"Danville, City of",Virginia,2/3,-113,-11,3.56,3.66,11.93,10.4,115632,1.78,2.9,5.4,102596,9557,25850,4722
"Emporia, City of",Virginia,2/3,-113,-9,5.49,5.12,8.74,16.1,575746,4.97,4.2,4.5,179940,17475,8146,190
"Fairfax, City of",Virginia,2/3,-94,-8,3.45,0.88,11.62,17.5,120079,5.49,0.77,0.2,788454,5188,15119,4670
"Falls Church, City of",Virginia,2/3,-104,-11,2.51,3.42,4.67,2.4,806276,5.21,4.72,4.67,602808,6503,41902,2179
"Franklin, City of",Virginia,2/3,-89,-8,1.46,0.43,10.01,13.1,689159,3.34,1,6.15,336389,31191,39868,2628
"Fredericksburg, City of",Virginia,2/3,-117,-12,2.25,0.89,11.41,14.6,779232,3.69,4.76,3.05,485921,44898,20496,13
"Galax, City of",Virginia,2/3,-71,-16,5.21,5.05,11.48,2.2,976140,0.79,1.7,3.99,384544,44114,29980,4776
"Hampton, City of",Virginia,2/3,-79,-11,0.3,1.24,0.57,9.3,731862,2.81,0.52,8.83,409370,11631,46750,3516
"Harrisonburg, City of",Virginia,2/3,-84,-11,1.47,4.5,3.51,16.6,788605,2.99,2.44,9.09,972134,8525,39404,1527
"Hopewell, City of",Virginia,2/3,-99,-13,0.71,1.99,7.54,16.9,192860,3.75,2.32,1.66,155498,47406,34112,3753
"Lexington, City of",Virginia,2/3,-64,-11,3.64,0.7,0.95,13.3,896829,5.31,2.1,2.33,291587,2661,46658,2953
"Lynchburg, City of",Virginia,2/3,-89,-11,1.8,4.52,9.47,18.1,908818,3.02,1.05,9.53,859270,16642,47831,1933
"Manassas, City of",Virginia,2/3,-74,-14,3.45,2.56,4.79,10.8,936592,2.54,1.34,1.64,186392,43196,22500,686
"Manassas Park, City of",Virginia,2/3,-92,-15,2.66,3.96,8.35,10.1,327422,2.74,0.71,3.46,154065,43361,15987,3168
"Martinsville, City of",Virginia,2/3,-106,-6,4.48,3.92,7.16,10.1,209647,1.35,3.38,0.21,568771,39020,1566,2280
"Newport News, City of",Virginia,2/3,-118,-14,2.63,0.63,4.07,14.9,384922,1.39,0.72,8.8,109683,38091,15175,1138
"Norfolk, City of",Virginia,2/3,-87,-6,4,1.35,8.45,10.5,407965,4.57,0.69,11.11,195013,17209,14878,1881
"Norton, City of",Virginia,2/3,-101,-7,0.43,5.28,11.52,19,859154,4.91,2.47,4.79,424033,44343,16931,2005
"Petersburg, City of",Virginia,2/3,-89,-8,1.99,1.92,4.44,10.1,790050,3.76,4.62,7.06,410633,48353,3551,3111
"Poquoson, City of",Virginia,2/3,-103,-16,3.84,3.48,1.49,13.5,962247,0.62,5.11,0.21,713058,33298,2594,749
"Portsmouth, City of",Virginia,2/3,-94,-12,4.14,3.77,5.74,15.5,516980,5.31,2.69,4.97,485251,9066,23734,2974
"Radford, City of",Virginia,2/3,-74,-13,4.62,3.66,0.55,8.6,313245,4.06,1.28,8.12,208382,4037,45926,547
"Richmond, City of",Virginia,2/3,-71,-13,3.71,4.84,7.65,18.4,852031,4.12,0.12,6.67,303523,14603,42346,258
"Roanoke, City of",Virginia,2/3,-87,-14,0.8,3.43,9.13,19.6,384128,4.74,1.82,1.61,286308,24943,15037,2799
"Salem, City of",Virginia,2/3,-60,-11,1.86,4.24,1.73,16.1,868014,4.68,5.27,5.92,146253,19636,6913,3534
