Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Portugal,Vodafone(PORTUGAL),268/01,2015-11,-127.81,-10.37,0.2,0.28,0.19,0.99,0.23,0.61,0.12,0.49,846642,5492,97641,8162
Portugal,Optimus (Sonecom),268/03,2015-11,-107.97,-12.28,0.28,0.18,0.63,0.37,0.51,0.89,0.33,0.14,487064,9602,25015,8263
Qatar,Vodafone(QATAR),427/02,2015-11,-67.31,-14.9,0.52,0.02,0.18,0.16,0.7,0.86,0.89,0.28,545711,7375,62241,4306
Qatar,Q-Tel,427/01,2015-11,-87.99,-11.53,0.47,0.48,0.88,0.43,0.45,0.07,0.33,0.69,805192,5463,65775,4944
Romania,Orange (Mobilrom),226/10,2015-11,-115.64,-10.06,0.49,0.52,0.04,0.53,0.75,0.58,0.2,0.19,879727,6172,89902,5576
Russia,MTS(RUSSIA),250/01,2015-11,-150.14,-12.02,0.86,0.42,0.07,0.3,0.09,0.96,0.51,0.25,777583,3667,88042,7782
Russia,MegaFon,250/02,2015-11,-115.82,-12.02,0.91,0.22,0.19,0.99,0.74,0.67,0.69,0.61,709623,8645,85065,9572
Russia,Vimpelcom Beeline (KB Impuls),250/99,2015-11,-97.39,-8.91,1,0.18,0.74,0.66,0.9,0.9,0.73,0.09,444738,2330,82171,8524
Saudi Arabia,Saudi Telecom Company,420/01,2015-11,-79.16,-6.8,0.76,0.39,0.84,0.31,0.54,0.15,0.34,0.34,641861,9006,60364,8361
Saudi Arabia,Mobily,420/03,2015-11,-82.62,-12.9,0.6,0.36,0.46,0.23,0.99,0.08,0.25,0.93,844093,8953,78688,8477
SERBIA,Telenor Serbia,220/01,2015-11,-104.48,-14.52,0.69,0.48,0.53,0.3,0.39,0.44,0.99,0.82,467179,6200,36934,5190
Singapore,Mobile One,525/03,2015-11,-106.9,-8.87,0.51,0.88,0.4,0.64,0.33,0.97,0.26,0.7,991368,2991,38550,3531
Singapore,Starhub,525/05,2015-11,-64.04,-14.58,0.12,0.06,0.17,0.19,0.15,0.85,0.94,0.25,824698,4930,18269,7777
Singapore,SingTel,525/01,2015-11,-135.85,-14.6,0.55,0.56,0.38,0.17,0.63,0.26,0.75,0.19,828603,9779,46329,8912
Slovak Republic,Orange (ex Globtel),231/01,2015-11,-140.91,-6.88,0.5,0.99,0.34,0.91,0.25,0.21,0.53,0.27,659784,1541,27155,8440
Slovenia,SI Mobil,293/40,2015-11,-158.43,-14.23,0.71,0.38,0.47,0.21,0.02,0.4,0.14,0.55,179431,2830,67836,2642
South Africa,Vodacom(SOUTH AFRICA),655/01,2015-11,-74.3,-6.18,0.58,0.87,0.32,0.45,0.59,0.46,0.84,0.16,212498,4947,17615,7226
South Africa,MTN(SOUTH AFRICA),655/10,2015-11,-95.74,-12.5,0.98,0.06,0.4,0.78,0.62,0.87,0.69,0.47,144661,2286,28634,2795
South Korea,KT (KTF),450/08,2015-11,-75.82,-9.31,0.13,0.35,0.29,0.55,0.57,0.23,0.03,0.03,111873,2573,89753,1561
South Korea,SK Telecom,450/05,2015-11,-96.72,-6.38,0.3,0.59,0.7,0.16,0.45,0.44,0.16,0.36,797024,2804,73500,7979
Spain,Orange/Amena,214/03,2015-11,-155.42,-6.2,0.67,0.96,0.2,0.58,0.34,0.19,0.48,0.84,960579,4125,59775,2289
Spain,Vodafone (AirTel),214/01,2015-11,-64.95,-13.97,0.52,0.7,0.56,0.44,0.42,0.92,0.7,0.04,538405,9749,39102,5624
Spain,Xfera Yoigo,214/04,2015-11,-117.3,-13.86,0.96,0.44,0.15,0.87,0.07,0.8,0.4,0.94,919120,8781,87799,7861
Spain,Telefonica Moviles(SPAIN),214/07,2015-11,-140.45,-9.41,0.23,0.1,0.02,0.1,0.52,0.52,0.55,0.14,251038,9807,86925,9993
Sweden,Tele2 - Comviq,240/07,2015-11,-149.02,-11.16,0.19,0.46,0.92,0.24,0.02,0.55,0.45,0.61,635020,8215,10286,2781
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2015-11,-81.79,-12.19,0.9,0.53,0.96,0.36,1,0.47,0.23,0.51,705560,3049,61611,4269
Sweden,TeliaSonera Mobile,240/01,2015-11,-140.46,-14.18,0.33,0.2,0.02,0.4,0.11,0.51,0.64,0.85,806677,4939,26840,5420
Switzerland,Swisscom,228/01,2015-11,-115.65,-13.9,0.6,0.53,0.63,0.26,0.71,0.21,0.03,0.35,448654,3613,51523,4507
Switzerland,Sunrise DiAx,228/02,2015-11,-143.71,-10,0.89,0.64,0.86,0.45,0.16,0.29,0.39,0.76,882922,2725,58187,7391
Switzerland,Orange(SWITZERLAND),228/03,2015-11,-142.39,-6.06,0.42,0.08,0.24,0.44,0.93,0.46,0.68,0.06,395250,9832,36095,7332
Thailand,True Move  HSPA,520/00,2015-11,-99.25,-12.87,0.53,0.9,0.41,0.64,0.95,0.39,0.27,0.33,921884,8696,91946,7615
Thailand, AIS,520/03,2015-11,-137.96,-7.96,0.45,0.16,0.66,0.8,0.16,0.6,0.21,0.4,711562,8529,86274,4833
Turkey,Vodafone (TelSim),286/02,2015-11,-118.99,-11.77,0.7,0.3,0.65,0.69,0.3,0.38,0.38,0.12,183874,2134,89985,7526
Turkey,Turkcel,286/01,2015-11,-93.51,-8.13,0.79,0.34,0.09,0.03,0.45,0.77,0.89,0.1,911492,6677,45406,9856
United Arab Emirates,Etisalat(UAE),424/02,2015-11,-95.12,-13.78,0.84,0.27,0.51,0.67,0.02,0.85,0.97,0.74,999632,3175,26247,2786
United Arab Emirates,Du,424/03,2015-11,-158.31,-12.95,0.3,0.58,0.27,0.82,0.81,0.23,0.98,0.54,971125,3731,33704,6205
United Kingdom,Vodafone(UK),234/15,2015-11,-108.47,-8.94,0.33,0.71,0.2,0.21,0.63,0.85,0.69,0.73,287691,1700,41192,1788
United Kingdom,Everything Everywhere,234/30,2015-11,-123.97,-12.93,0.55,0.4,0.66,0.07,0.07,0.76,0.76,0.1,117026,6239,94167,6061
United Kingdom,Telefonica O2 (CellNet),234/10,2015-11,-123.95,-9.56,0.15,0.34,0.22,0.44,0.13,0.67,0.66,0.92,620689,9968,25760,8324
United Kingdom,Everything Everywhere (ex-Orange),234/33,2015-11,-140.68,-13.37,0.44,0.76,0.54,0.38,0.42,0.38,0.05,0.06,710471,3314,37015,6997
Unted States,AT&T,310/410,2015-11,-101.28,-8.2,0.67,0.25,0.04,0.08,0.97,0.28,0.59,0.22,972593,9826,30211,6021
Unted States,Guamcell Cellular and Paging,310/370,2015-11,-143.36,-6.3,0.89,0.68,0.05,0.13,0.2,0.95,0.97,0.64,613684,5708,83888,2953
Unted States,T-Mobile,310/260,2015-11,-118.74,-10.72,0.8,0.74,0.54,0.43,0.39,0.79,0.32,0.72,449603,5622,82357,8722
Unted States,Verizon Wireless,311/48,2015-11,-88.49,-10.12,0.07,0.92,0.17,0.77,0.1,0.08,0.65,0.86,140067,9788,60162,6487
Albania,Vodafone(ALBANIA),276/02,2015-12,-103.35,-7.69,0.92,0.39,0.35,0.89,0.3,0.05,0.52,0.55,254828,8813,76113,2268
Australia,Vodafone Hutchison,505/03,2015-12,-87.63,-11.52,0.12,0.78,0.71,0.4,0.52,0.92,0.05,0.59,513244,3824,14017,8612
Australia,Optus,505/02,2015-12,-157.16,-13.05,0.53,0.04,0.37,1,0.71,0.22,0.98,0.11,993204,5945,22159,9097
Australia,Telstra,505/01,2015-12,-128.16,-14.51,0.98,0.94,0.07,0.88,0.48,0.06,0.68,0.99,104847,1385,70125,6039
Austria,A1 Austria Telekom (Mobilkom),232/01,2015-12,-141.34,-13.29,0.5,0.47,0.98,0.04,0.34,0.31,0.58,0.87,187905,1398,25964,6367
Austria,H3G(AUSTRIA),232/10,2015-12,-60.98,-8.56,0.82,0.67,0.81,0.06,0.05,0.81,0.77,0.89,952058,2962,81856,8155
Bahrain,Viva,426/04,2015-12,-99.78,-8.59,0.01,0.14,0.37,0.35,0.53,0.87,0.45,0.12,156928,1092,84788,8669
Bahrain,Batelco,426/01,2015-12,-123.39,-6.81,0.12,0.93,0.11,0.32,0.23,0.77,0.11,0.81,858517,7014,88281,5396
Bahrain,Zain/Vodafone/MTC,426/02,2015-12,-136.66,-14.26,0.65,0.2,0.59,0.44,0.29,0.97,0.93,0.92,496387,3623,17648,8692
Belgium,"Base (KPN,Orange)",206/20,2015-12,-60.05,-12.74,0.82,0.39,0.41,0.77,0.24,0.04,0.78,0.85,199304,3586,31640,8253
Belgium,Mobistar S.A.,206/10,2015-12,-149.53,-6.91,0.69,0.64,0.35,0.6,0.78,0.98,0.94,0.44,981485,7427,98440,7141
Belgium,Belgacom Mobile,206/01,2015-12,-95.33,-14.12,0.51,0.58,0.07,0.23,0.01,0.81,0.83,0.06,194324,3993,58996,4040
Brazil,Vivo S.A,724/10,2015-12,-92.73,-8.56,0.81,0.42,0.34,0.54,0.19,0.39,0.49,0.15,250585,3856,23065,3253
Brazil,TIM,724/04,2015-12,-113.26,-14.92,0.19,0.06,0.44,0.04,0.28,0.49,0.12,0.07,348312,2966,16011,5371
Bulgaria,Mobiltel,284/01,2015-12,-73.77,-11.25,0.6,0.18,0.99,0.04,0.26,0.37,0.96,0.11,216726,5801,61928,4203
Canada,Bell Mobility,302/610,2015-12,-86.76,-7.92,0.96,0.22,0.22,0.06,0.3,0.57,0.69,0.73,320211,3624,93050,5233
Canada,Telus Mobility,302/220,2015-12,-136.13,-6.16,0.44,0.17,0.04,0.09,0.82,0.31,0.38,0.22,440450,8532,33086,9939
China,China Mobile,460/07,2015-12,-156.68,-6.93,0.43,0.23,0.08,0.54,0.61,0.49,0.79,0.93,216349,3982,68938,1319
China,China Unicom,460/01,2015-12,-123.35,-10.32,0.12,0.41,0.19,0.83,0.97,0.9,0.58,0.66,624505,4295,98304,1009
China,China Mobile,460/02,2015-12,-74.07,-8.89,0.12,0.81,0.03,0.05,0.58,0.21,0.65,0.05,715057,1948,65630,7195
China,China Mobile,460/00,2015-12,-135.14,-9.1,0.36,0.73,0.43,0.87,0.06,0.84,0.24,0.8,914797,9305,47924,4111
Croatia,Croatian Telecom (ex T- Mobile),219/01,2015-12,-109.4,-13.74,0.49,0.13,0.15,0.65,0.5,0.74,0.18,0.63,214284,4723,12040,8005
Croatia,VIP-net,219/10,2015-12,-106.71,-9.44,0.35,0.99,0.44,0.84,0.14,0.04,0.49,0.77,281075,6368,14240,1946
Czech Republic,Telefonica O2 (Eurotel),230/02,2015-12,-99.11,-11.49,0.52,0.69,0.23,0.91,0.69,0.85,0.24,0.66,604113,2541,21505,7876
Denmark,Telenor (Sonofon),238/02,2015-12,-78.26,-9.87,0.43,0.59,0.86,0.64,0.48,0.43,0.4,0.61,531938,5599,81879,6241
Dominica Rep.,"Orange Dominicana, S.A.",370/01,2015-12,-87.81,-14.51,0.87,0.83,0.17,0.4,0.23,0.67,0.62,0.96,387640,9903,31659,2090
Egypt,Vodafone(EGYPT),602/02,2015-12,-86.92,-12.72,0.53,0.19,0.12,0.53,0.18,0.24,0.11,0.96,126191,3009,98685,2373
Egypt,Etisalat Misr,602/03,2015-12,-133.22,-14.36,0.54,0.16,0.82,1,0.9,0.96,0.14,0.09,445367,6482,96819,1380
Estonia,Tele2(ESTONIA),248/03,2015-12,-61.91,-8.74,0.07,0.6,0.47,0.34,0.49,0.48,0.09,0.5,799891,4018,72188,4309
France,SFR (Cegetel),208/10,2015-12,-159.54,-7.05,0.42,0.67,0.21,0.66,0.51,0.03,0.83,0.48,100627,5092,60624,5267
France,Orange (Iteneris),208/01,2015-12,-155.2,-11.68,0.65,0.4,0.5,0.73,0.22,0.46,0.26,0.15,615839,8834,53395,4728
France,Free Mobile,208/15,2015-12,-116.23,-13.76,0.93,0.8,0.37,0.02,0.12,0.15,0.69,0.95,381293,2346,46149,8327
France,Bouygues,208/20,2015-12,-76.77,-10.15,0.98,0.43,0.68,0.68,0.91,0.5,0.08,0.67,294593,6630,72063,8297
Germany,Telekom Deutschland (T-Mobile),262/01,2015-12,-68.29,-10.95,0.94,0.53,0.02,0.89,0.71,0.52,0.79,0.89,227904,5369,44539,8725
Germany,Vodafone(GERMANY),262/02,2015-12,-157.26,-14.48,0.42,0.69,0.92,0.25,0.53,0.92,0.47,0.72,217986,5029,32862,8844
Germany,Telefonica O2/viag,262/07,2015-12,-130.24,-11.29,0.9,0.45,0.5,0.55,0.32,0.92,0.71,0.46,959327,8521,35550,6238
Germany,E-Plus,262/03,2015-12,-140.8,-13.33,0.58,0.98,0.08,0.22,0.2,0.95,0.2,0.12,274296,9783,49140,9429
Hongkong,China Mobile - Peoples,454/12,2015-12,-83.31,-14.03,0.33,0.91,0.51,0.83,0.33,0.71,0.18,0.18,369649,3479,93981,1222
Hongkong,H3G(HONG KONG),454/03,2015-12,-68.16,-9.21,1,0.56,0.34,0.01,0.8,0.95,0.97,0.54,880168,6971,30370,2991
Hongkong,PCCW-HKT Telephone Limited,454/19,2015-12,-138.93,-10.89,0.51,0.15,0.03,0.29,0.48,0.53,0.3,0.8,126057,8557,61460,6880
Hongkong,SmarTone - Vodafone,454/06,2015-12,-124.88,-7.89,0.17,0.13,0.91,0.33,0.81,0.83,0.3,0.03,783825,9867,21551,1049
Hongkong,CSL (C&W),454/00,2015-12,-124.77,-13.15,0.74,0.06,0.49,0.48,0.69,0.4,0.26,0.44,542361,1436,95079,9869
Hungary,Vodafone(HUNGARY),216/70,2015-12,-81.71,-10.69,0.05,0.35,0.17,0.89,0.35,0.84,0.66,0.54,438636,6952,19935,6580
Hungary,T-Mobile(HUNGARY),216/30,2015-12,-155.86,-7.46,0.2,0.52,0.77,0.7,0.41,1,0.98,0.76,736796,8942,25604,7216
India,Airtel (Karnataka),404/45,2015-12,-148.67,-12.06,0.46,0.61,0.03,0.05,0.9,0.43,0.93,0.73,554635,2140,27791,2319
India,Airtel (Delhi),404/10,2015-12,-69.78,-14.33,0.98,0.73,0.84,0.94,0.56,0.16,0.86,0.1,226138,4942,82956,4826
Indonesia,Indosat (IDNSL),510/01,2015-12,-95.42,-12.13,0.79,0.25,0.51,0.61,0.08,0.91,0.8,0.66,310268,5390,83738,6458
Ireland,Vodafone(IRELAND),272/01,2015-12,-89.88,-8.64,0.88,0.53,0.37,0.57,0.96,0.55,0.08,0.53,908380,6353,52723,3980
Ireland,Meteor,272/03,2015-12,-88.67,-10.17,0.18,0.84,0.97,0.38,0.66,0.63,0.85,0.07,166954,9624,97497,6593
Ireland,Telefonica O2 (East DigiFone),272/02,2015-12,-109.71,-8.03,0.35,0.56,0.1,0.1,0.88,0.16,0.78,0.57,858894,6607,90390,8491
Italy,Vodafone Omnitel,222/10,2015-12,-88.74,-14.88,0.66,0.46,0.29,0.38,0.56,0.44,0.49,0.92,885988,4687,16144,8451
Italy,Wind,222/88,2015-12,-126.51,-11.72,0.09,0.9,0.24,0.06,0.55,0.55,0.91,0.51,613493,6370,61537,3848
Japan,KDDI Corporation,440/51,2015-12,-69.53,-7.51,0.62,0.16,0.12,0.21,0.34,0.47,0.65,0.08,520184,5234,52661,9936
Japan,Soft Bank (Vodafone KK),440/20,2015-12,-79.36,-12.36,0.31,0.01,0.02,0.2,0.26,0.53,0.36,0.39,953891,3927,91538,5057
Japan,KDDI,440/50,2015-12,-128.98,-10.2,0.01,0.45,0.09,0.73,0.64,0.42,0.78,0.92,665524,4817,63963,3977
Japan,NTT Docomo,440/10,2015-12,-114.57,-13.87,0.57,0.61,0.17,0.36,0.03,0.52,0.08,0.28,643298,7962,57651,6510
Jordan,Zain (Fastlink),416/01,2015-12,-128.67,-13.94,0.68,0.67,0.34,0.39,0.55,0.28,0.01,0.65,289758,7658,43905,3363
Jordan,Orange (MobileCom),416/77,2015-12,-154.37,-13.6,0.82,0.45,0.96,0.1,0.89,0.03,0.37,0.67,342152,4634,84520,9839
Kazakhstan ,K-Cell,401/02,2015-12,-120.73,-14.68,0.2,0.09,0.69,0.69,0.77,0.66,0.88,0.04,112021,1635,15134,7019
Kuwait,MTC/Zain,419/02,2015-12,-82.95,-9.24,0.99,0.47,0.83,0.1,0.04,0.55,0.91,0.82,127142,7244,92653,4992
Kuwait,Viva (KTC),419/04,2015-12,-69.42,-7.32,0.29,0.29,0.8,0.87,0.79,0.4,0.55,0.26,262539,1645,30575,5150
Lebanon,MTC (MIC 2 Touch),415/03,2015-12,-101.49,-13.28,0.62,0.57,0.61,0.47,0.42,0.71,0.65,0.58,808812,6093,60320,4780
Luxembourg,Tango,270/77,2015-12,-74.41,-12.02,0.48,0.3,0.55,0.16,0.63,0.23,0.15,0.21,468729,2821,21794,6915
Macao,CTM,455/01,2015-12,-103.41,-6.93,0.16,0.46,0.99,0.52,0.86,0.52,0.63,0.27,372256,1964,21234,5093
Macao,Hutchison 3,455/03,2015-12,-128.76,-10.76,0.35,0.09,0.47,0.68,0.01,0.15,0.54,0.53,530574,9380,16293,6676
Malaysia,Celcom,502/19,2015-12,-84.81,-12.92,0.77,0.65,0.31,0.57,0.09,0.24,0.77,0.23,956163,9732,52141,9617
Malaysia,DiGi  Telecommunication,502/16,2015-12,-146.83,-9.76,0.69,0.19,0.92,0.8,0.91,0.49,0.59,0.18,101158,5937,29317,6428
Malaysia,Maxis,502/12,2015-12,-72.41,-13.93,0.66,0.62,1,0.92,0.34,0.14,0.79,0.94,260002,8008,65408,4153
Malta,Vodafone(MALTA),278/01,2015-12,-155.46,-8.12,0.66,0.93,0.38,0.88,0.69,0.87,0.82,0.8,606178,8063,39146,8547
Mauritius,Cellplus Orange,617/01,2015-12,-114.46,-7.38,0.43,0.58,0.65,0.13,0.02,0.82,0.37,0.8,221939,9267,39228,2704
Netherlands,Vodafone(NETHERLANDS),204/04,2015-12,-91.24,-8.06,0.63,0.98,0.01,0.02,0.34,0.76,0.48,0.86,304657,9947,44308,7432
Netherlands,T-mobile (ex Ben),204/16,2015-12,-67.29,-8.87,0.06,0.6,0.69,0.78,0.18,0.22,0.04,0.15,170607,2621,26400,3721
New Zealand,Vodafone(NEW ZEALAND),530/01,2015-12,-146.9,-12.09,0.88,0.92,0.29,0.9,0.79,0.1,0.65,0.48,735059,3238,59459,6776
Nigeria,EMTS,621/60,2015-12,-79.19,-12.67,0.84,0.03,0.44,0.38,0.9,0.5,0.78,0.95,992426,1314,18786,8515
Norway,Telenor Mobile,242/01,2015-12,-140.69,-9.33,0.78,0.19,0.88,0.65,0.27,0.2,0.51,0.7,571162,8923,86257,4210
Norway,NetCom TeliaSonera,242/02,2015-12,-131.05,-6.71,0.87,0.05,0.92,0.3,0.3,0.16,0.79,0.86,829765,4489,66475,4274
Oman,Nawras,422/03,2015-12,-149.12,-13.76,0.7,0.84,0.39,0.88,0.57,0.99,0.55,0.03,958358,6225,65976,1636
Oman,Oman Mobile - GTO (Omantel),422/02,2015-12,-63.46,-11.26,0.31,0.64,0.17,0.92,0.82,0.11,0.64,0.56,428416,2873,55040,3838
Philippines,Smart,515/03,2015-12,-100.5,-7.98,0.74,0.25,0.28,0.98,0.9,0.64,0.46,0.92,816544,8486,82724,9160
Poland,"T-Mobile (ERA,PTC)",260/02,2015-12,-154.76,-12.73,0.68,0.29,0.75,0.98,0.61,0.72,0.56,0.75,575017,9110,77250,6839
Poland,Orange/Centertel,260/03,2015-12,-146.99,-9.18,0.42,0.43,0.04,0.78,0.09,0.73,0.87,0.28,629900,3227,81544,2244
Portugal,Vodafone(PORTUGAL),268/01,2015-12,-87.68,-8.71,0.24,0.42,0.18,0.31,0.01,0.13,0.07,0.62,176260,2474,76075,1126
Portugal,Optimus (Sonecom),268/03,2015-12,-69.99,-6.56,0.97,0.46,0.75,0.13,0.58,0.57,0.93,0.88,144470,1941,25330,2426
Qatar,Vodafone(QATAR),427/02,2015-12,-111.47,-10.88,1,0.08,0.13,0.17,0.27,0.36,0.57,0.51,645071,6691,85757,9508
Qatar,Q-Tel,427/01,2015-12,-106.42,-10.34,0.13,0.65,0.51,0.09,0.97,0.8,0.56,0.17,934087,3466,47371,8657
Romania,Orange (Mobilrom),226/10,2015-12,-69.71,-12.95,0.86,0.69,0.97,0.12,0.1,0.14,0.64,0.83,727703,1989,94450,5672
Russia,MTS(RUSSIA),250/01,2015-12,-138.46,-14.57,0.28,0.62,0.58,0.36,0.44,0.49,0.46,0.88,164560,8498,98863,6158
Russia,MegaFon,250/02,2015-12,-62.11,-13.76,0.13,0.39,0.65,0.02,0.24,0.34,0.48,0.94,810264,4567,85965,9987
Russia,Vimpelcom Beeline (KB Impuls),250/99,2015-12,-104.76,-12.96,0.64,0.66,0.55,0.66,0.3,0.53,0.2,0.11,306480,2507,26624,3274
Saudi Arabia,Saudi Telecom Company,420/01,2015-12,-137.41,-11.49,0.87,0.77,0.87,0.46,0.2,0.03,0.84,0.54,409197,5423,39648,7748
Saudi Arabia,Mobily,420/03,2015-12,-96.8,-14.73,0.61,0.7,0.65,0.23,0.07,0.04,0.04,0.82,698864,7979,12225,1219
SERBIA,Telenor Serbia,220/01,2015-12,-119.2,-14.01,0.44,0.53,0.85,0.72,0.73,0.6,0.1,0.67,662063,8695,35386,9297
Singapore,Mobile One,525/03,2015-12,-139.33,-10.9,0.8,0.23,0.15,0.33,0.69,0.07,0.65,0.44,547632,6576,90879,3595
Singapore,Starhub,525/05,2015-12,-117.5,-6.67,0.46,0.28,0.79,0.42,0.39,0.01,0.91,0.7,399666,1963,34072,2846
Singapore,SingTel,525/01,2015-12,-152.35,-11.63,0.85,0.34,0.76,0.38,0.38,0.38,0.86,0.89,366502,7325,95120,3928
Slovak Republic,Orange (ex Globtel),231/01,2015-12,-75.64,-13.34,0.12,0.25,0.23,0.52,0.36,0.37,0.29,0.1,906566,4256,69799,8074
Slovenia,SI Mobil,293/40,2015-12,-124.95,-7.15,0.42,0.06,0.12,0.7,0.77,0.2,0.55,0.04,727807,3215,62303,2272
South Africa,Vodacom(SOUTH AFRICA),655/01,2015-12,-70,-13.26,0.3,0.72,0.89,1,0.59,0.23,0.1,0.02,453314,1609,52301,5355
South Africa,MTN(SOUTH AFRICA),655/10,2015-12,-89.27,-13.79,0.2,0.57,0.6,0.38,0.82,0.82,0.96,0.5,691945,5523,90204,2663
South Korea,KT (KTF),450/08,2015-12,-93.91,-10.39,0.98,0.15,0.96,0.73,0.79,0.91,0.49,0.75,938028,3785,40834,9825
South Korea,SK Telecom,450/05,2015-12,-113.83,-12.56,0.64,0.14,0.92,0.59,0.45,0.61,0.59,0.88,667226,9227,81209,2683
Spain,Orange/Amena,214/03,2015-12,-123.3,-11.39,0.46,0.76,0.71,0.87,0.02,0.38,0.35,0.31,591101,8798,82038,2340
Spain,Vodafone (AirTel),214/01,2015-12,-95.37,-9.77,0.21,0.11,1,0.11,0.38,0.53,0.52,0.18,198492,1492,58511,2688
Spain,Xfera Yoigo,214/04,2015-12,-121.39,-6.47,0.19,0.22,0.13,0.7,0.77,0.34,0.02,0.05,540933,6014,94915,5804
Spain,Telefonica Moviles(SPAIN),214/07,2015-12,-71.14,-8.94,0.97,0.52,0.25,0.65,0.69,0.46,0.3,0.43,710197,3894,26065,3700
Sweden,Tele2 - Comviq,240/07,2015-12,-72.98,-10.93,0.33,0.51,0.43,0.99,0.15,0.52,0.07,0.07,999372,3902,69769,7819
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2015-12,-124.9,-11.03,0.68,0.78,0.52,0.4,0.27,0.14,0.92,0.04,336842,7416,70633,8846
Sweden,TeliaSonera Mobile,240/01,2015-12,-67.61,-9.64,0.56,0.08,0.82,0.38,0.23,0.56,0.66,0.59,769987,8108,68503,2460
Switzerland,Swisscom,228/01,2015-12,-93.7,-13.94,1,0.33,0.95,0.58,0.74,0.15,0.96,0.38,901228,4429,66551,6150
Switzerland,Sunrise DiAx,228/02,2015-12,-150.37,-14.48,0.04,0.79,0.37,0.47,0.52,0.25,0.31,0.38,621115,4849,87164,4210
Switzerland,Orange(SWITZERLAND),228/03,2015-12,-80.32,-12.05,0.99,0.75,0.35,0.39,0.39,0.74,0.03,0.94,652183,8705,91958,2221
Thailand,True Move  HSPA,520/00,2015-12,-114.04,-7.86,0.05,0.41,0.5,0.78,0.46,0.63,0.15,0.84,203221,4109,59622,8125
Thailand, AIS,520/03,2015-12,-146,-13.87,0.9,0.83,0.86,0.33,0.36,0.53,0.17,0.57,676907,6808,82222,5956
Turkey,Vodafone (TelSim),286/02,2015-12,-147.5,-10.04,0.35,0.55,0.16,0.2,0.12,0.14,0.2,0.76,368062,6040,81778,4064
Turkey,Turkcel,286/01,2015-12,-82.69,-6.32,0.11,0.84,0.64,0.03,0.71,0.48,0.79,0.33,523261,9525,83916,4046
United Arab Emirates,Etisalat(UAE),424/02,2015-12,-130.66,-10.83,0.8,0.71,0.2,0.3,0.08,0.69,0.32,0.26,252344,7368,49563,5450
United Arab Emirates,Du,424/03,2015-12,-79.62,-13.75,0.64,0.2,0.46,0.57,0.34,0.17,0.11,0.09,220344,8827,31563,6926
United Kingdom,Vodafone(UK),234/15,2015-12,-107.45,-7.78,0.66,0.7,0.36,0.1,0.34,0.64,0.21,0.53,876179,1911,79748,5470
United Kingdom,Everything Everywhere,234/30,2015-12,-109.19,-10.74,0.22,0.61,0.05,0.67,0.67,0.3,0.64,0.74,316197,5663,20986,2909
United Kingdom,Telefonica O2 (CellNet),234/10,2015-12,-67.59,-13.45,0.01,0.6,0.75,0.66,0.87,0.91,0.47,0.22,528895,1191,56828,6729
United Kingdom,Everything Everywhere (ex-Orange),234/33,2015-12,-133.92,-6.73,0.4,0.56,0.15,0.71,0.61,0.95,0.24,0.36,365979,5401,93643,7609
Unted States,AT&T,310/410,2015-12,-123.15,-7.77,0.05,0.57,0.74,0.01,0.11,0.59,0.21,0.1,753689,6281,60495,9423
Unted States,Guamcell Cellular and Paging,310/370,2015-12,-131.22,-13.88,0.24,0.24,0.96,0.67,0.15,0.72,0.66,0.14,103371,3245,35697,3513
Unted States,T-Mobile,310/260,2015-12,-154.26,-9.05,0.6,0.99,0.55,0.87,0.68,0.56,0.24,0.61,638109,7199,53000,1495
Unted States,Verizon Wireless,311/48,2015-12,-129.41,-6.67,0.85,0.68,0.28,0.72,0.98,0.18,0.42,0.94,340073,6614,92633,9641
Albania,Vodafone(ALBANIA),276/02,2016-1,-93.53,-8.78,0.99,0.82,0.67,0.46,0.76,0.6,0.55,0.1,209808,2693,85011,6781
Australia,Vodafone Hutchison,505/03,2016-1,-138.54,-8.91,0.96,0.19,0.53,0.25,0.43,0.04,0.34,0.87,494056,6201,22131,1397
Australia,Optus,505/02,2016-1,-60.67,-11.63,0.62,0.86,0.67,0.36,0.24,0.67,0.11,0.86,202767,6608,68885,7101
Australia,Telstra,505/01,2016-1,-74.22,-7.64,0.28,0.89,0.82,0.12,0.94,0.54,0.59,0.89,779841,9883,30069,3436
Austria,A1 Austria Telekom (Mobilkom),232/01,2016-1,-128.14,-14.14,0.04,0.34,0.72,0.87,0.51,0.11,0.79,0.14,390050,6282,22458,8731
Austria,H3G(AUSTRIA),232/10,2016-1,-96.79,-11.16,0.25,0.06,0.76,0.1,0.88,0.93,0.86,0.65,251558,6461,70388,6419
Bahrain,Viva,426/04,2016-1,-105.21,-13.33,0.48,0.71,0.02,0.74,0.88,0.83,0.41,0.91,683897,2481,32697,6036
Bahrain,Batelco,426/01,2016-1,-75.56,-11.18,0.69,0.96,0.27,0.93,0.87,0.79,0.31,0.81,955979,6145,68515,2427
