Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Slovak Republic,Orange (ex Globtel),231/01,W26,-64.38,-14.78,0.86,0.53,0.18,0.7,0.18,0.84,0.65,0.96,657257,5114,44634,7770
Slovenia,SI Mobil,293/40,W26,-90.77,-11.35,0.57,0.68,0.12,0.79,0.92,0.6,0.67,0.05,509855,8156,68932,9877
South Africa,Vodacom(SOUTH AFRICA),655/01,W26,-64.78,-9.17,0.02,0.29,0.37,0.01,0.45,0.98,0.48,0.94,858226,5637,92742,1492
South Africa,MTN(SOUTH AFRICA),655/10,W26,-129.47,-12.54,0.52,0.38,0.45,0.76,0.75,0.34,0.22,0.09,475643,6826,17588,7773
South Korea,KT (KTF),450/08,W26,-112.14,-7.54,0.97,0.16,0.91,0.74,0.06,0.23,0.18,0.56,533823,1792,40309,3733
South Korea,SK Telecom,450/05,W26,-133.39,-13.95,0.67,0.1,0.35,0.27,0.85,0.55,0.83,0.79,729979,5131,75426,8775
Spain,Orange/Amena,214/03,W26,-88.95,-13.46,0.44,0.21,0.74,0.89,1,0.4,0.26,0.52,646313,6437,80412,2011
Spain,Vodafone (AirTel),214/01,W26,-105.82,-13.69,0.33,0.42,0.32,0.75,0.71,0.9,0.62,0.35,330979,1226,12880,3319
Spain,Xfera Yoigo,214/04,W26,-115.17,-6.68,0.64,0.25,0.29,0.3,0.44,0.92,0.93,0.96,159094,7298,94747,3927
Spain,Telefonica Moviles(SPAIN),214/07,W26,-146.95,-8.94,0.38,0.15,0.56,0.32,0.44,0.55,0.96,0.33,954923,8057,56274,8412
Sweden,Tele2 - Comviq,240/07,W26,-84.89,-12.12,0.66,1,0.3,0.65,0.57,0.56,0.67,0.12,380807,5933,13666,1205
Sweden,"Telenor (Vodafone,Europolitn)",240/08,W26,-62.87,-11.96,0.5,0.56,0.12,0.25,0.46,0.73,0.76,0.08,177935,6543,12053,8950
Sweden,TeliaSonera Mobile,240/01,W26,-82.63,-11.06,0.19,0.27,0.38,0.22,0.87,0.71,0.06,0.39,958938,7599,17375,8164
Switzerland,Swisscom,228/01,W26,-114.34,-6.77,0.96,0.2,0.65,0.67,0.56,0.84,0.89,0.56,410219,7033,11901,8614
Switzerland,Sunrise DiAx,228/02,W26,-85.61,-14.02,0.34,0.84,0.28,0.34,0.52,0.3,0.87,0.04,506064,2973,15623,3611
Switzerland,Orange(SWITZERLAND),228/03,W26,-115.87,-14.31,0.17,0.99,0.25,0.48,0.47,0.43,0.25,0.61,380170,6497,23545,2991
Thailand,True Move  HSPA,520/00,W26,-117.53,-11.54,0.7,0.51,0.73,0.6,0.95,0.86,0.7,0.48,626396,1576,20611,8907
Thailand, AIS,520/03,W26,-149.53,-14.6,0.61,0.26,0.96,0.14,0.72,0.69,0.01,0.77,629408,1640,29466,4547
Turkey,Vodafone (TelSim),286/02,W26,-81.56,-12.32,0.61,0.15,0.15,0.54,0.54,0.78,0.55,0.9,126595,2578,75998,9798
Turkey,Turkcel,286/01,W26,-121.97,-10.29,0.35,0.5,0.44,0.44,0.77,0.57,0.67,0.25,896398,5533,19960,5960
United Arab Emirates,Etisalat(UAE),424/02,W26,-125.63,-11.13,0.67,0.79,0.51,0.05,0.94,0.25,0.89,0.73,971525,5956,51778,6594
United Arab Emirates,Du,424/03,W26,-101.68,-7.45,0.36,0.67,0.88,0.25,0.21,0.2,0.31,0.32,625568,2888,30365,5954
United Kingdom,Vodafone(UK),234/15,W26,-96.16,-12.24,0.27,0.17,0.42,0.71,0.83,0.93,0.6,0.46,769950,4464,15582,2890
United Kingdom,Everything Everywhere,234/30,W26,-134.72,-10.49,0.12,0.05,0.69,0.51,0.28,0.19,0.75,0.67,790718,5301,16834,4592
United Kingdom,Telefonica O2 (CellNet),234/10,W26,-72.08,-10.72,0.25,0.61,0.12,0.88,0.31,0.5,0.93,0.63,942522,6900,58542,2405
United Kingdom,Everything Everywhere (ex-Orange),234/33,W26,-123.32,-9.28,0.48,0.56,0.68,0.22,0.3,0.76,0.84,0.44,518253,8635,95058,3897
Unted States,AT&T,310/410,W26,-158.55,-7.24,0.9,0.1,0.79,0.51,0.72,0.38,0.29,0.18,913473,9952,32319,8542
Unted States,Guamcell Cellular and Paging,310/370,W26,-105.94,-7.1,0.07,0.15,0.74,0.63,0.46,0.98,0.69,0.42,335177,6333,32046,2484
Unted States,T-Mobile,310/260,W26,-108.6,-13.47,1,0.98,0.76,0.13,0.83,0.74,0.31,0.55,884334,7724,35752,9450
Unted States,Verizon Wireless,311/48,W26,-157.45,-6.57,0.67,0.3,0.09,0.06,0.62,0.5,0.49,0.74,490244,1474,89259,5133
Albania,Vodafone(ALBANIA),276/02,W27,-73.35,-7.84,0.96,0.55,0.29,0.99,0.34,0.09,0.55,0.23,668091,8992,17165,6352
Australia,Vodafone Hutchison,505/03,W27,-98.72,-12.23,0.27,0.46,0.55,0.24,0.81,0.13,0.45,0.44,835047,4685,66086,1957
Australia,Optus,505/02,W27,-103.33,-11.98,0.58,0.02,0.63,0.6,0.85,0.92,0.9,0.25,309171,1991,75718,9000
Australia,Telstra,505/01,W27,-154.94,-13.46,0.58,1,0.18,0.62,0.6,0.58,0.92,0.34,717520,9982,19238,6808
Austria,A1 Austria Telekom (Mobilkom),232/01,W27,-94.36,-12.75,0.34,0.78,0.08,0.96,0.88,0.42,0.85,0.6,515193,5107,44915,2105
Austria,H3G(AUSTRIA),232/10,W27,-91.34,-6.29,0.41,0.1,0.6,0.55,0.23,0.48,0.55,0.5,419846,8190,86856,2347
Bahrain,Viva,426/04,W27,-150.08,-12.56,0.49,0.18,0.24,0.21,0.46,0.75,0.59,0.41,472268,5722,96755,2098
Bahrain,Batelco,426/01,W27,-85.68,-6.88,0.71,0.64,0.16,0.63,0.44,0.69,0.18,0.5,227623,3058,18849,5315
Bahrain,Zain/Vodafone/MTC,426/02,W27,-103.94,-12.28,0.89,0.73,0.54,0.74,0.68,0.49,0.61,0.78,288568,8114,97911,5891
Belgium,"Base (KPN,Orange)",206/20,W27,-97.63,-13.84,0.99,0.95,0.47,0.43,0.22,0.38,0.23,0.59,303831,2918,60194,4381
Belgium,Mobistar S.A.,206/10,W27,-105.19,-11.08,0.07,0.22,0.24,0.96,0.3,0.75,0.14,0.8,958172,6914,32552,7369
Belgium,Belgacom Mobile,206/01,W27,-60,-11.58,0.31,0.28,0.06,0.73,0.59,0.04,0.39,0.25,213880,1531,69665,8132
Brazil,Vivo S.A,724/10,W27,-142.73,-8.74,0.42,0.03,0.25,0.95,0.81,0.15,0.47,0.82,918074,9843,51090,9534
Brazil,TIM,724/04,W27,-76.9,-11.92,0.29,0.07,0.1,0.42,0.17,0.02,0.74,0.5,902866,6078,54870,2361
Bulgaria,Mobiltel,284/01,W27,-139.85,-6.15,0.81,0.38,0.56,0.04,0.05,0.55,0.63,0.41,784137,1954,77257,4130
Canada,Bell Mobility,302/610,W27,-108.05,-6.41,0.81,0.69,0.03,0.6,0.42,0.78,0.87,0.39,166572,3039,71510,1450
Canada,Telus Mobility,302/220,W27,-156.49,-12.42,0.2,0.24,0.26,0.96,0.19,0.11,0.12,0.96,310706,6057,82975,6514
China,China Mobile,460/07,W27,-104.33,-9.55,0.62,0.58,0.73,0.49,0.36,0.52,0.59,0.89,834896,9688,68077,4838
China,China Unicom,460/01,W27,-62.2,-6.5,0.84,0.48,0.09,0.84,0.09,0.42,0.84,0.24,954638,3009,27197,8934
China,China Mobile,460/02,W27,-149.46,-8.88,0.73,0.67,0.69,0.52,0.49,0.92,0.94,0.75,326495,6685,87776,8748
China,China Mobile,460/00,W27,-95.45,-12.02,0.2,0.43,0.4,0.99,0.35,0.56,0.7,0.86,273757,3207,20581,9700
Croatia,Croatian Telecom (ex T- Mobile),219/01,W27,-121.85,-7.59,0.31,0.69,0.34,0.25,0.72,0.75,0.96,0.31,847268,1459,90901,4645
Croatia,VIP-net,219/10,W27,-99.15,-13.33,0.44,0.92,0.4,0.75,0.09,0.99,0.23,0.44,611072,4719,48389,8948
Czech Republic,Telefonica O2 (Eurotel),230/02,W27,-101.22,-14.31,0.36,0.76,0.98,0.99,0.42,0.11,0.12,0.08,681682,5928,27624,6245
Denmark,Telenor (Sonofon),238/02,W27,-77.55,-9.76,0.53,0.59,0.13,0.36,0.88,0.67,0.1,0.27,759588,8075,96916,4518
Dominica Rep.,"Orange Dominicana, S.A.",370/01,W27,-139.02,-6.39,0.44,0.4,0.45,0.95,0.85,0.99,0.19,0.92,732042,3241,57068,3744
Egypt,Vodafone(EGYPT),602/02,W27,-139.86,-11.26,0.75,0.62,0.6,0.16,0.06,0.34,0.81,0.47,574445,6653,84398,8909
Egypt,Etisalat Misr,602/03,W27,-60.31,-10.14,0.56,0.5,0.83,0.7,0.07,0.06,0.71,0.7,310292,6953,92361,6925
Estonia,Tele2(ESTONIA),248/03,W27,-140.9,-12.96,0.5,0.44,0.88,0.32,0.36,0.92,0.03,0.98,157271,6245,29090,5658
France,SFR (Cegetel),208/10,W27,-147.61,-10.33,0.12,0.8,0.94,0.6,0.75,0.09,0.08,0.63,169795,6532,11374,8198
France,Orange (Iteneris),208/01,W27,-121.71,-11.47,0.6,0.72,0.01,0.06,0.18,0.58,0.39,0.27,259168,5395,84606,8541
France,Free Mobile,208/15,W27,-114.95,-10.32,0.74,0.03,0.16,0.94,0.8,0.79,0.88,1,479194,7891,76418,5760
France,Bouygues,208/20,W27,-81.28,-10.64,0.79,0.36,0.78,0.98,0.82,0.61,0.31,0.4,559629,8141,43512,3749
Germany,Telekom Deutschland (T-Mobile),262/01,W27,-145.85,-8.19,0.99,0.65,0.64,0.28,0.6,0.85,0.18,0.25,429274,2913,21167,7573
Germany,Vodafone(GERMANY),262/02,W27,-87.25,-13.09,0.98,0.96,0.5,0.37,0.62,0.79,1,0.74,856761,1261,97116,2383
Germany,Telefonica O2/viag,262/07,W27,-123.1,-6.88,0.65,0.88,0.05,0.65,0.16,0.13,0.18,0.83,120967,1826,10921,7420
Germany,E-Plus,262/03,W27,-134.71,-10.49,0.92,0.94,0.94,0.67,0.09,0.74,0.88,0.43,819248,5384,41699,4967
Hongkong,China Mobile - Peoples,454/12,W27,-92.54,-6.34,0.72,0.79,0.84,0.62,0.47,0.06,0.55,0.39,325232,7402,64559,7642
Hongkong,H3G(HONG KONG),454/03,W27,-134.64,-10.35,0.92,0.97,0.14,0.75,0.96,0.52,0.53,0.19,756918,1289,57708,1945
Hongkong,PCCW-HKT Telephone Limited,454/19,W27,-102.96,-14.54,0.77,0.19,0.93,0.37,0.75,0.29,0.08,0.8,336338,6903,52178,7129
Hongkong,SmarTone - Vodafone,454/06,W27,-89.86,-13.68,0.39,0.64,0.48,0.88,0.17,0.47,0.66,0.23,154605,7086,41225,3004
Hongkong,CSL (C&W),454/00,W27,-138.16,-8.99,0.25,0.4,0.95,0.87,0.62,0.25,0.37,0.68,378794,8719,55330,8220
Hungary,Vodafone(HUNGARY),216/70,W27,-150.22,-10.78,0.43,0.27,0.12,0.14,0.09,0.52,0.34,0.44,491976,8948,20640,3712
Hungary,T-Mobile(HUNGARY),216/30,W27,-93.18,-6.57,0.7,0.33,0.52,0.57,0.62,0.02,0.33,0.02,682836,5486,75017,1548
India,Airtel (Karnataka),404/45,W27,-127.23,-9.5,0.7,0.07,0.56,0.25,0.1,0.57,0.82,0.25,160379,3782,23037,8305
India,Airtel (Delhi),404/10,W27,-135.74,-7.93,0.09,0.85,0.79,0.98,0.7,0.79,0.92,0.98,443804,1268,61548,5254
Indonesia,Indosat (IDNSL),510/01,W27,-88.97,-6.99,0.42,0.16,0.96,0.82,0.19,0.16,0.37,0.56,634843,3508,31321,5773
Ireland,Vodafone(IRELAND),272/01,W27,-66.96,-6,0.87,0.73,0.38,0.09,0.57,0.7,0.16,0.12,956546,3800,11937,4048
Ireland,Meteor,272/03,W27,-66.67,-9.38,0.17,0.43,0.2,0.3,0.57,0.38,0.25,0.8,520133,4600,76367,5462
Ireland,Telefonica O2 (East DigiFone),272/02,W27,-137.86,-8.95,0.87,0.94,0.23,0.08,0.02,0.09,0.03,0.82,611462,3285,17487,5479
Italy,Vodafone Omnitel,222/10,W27,-99.9,-7.06,0.91,0.94,0.18,0.61,0.68,0.11,0.29,0.77,223433,8466,49286,7738
Italy,Wind,222/88,W27,-76.69,-8.63,0.43,0.94,0.79,0.27,0.25,0.01,0.36,0.97,624880,8410,69348,2168
Japan,KDDI Corporation,440/51,W27,-111.63,-8.73,0.11,0.35,0.37,0.5,0.21,0.42,0.86,0.7,143666,4828,20060,5980
Japan,Soft Bank (Vodafone KK),440/20,W27,-92.61,-9.1,0.14,0.74,0.31,0.98,0.25,0.61,0.2,0.95,690104,9404,22702,7964
Japan,KDDI,440/50,W27,-63.93,-12.32,0.19,0.35,0.46,0.73,0.13,0.09,0.72,0.8,658194,1207,98065,7305
Japan,NTT Docomo,440/10,W27,-98.03,-10.92,0.53,0.71,0.26,0.27,0.66,0.13,0.73,0.72,971782,2324,42128,7027
Jordan,Zain (Fastlink),416/01,W27,-149.35,-12.1,0.27,0.08,0.46,0.31,0.22,0.59,0.99,0.16,982472,8380,62885,6819
Jordan,Orange (MobileCom),416/77,W27,-103.4,-13.46,0.16,0.07,0.98,0.66,0.45,0.77,0.2,0.63,773081,3136,95014,4493
Kazakhstan ,K-Cell,401/02,W27,-106.18,-7.44,0.18,0.52,0.29,0.57,0.75,0.37,0.7,0.34,231854,9979,95467,4489
Kuwait,MTC/Zain,419/02,W27,-137.92,-14.48,0.51,0.12,0.1,0.73,0.52,0.6,0.09,0.71,448096,7298,56266,3304
Kuwait,Viva (KTC),419/04,W27,-122.32,-12.15,0.2,0.34,0.31,0.72,0.73,0.33,0.94,0.99,979304,6544,17816,3813
Lebanon,MTC (MIC 2 Touch),415/03,W27,-77.21,-13.7,0.93,0.4,0.86,0.62,0.26,0.74,0.4,0.35,357788,4619,53015,3834
Luxembourg,Tango,270/77,W27,-152.97,-12.56,0.4,0.3,0.99,0.39,0.92,0.91,0.35,0.11,936683,3021,39532,4938
Macao,CTM,455/01,W27,-141.65,-6.16,0.77,0.28,0.62,0.16,0.02,0.04,0.1,0.56,126207,3822,79212,1809
Macao,Hutchison 3,455/03,W27,-156.2,-12.84,0.9,0.96,0.2,0.4,0.05,0.18,0.62,0.04,512034,7675,10085,5590
Malaysia,Celcom,502/19,W27,-141.16,-13.3,0.88,0.03,0.08,0.4,0.99,0.97,0.89,0.2,772616,2184,57306,6452
Malaysia,DiGi  Telecommunication,502/16,W27,-61.74,-9.17,0.08,0.28,0.14,0.34,0.19,0.77,0.3,0.86,488050,1962,71867,1041
Malaysia,Maxis,502/12,W27,-79.58,-7.22,0.57,0.96,0.58,0.82,0.09,0.79,0.12,0.91,289529,6689,66595,7320
Malta,Vodafone(MALTA),278/01,W27,-129.99,-8.46,0.89,0.33,0.39,0.91,0.29,0.86,0.66,0.08,848780,1845,77639,4447
Mauritius,Cellplus Orange,617/01,W27,-99.22,-6.3,0.01,0.95,0.79,0.51,0.22,0.7,0.38,0.61,461733,7271,83299,3842
Netherlands,Vodafone(NETHERLANDS),204/04,W27,-77.79,-8.34,0.37,0.21,0.17,0.05,0.76,1,0.52,0.73,204277,8362,92897,1569
Netherlands,T-mobile (ex Ben),204/16,W27,-132.61,-11.72,0.77,0.52,0.19,1,0.16,0.92,0.06,0.99,220428,4473,47878,7297
New Zealand,Vodafone(NEW ZEALAND),530/01,W27,-127.37,-11.47,0.13,0.79,0.99,0.14,0.29,0.48,0.62,0.9,755328,6918,61313,2101
Nigeria,EMTS,621/60,W27,-147.41,-8.65,0.46,0.66,0.92,0.51,0.12,0.85,0.38,0.66,499235,9889,65226,7792
Norway,Telenor Mobile,242/01,W27,-69.99,-13.25,0.65,0.76,0.65,0.01,0.21,0.89,0.45,0.9,781009,8526,93282,4691
Norway,NetCom TeliaSonera,242/02,W27,-149.15,-10.17,0.76,0.72,0.81,0.27,0.59,0.35,0.31,0.85,299463,2482,83022,8284
Oman,Nawras,422/03,W27,-154.31,-13.38,0.79,0.3,0.54,0.83,0.99,0.73,0.14,0.59,629003,8657,83360,5573
Oman,Oman Mobile - GTO (Omantel),422/02,W27,-156.97,-6.51,0.01,0.78,0.88,0.36,0.76,0.98,0.61,0.26,620365,7021,46181,8837
Philippines,Smart,515/03,W27,-114.95,-7.09,0.21,0.25,0.15,0.67,0.88,0.71,0.6,0.19,787898,4610,90082,7247
Poland,"T-Mobile (ERA,PTC)",260/02,W27,-151.83,-11.83,0.97,0.73,0.17,0.23,0.57,0.87,0.8,0.56,147408,9012,93938,2183
Poland,Orange/Centertel,260/03,W27,-105.55,-14.42,0.75,0.71,0.13,0.86,0.15,0.04,0.06,0.52,108528,2405,67414,3550
Portugal,Vodafone(PORTUGAL),268/01,W27,-99.19,-8.57,0.89,0.56,0.09,0.82,0.66,0.19,0.41,0.33,698688,6468,95327,9315
Portugal,Optimus (Sonecom),268/03,W27,-68.45,-12.98,0.44,0.55,0.6,0.08,0.65,0.19,0.94,0.15,106286,4052,28870,9906
Qatar,Vodafone(QATAR),427/02,W27,-122.63,-13.25,0.54,0.99,0.17,0.97,0.06,0.05,0.43,0.65,287742,3798,96552,1162
Qatar,Q-Tel,427/01,W27,-104.9,-7.81,0.09,0.6,0.13,0.68,0.1,0.26,0.6,0.03,862660,6925,59651,8666
Romania,Orange (Mobilrom),226/10,W27,-93.3,-9.26,0.83,0.24,0.18,0.57,0.95,0.65,0.05,0.03,768715,2691,22990,6500
Russia,MTS(RUSSIA),250/01,W27,-112.83,-11.21,0.39,0.78,0.51,0.87,0.92,0.55,0.12,0.25,343272,2572,32522,7136
Russia,MegaFon,250/02,W27,-111.59,-6.09,0.61,0.87,0.55,0.09,1,0.31,0.21,0.79,558403,5730,92736,3559
Russia,Vimpelcom Beeline (KB Impuls),250/99,W27,-75.41,-11.26,0.95,0.5,0.48,0.79,0.71,0.73,0.37,0.78,152404,8753,12130,7270
Saudi Arabia,Saudi Telecom Company,420/01,W27,-132.98,-7.4,0.1,0.85,0.56,0.54,0.08,0.53,0.48,0.56,873123,6050,97785,9537
Saudi Arabia,Mobily,420/03,W27,-114.33,-13.72,0.73,0.46,0.23,0.76,0.92,0.46,0.32,0.77,204937,9953,65188,1622
SERBIA,Telenor Serbia,220/01,W27,-81.62,-11.75,0.44,0.08,0.31,0.49,0.08,0.87,0.3,0.5,642357,3754,46121,3887
Singapore,Mobile One,525/03,W27,-158.77,-10.38,0.02,0.04,0.99,0.61,0.75,0.86,0.34,0.58,134548,5261,61861,4098
Singapore,Starhub,525/05,W27,-131.27,-8.95,0.89,0.78,0.39,0.04,0.63,0.96,0.93,0.98,469154,5341,47759,3423
Singapore,SingTel,525/01,W27,-64.18,-13.61,0.32,0.83,0.32,0.49,0.52,0.25,0.04,0.46,280911,8116,11625,8931
Slovak Republic,Orange (ex Globtel),231/01,W27,-67.22,-13.05,0.15,0.49,0.61,0.59,0.95,0.08,0.59,0.51,132883,6269,54429,1602
Slovenia,SI Mobil,293/40,W27,-151.05,-6.16,0.62,0.26,0.9,0.63,0.34,0.16,0.41,0.8,611339,4522,21742,7854
South Africa,Vodacom(SOUTH AFRICA),655/01,W27,-67.35,-11.05,0.2,0.19,0.04,0.33,0.84,0.34,0.72,0.72,491161,5585,90982,1609
South Africa,MTN(SOUTH AFRICA),655/10,W27,-106.8,-6.58,0.45,0.56,0.85,0.72,0.51,0.51,0.96,0.58,279697,8240,75006,8050
South Korea,KT (KTF),450/08,W27,-147.51,-10.14,0.4,0.19,0.41,0.63,0.25,0.48,0.24,0.94,255339,1308,15077,2715
South Korea,SK Telecom,450/05,W27,-105.67,-7.31,0.45,0.44,0.78,0.26,0.09,0.86,0.46,0.85,340798,8467,95811,6610
Spain,Orange/Amena,214/03,W27,-62.78,-14.53,0.61,0.37,0.55,0.43,0.36,0.79,0.41,0.83,196574,2622,10345,8579
Spain,Vodafone (AirTel),214/01,W27,-135.31,-13.49,0.48,0.12,0.83,0.09,0.34,0.13,0.03,0.37,595419,6695,88030,5400
Spain,Xfera Yoigo,214/04,W27,-144.1,-9.52,0.25,0.38,0.7,0.92,0.85,0.02,1,0.74,619678,8991,39082,1582
Spain,Telefonica Moviles(SPAIN),214/07,W27,-120.27,-9.95,0.41,0.15,0.62,1,0.35,0.33,0.3,0.04,655155,8446,39568,1721
Sweden,Tele2 - Comviq,240/07,W27,-91.49,-12.67,1,0.54,0.96,0.97,0.43,0.55,0.12,0.55,172427,9293,26780,9347
Sweden,"Telenor (Vodafone,Europolitn)",240/08,W27,-72.88,-7.08,0.47,0.47,0.68,0.78,0.93,0.72,0.95,0.65,489464,2971,97243,2027
Sweden,TeliaSonera Mobile,240/01,W27,-114.41,-10.27,0.18,0.97,0.94,0.29,0.72,0.98,0.18,0.3,511309,7083,39706,3661
Switzerland,Swisscom,228/01,W27,-114.67,-11.62,0.27,0.85,0.42,0.39,0.88,0.11,0.49,0.1,443265,8619,88639,4535
Switzerland,Sunrise DiAx,228/02,W27,-98.02,-10.81,0.22,0.71,0.72,0.38,0.06,0.49,0.25,0.41,260112,4322,71335,2186
Switzerland,Orange(SWITZERLAND),228/03,W27,-70.98,-9.94,0.08,0.42,0.02,0.23,0.24,0.67,0.81,0.82,313953,5732,72945,6455
Thailand,True Move  HSPA,520/00,W27,-99.66,-12.23,0.84,0.13,0.76,0.02,0.25,0.52,0.98,0.83,147833,1966,84536,9660
Thailand, AIS,520/03,W27,-79.77,-13.75,0.54,0.98,0.24,0.05,0.85,0.79,0.95,0.53,839773,6211,90484,1547
Turkey,Vodafone (TelSim),286/02,W27,-158.49,-12.87,0.12,0.35,0.2,0.06,0.6,0.77,0.16,0.15,175316,5664,11780,6482
Turkey,Turkcel,286/01,W27,-72.95,-8.26,0.77,0.41,0.86,0.24,0.92,0.95,0.89,0.2,578582,9831,66140,1998
United Arab Emirates,Etisalat(UAE),424/02,W27,-94.57,-14.7,0.62,0.35,0.42,0.4,0.53,0.78,0.48,0.56,809461,9482,50513,6293
United Arab Emirates,Du,424/03,W27,-127.37,-8.12,0.8,0.27,0.98,0.57,0.27,0.99,0.51,0.28,511510,4678,80464,4553
United Kingdom,Vodafone(UK),234/15,W27,-148.8,-12.91,1,0.73,0.89,0.27,0.35,0.7,0.78,0.34,602720,5684,76780,1765
United Kingdom,Everything Everywhere,234/30,W27,-126.56,-9.99,0.62,0.36,0.49,0.62,0.77,0.11,0.37,0.15,634418,7004,65742,3859
United Kingdom,Telefonica O2 (CellNet),234/10,W27,-132.56,-14.67,0.22,0.68,0.02,0.39,0.13,0.44,0.71,0.93,660762,6922,48879,1273
United Kingdom,Everything Everywhere (ex-Orange),234/33,W27,-132.19,-13.72,0.84,0.84,0.04,0.59,0.8,0.46,0.74,0.11,174479,1702,55352,3524
Unted States,AT&T,310/410,W27,-96.49,-12.95,0.9,0.28,0.44,0.86,0.38,0.29,0.18,0.13,702568,3157,82032,6901
Unted States,Guamcell Cellular and Paging,310/370,W27,-139.13,-6.13,0.98,0.53,0.68,0.41,0.15,0.13,0.58,0.09,127462,8297,79088,2424
Unted States,T-Mobile,310/260,W27,-67.4,-6.92,0.76,1,0.5,0.83,0.45,0.85,0.49,0.39,218871,4754,20865,5381
Unted States,Verizon Wireless,311/48,W27,-158.19,-9.15,0.08,0.85,0.39,0.45,0.13,0.67,0.35,0.82,841507,2107,63864,2273
Albania,Vodafone(ALBANIA),276/02,W28,-155.51,-14.84,0.04,0.54,0.96,0.48,0.41,0.65,0.07,0.8,816015,7773,27211,2175
Australia,Vodafone Hutchison,505/03,W28,-100.04,-10.92,0.49,0.32,0.64,0.99,0.43,0.49,0.1,0.15,738105,4315,20240,9872
Australia,Optus,505/02,W28,-75.03,-12.79,0.85,0.78,0.12,0.89,0.49,0.52,0.88,0.82,542504,1685,39692,9630
Australia,Telstra,505/01,W28,-121.81,-6.02,0.55,0.2,0.91,0.48,0.76,0.17,0.77,0.27,779489,2356,62652,6614
Austria,A1 Austria Telekom (Mobilkom),232/01,W28,-106.17,-14.4,0.33,0.05,0.59,0.58,1,0.83,0.59,0.11,710423,4318,83937,3280
Austria,H3G(AUSTRIA),232/10,W28,-156.29,-12.6,0.07,0.14,0.04,0.95,0.23,0.75,0.59,0.45,494435,7723,20004,3808
Bahrain,Viva,426/04,W28,-148.7,-10.53,0.06,0.05,0.36,0.12,0.61,0.61,0.09,0.95,944094,1901,17236,7760
Bahrain,Batelco,426/01,W28,-147.51,-8.93,0.25,0.35,0.95,0.6,0.97,0.89,0.7,0.01,852236,4317,10875,8097
Bahrain,Zain/Vodafone/MTC,426/02,W28,-144.28,-8.35,0.63,0.53,0.03,0.11,0.22,0.74,0.2,0.89,128758,6168,95676,9053
Belgium,"Base (KPN,Orange)",206/20,W28,-110.4,-9.97,0.18,0.84,0.07,0.17,0.42,0.09,0.04,0.24,685101,9361,32756,3585
Belgium,Mobistar S.A.,206/10,W28,-137.91,-11.7,0.03,0.88,0.18,0.72,0.61,0.59,0.42,0.07,264720,3073,25593,8637
Belgium,Belgacom Mobile,206/01,W28,-61.47,-12.88,0.46,0.7,0.48,0.41,0.04,0.18,0.44,0.12,272346,7949,22385,6222
Brazil,Vivo S.A,724/10,W28,-70.24,-10.71,0.12,0.85,0.41,0.63,0.74,0.67,0.89,0.23,784082,5598,97880,2427
Brazil,TIM,724/04,W28,-83.08,-13.43,0.07,0.27,0.23,0.26,0.33,0.13,0.26,0.08,670010,3119,33516,1956
Bulgaria,Mobiltel,284/01,W28,-101.2,-11.65,0.52,0.03,0.3,0.98,0.53,0.48,0.54,0.45,877325,5117,63639,4953
Canada,Bell Mobility,302/610,W28,-114.3,-8.16,0.06,0.02,0.12,0.54,0.56,0.28,0.15,0.03,328547,6209,93058,3175
Canada,Telus Mobility,302/220,W28,-157.03,-9.11,0.41,0.6,0.52,0.47,0.05,0.51,0.77,0.67,986589,2516,21676,1522
China,China Mobile,460/07,W28,-118.57,-8.77,0.5,0.34,0.23,0.75,0.55,0.38,0.9,0.94,292674,2467,81740,6339
China,China Unicom,460/01,W28,-142.18,-10.18,0.15,0.1,0.01,0.48,0.46,0.93,0.52,0.71,379715,1127,50718,2824
China,China Mobile,460/02,W28,-127.29,-12.43,0.04,0.92,0.73,0.12,0.04,0.23,0.24,0.28,545206,4920,37263,2432
China,China Mobile,460/00,W28,-144.18,-12.79,0.9,0.56,0.51,0.22,0.42,0.51,0.05,0.96,649851,2846,71295,7864
Croatia,Croatian Telecom (ex T- Mobile),219/01,W28,-100.87,-6.05,0.63,0.41,0.93,0.9,0.53,0.49,0.49,0.53,538383,4215,89410,8835
Croatia,VIP-net,219/10,W28,-103.02,-9.82,0.27,0.64,0.74,0.02,0.39,0.73,0.53,0.59,709070,6446,80352,8533
Czech Republic,Telefonica O2 (Eurotel),230/02,W28,-69.25,-12.12,0.86,0.37,0.55,0.15,0.7,0.82,0.63,0.57,659119,3414,60196,5340
Denmark,Telenor (Sonofon),238/02,W28,-80.67,-8.32,0.76,0.74,0.24,0.67,0.37,0.56,0.28,0.93,966896,8926,60880,1415
Dominica Rep.,"Orange Dominicana, S.A.",370/01,W28,-91.93,-11.55,0.67,0.99,0.93,0.88,0.03,0.28,0.16,0.36,979431,6649,98259,3905
Egypt,Vodafone(EGYPT),602/02,W28,-101.54,-8.43,0.91,0.27,0.27,0.59,0.61,0.08,0.46,0.29,144979,2493,89916,2769
